extraction_id	file_prefix	hpc_path	hpc_name	sequencing_type	duplicated_sequence_pair	file_forward	file_reverse
Hte-AJol_042-Ex1	Hte-AJol_042-Ex1-6D-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11231	Hte-AJol_042-Ex1-6D-lcwgs-1-T.1.fq.gz	Hte-AJol_042-Ex1-6D-lcwgs-1-T.2.fq.gz
Hte-AJol_042-Ex1	Hte-AJol_042-Ex1-6D-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11231	Hte-AJol_042-Ex1-6D-lcwgs-1-T.1.fq.gz	Hte-AJol_042-Ex1-6D-lcwgs-1-T.2.fq.gz
Tzo-CMal_028-Ex1	Tzo_CMal_028_Ex1_7A_lcwgs_1_2_L7	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMal	wahab	lcwgs	NA	Tzo_CMal_028_Ex1_7A_lcwgs_1_2_L7-1.fq.gz	Tzo_CMal_028_Ex1_7A_lcwgs_1_2_L7-2.fq.gz
Sin-APnd_012-Ex1	Sin-APnd_012-Ex1-5A-lcwgs-1-1	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sin-APnd_012-Ex1-5A-lcwgs-1-1.1.fq.gz	Sin-APnd_012-Ex1-5A-lcwgs-1-1.2.fq.gz
Tzo-AMvi_008-Ex1	Tzo_AMvi_008_Ex1_1B_lcwgs_2_2_L6	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMvi	wahab	lcwgs	NA	Tzo_AMvi_008_Ex1_1B_lcwgs_2_2_L6-1.fq.gz	Tzo_AMvi_008_Ex1_1B_lcwgs_2_2_L6-2.fq.gz
Tzo-AMvi_015-Ex1	Tzo_AMvi_015_Ex1_2B_lcwgs_1_2_L8	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMvi	wahab	lcwgs	NA	Tzo_AMvi_015_Ex1_2B_lcwgs_1_2_L8-1.fq.gz	Tzo_AMvi_015_Ex1_2B_lcwgs_1_2_L8-2.fq.gz
Sin-CPnd_018-Ex1	Sin-CPnd_018-Ex1-11A-lcwgs-1-2	/archive/carpenterlab/pire/pire_stethojulis_interrupta_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sin-CPnd_018-Ex1-11A-lcwgs-1-2.1.fq.gz	Sin-CPnd_018-Ex1-11A-lcwgs-1-2.2.fq.gz
Pba-CVer_022-Ex1	Pba-CVer_022-Ex1-12G-lcwgs_L5	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_022-Ex1-12G-lcwgs_L5_1.fq.gz	Pba-CVer_022-Ex1-12G-lcwgs_L5_2.fq.gz
Psq-CVer_015-Ex1	Psq-CVer_015-Ex1-1A-lcwgs-1-2	/archive/carpenterlab/pire/pire_pseudanthias_squamipinnis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11238	Psq-CVer_015-Ex1-1A-lcwgs-1-2.1.fq.gz	Psq-CVer_015-Ex1-1A-lcwgs-1-2.2.fq.gz
Psq-CVer_015-Ex1	Psq-CVer_015-Ex1-1A-lcwgs-1-2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11238	Psq-CVer_015-Ex1-1A-lcwgs-1-2.1.fq.gz	Psq-CVer_015-Ex1-1A-lcwgs-1-2.2.fq.gz
Tzo-AMta_011-Ex1	Tzo_AMta_011_Ex1_6F_lcwgs_1_2_L4	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMta	wahab	lcwgs	NA	Tzo_AMta_011_Ex1_6F_lcwgs_1_2_L4-1.fq.gz	Tzo_AMta_011_Ex1_6F_lcwgs_1_2_L4-2.fq.gz
Pba-ATat_018-Ex1	Pba-ATat_018-Ex1-2G-lcwgs_L3	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ATat_018-Ex1-2G-lcwgs_L3_1.fq.gz	Pba-ATat_018-Ex1-2G-lcwgs_L3_2.fq.gz
Pbb-CVer_040-Ex1	Pbb-CVer_040-Ex1-9H-lcwgs-1-2	/archive/carpenterlab/pire/pire_parupeneus_barberinus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pbb-CVer_040-Ex1-9H-lcwgs-1-2.1.fq.gz	Pbb-CVer_040-Ex1-9H-lcwgs-1-2.2.fq.gz
Sob-APnd_094-Ex1	Sob-APnd_094-Ex1-10H-lcwgs-1-T	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sob-APnd_094-Ex1-10H-lcwgs-1-T.1.fq.gz	Sob-APnd_094-Ex1-10H-lcwgs-1-T.2.fq.gz
Sne-CRom_011-Ex1	Sne-CRom_011_Ex1-7B-lcwgs-1-4	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/4th_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-CRom_011_Ex1-7B-lcwgs-1-4.1.fq.gz	Sne-CRom_011_Ex1-7B-lcwgs-1-4.2.fq.gz
Pba-AGal_013-Ex1	Pba-AGal_013-Ex1-10C-lcwgs_L3	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-AGal_013-Ex1-10C-lcwgs_L3_1.fq.gz	Pba-AGal_013-Ex1-10C-lcwgs_L3_2.fq.gz
Sor-CPnd_010-Ex1	Sor-CPnd_010-Ex1-1H-lcwgs-1-2-L2	/archive/carpenterlab/pire/pire_sphaeramia_orbicularis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sor-CPnd_010-Ex1-1H-lcwgs-1-2-L2-1.fq.gz	Sor-CPnd_010-Ex1-1H-lcwgs-1-2-L2-2.fq.gz
Sne-CRom_093-Ex1	Sne-CRom_093-Ex1-4E-lcwgs-1-2	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/5th_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-CRom_093-Ex1-4E-lcwgs-1-2.1.fq.gz	Sne-CRom_093-Ex1-4E-lcwgs-1-2.2.fq.gz
Tzo-CMvi_020-Ex1	Tzo_CMvi_020_Ex1_7D_lcwgs_1_2_L7	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMvi	wahab	lcwgs	NA	Tzo_CMvi_020_Ex1_7D_lcwgs_1_2_L7-1.fq.gz	Tzo_CMvi_020_Ex1_7D_lcwgs_1_2_L7-2.fq.gz
Psq-AGal_066-Ex1	Psq-AGal_066-Ex1-6F-lcwgs-1-2	/archive/carpenterlab/pire/pire_pseudanthias_squamipinnis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11249	Psq-AGal_066-Ex1-6F-lcwgs-1-2.1.fq.gz	Psq-AGal_066-Ex1-6F-lcwgs-1-2.2.fq.gz
Psq-AGal_066-Ex1	Psq-AGal_066-Ex1-6F-lcwgs-1-2	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/pseudanthias_squamipinnis/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11249	Psq-AGal_066-Ex1-6F-lcwgs-1-2.1.fq.gz	Psq-AGal_066-Ex1-6F-lcwgs-1-2.2.fq.gz
Hte-CPnd_026-Ex1	Hte-CPnd_026-Ex1-11E-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11250	Hte-CPnd_026-Ex1-11E-lcwgs-1-T.1.fq.gz	Hte-CPnd_026-Ex1-11E-lcwgs-1-T.2.fq.gz
Hte-CPnd_026-Ex1	Hte-CPnd_026-Ex1-11E-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11250	Hte-CPnd_026-Ex1-11E-lcwgs-1-T.1.fq.gz	Hte-CPnd_026-Ex1-11E-lcwgs-1-T.2.fq.gz
Gmi-CBas_095-Ex1	Gmi-CBas_095-Ex1-cssl2	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_cssl_data_processing/gazza_minuta/2nd_sequencing_run/raw_fq_capture	wahab	cssl	NA	Gmi-CBas_095-Ex1-cssl2.1.fq.gz	Gmi-CBas_095-Ex1-cssl2.2.fq.gz
Hte-AJol_056-Ex1	Hte-AJol_056-Ex1-8E-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11252	Hte-AJol_056-Ex1-8E-lcwgs-1-T.1.fq.gz	Hte-AJol_056-Ex1-8E-lcwgs-1-T.2.fq.gz
Hte-AJol_056-Ex1	Hte-AJol_056-Ex1-8E-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11252	Hte-AJol_056-Ex1-8E-lcwgs-1-T.1.fq.gz	Hte-AJol_056-Ex1-8E-lcwgs-1-T.2.fq.gz
Hte-CBur_026-Ex1	Hte-CBur_026-Ex1-4A-lcwgs-1-2	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Hte-CBur_026-Ex1-4A-lcwgs-1-2.1.fq.gz	Hte-CBur_026-Ex1-4A-lcwgs-1-2.2.fq.gz
Pba-CCab_096-Ex1	Pba-CCab_096-Ex1-11H-lcwgs_L2	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CCab_096-Ex1-11H-lcwgs_L2_1.fq.gz	Pba-CCab_096-Ex1-11H-lcwgs_L2_2.fq.gz
Sde-CVal_058-Ex1	Sde-CVal_058-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-CVal_058-Ex1-cssl.1.fq.gz	Sde-CVal_058-Ex1-cssl.2.fq.gz
Zdi-CDup_020-Ex1	Zdi-CDup_020-Ex1-7F-lcwgs-1-1	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11258	Zdi-CDup_020-Ex1-7F-lcwgs-1-1.1.fq.gz	Zdi-CDup_020-Ex1-7F-lcwgs-1-1.2.fq.gz
Zdi-CDup_020-Ex1	ZdC0102007F_CKDL240013780-1A_2277W2LT4_L2	/archive/carpenterlab/pire/pire_zenarchopterus_dispar_lcwgs/1st_sequencing_run/fq_raw/extras	wahab	lcwgs	file_pair.11258	ZdC0102007F_CKDL240013780-1A_2277W2LT4_L2_1.fq.gz	ZdC0102007F_CKDL240013780-1A_2277W2LT4_L2_2.fq.gz
Och-ATum_016-Ex1	Och-ATum_016-Ex1-9E-lcwgs-2-1	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Och-ATum_016-Ex1-9E-lcwgs-2-1.1.fq.gz	Och-ATum_016-Ex1-9E-lcwgs-2-1.2.fq.gz
Hte-APnd_002-Ex1	Hte-APnd_002-Ex1-10H-lcwgs-1-2	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Hte-APnd_002-Ex1-10H-lcwgs-1-2.1.fq.gz	Hte-APnd_002-Ex1-10H-lcwgs-1-2.2.fq.gz
Sne-ARom_038-Ex1	Sne-ARom_038-Ex1-8B-lcwgs-1-2	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/5th_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-ARom_038-Ex1-8B-lcwgs-1-2.1.fq.gz	Sne-ARom_038-Ex1-8B-lcwgs-1-2.2.fq.gz
Tzo-CMvi_058-Ex1	Tzo_CMvi_058_Ex1_3E_lcwgs_2_2_L5	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMvi	wahab	lcwgs	NA	Tzo_CMvi_058_Ex1_3E_lcwgs_2_2_L5-1.fq.gz	Tzo_CMvi_058_Ex1_3E_lcwgs_2_2_L5-2.fq.gz
Hmi-CPar_042-Ex1	Hmi-CPar_042-Ex1-04E	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/1st_sequencing_run/raw_fq_capture	wahab	cssl	file_pair.11263	Hmi-CPar_042-Ex1-04E.1.fq.gz	Hmi-CPar_042-Ex1-04E.2.fq.gz
Hmi-CPar_042-Ex1	Hmi-CPar_042-Ex1-04E	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus/raw_fq_capture	wahab	cssl	file_pair.11263	Hmi-CPar_042-Ex1-04E.1.fq.gz	Hmi-CPar_042-Ex1-04E.2.fq.gz
Sob-CPnd_047-Ex1	Sob-CPnd_047-Ex1-11D-lcwgs-1-3	/archive/carpenterlab/pire/pire_sphyraena_obtusata_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Sob-CPnd_047-Ex1-11D-lcwgs-1-3.1.fq.gz	Sob-CPnd_047-Ex1-11D-lcwgs-1-3.2.fq.gz
Pba-ATat_009-Ex1	Pba-ATat_009-Ex1-5F-lcwgs_L7	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ATat_009-Ex1-5F-lcwgs_L7_1.fq.gz	Pba-ATat_009-Ex1-5F-lcwgs_L7_2.fq.gz
Sde-ABol_020-Ex1	Sde-ABol_020-Ex1-8B-cssl-1-2-L5	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/5th_sequencing_run/fq_raw	wahab	cssl	NA	Sde-ABol_020-Ex1-8B-cssl-1-2-L5_1.fq.gz	Sde-ABol_020-Ex1-8B-cssl-1-2-L5_2.fq.gz
Tzo-CMvi_018-Ex1	Tzo_CMvi_018_Ex1_1F_lcwgs_2_2_L4	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMvi	wahab	lcwgs	NA	Tzo_CMvi_018_Ex1_1F_lcwgs_2_2_L4-1.fq.gz	Tzo_CMvi_018_Ex1_1F_lcwgs_2_2_L4-2.fq.gz
Sde-ATum_026-Ex1	Sde-ATum_026-Ex1-cssl	/archive/carpenterlab/pire/pire_spratelloides_delicatulus_cssl/2nd_sequencing_run/fq_raw	wahab	cssl	NA	Sde-ATum_026-Ex1-cssl.1.fq.gz	Sde-ATum_026-Ex1-cssl.2.fq.gz
Adu-CGui_086-Ex1	Adu-CGui_086-Ex1-5H-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-CGui_086-Ex1-5H-lcwgs-1-1.1.fq.gz	Adu-CGui_086-Ex1-5H-lcwgs-1-1.2.fq.gz
Pba-ABir_013-Ex1	Pba-ABir_013-Ex1-5H-lcwgs_L7	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-ABir_013-Ex1-5H-lcwgs_L7_1.fq.gz	Pba-ABir_013-Ex1-5H-lcwgs_L7_2.fq.gz
Pba-AGal_002-Ex1	Pba-AGal_002-Ex1-9A-lcwgs_L5	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-AGal_002-Ex1-9A-lcwgs_L5_1.fq.gz	Pba-AGal_002-Ex1-9A-lcwgs_L5_2.fq.gz
Pba-CTat_055-Ex1	Pba-CTat_055-Ex1-2F-lcwgs_L3	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CTat_055-Ex1-2F-lcwgs_L3_1.fq.gz	Pba-CTat_055-Ex1-2F-lcwgs_L3_2.fq.gz
Pba-CVer_058-Ex1	Pba-CVer_058-Ex1-9F-lcwgs_L7	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_058-Ex1-9F-lcwgs_L7_1.fq.gz	Pba-CVer_058-Ex1-9F-lcwgs_L7_2.fq.gz
Sgr-AMvi_059-Ex1	Sgr-AMvi_059-Ex1-11E-lwgs-2-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-AMvi_059-Ex1-11E-lwgs-2-1.1.fq.gz	Sgr-AMvi_059-Ex1-11E-lwgs-2-1.2.fq.gz
Adu-ASub_042-Ex1	Adu-ASub_042-Ex1-6B-lcwgs-1-3	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/3rd_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-ASub_042-Ex1-6B-lcwgs-1-3.1.fq.gz	Adu-ASub_042-Ex1-6B-lcwgs-1-3.2.fq.gz
Sne-ARom_023-Ex1	Sne-ARom_023-Ex1-6C-lcwgs-1-2	/archive/carpenterlab/pire/pire_sphaeramia_nematoptera_lcwgs/5th_sequencing_run/fq_raw	wahab	lcwgs	NA	Sne-ARom_023-Ex1-6C-lcwgs-1-2.1.fq.gz	Sne-ARom_023-Ex1-6C-lcwgs-1-2.2.fq.gz
Tzo-CMvi_052-Ex1	Tzo_CMvi_052_Ex1_7E_lcwgs_1_2_L7	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMvi	wahab	lcwgs	NA	Tzo_CMvi_052_Ex1_7E_lcwgs_1_2_L7-1.fq.gz	Tzo_CMvi_052_Ex1_7E_lcwgs_1_2_L7-2.fq.gz
Sgr-AJol_077-Ex1	Sgr-AJol_077-Ex1-5G-lwgs-1-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-AJol_077-Ex1-5G-lwgs-1-1.1.fq.gz	Sgr-AJol_077-Ex1-5G-lwgs-1-1.2.fq.gz
Sgr-AMvi_092-Ex1	Sgr-AMvi_092-Ex1-8H-lwgs-2-1	/archive/carpenterlab/pire/pire_spratelloides_gracilis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Sgr-AMvi_092-Ex1-8H-lwgs-2-1.1.fq.gz	Sgr-AMvi_092-Ex1-8H-lwgs-2-1.2.fq.gz
Pbb-CVer_010-Ex1	Pbb-CVer_010-Ex1-6B-lcwgs-1-1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/parupeneus_barberinus/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Pbb-CVer_010-Ex1-6B-lcwgs-1-1.1.fq.gz	Pbb-CVer_010-Ex1-6B-lcwgs-1-1.2.fq.gz
Tzo-AMta_025-Ex1	Tzo_AMta_025_Ex1_8D_lcwgs_1_2_L6	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMta	wahab	lcwgs	NA	Tzo_AMta_025_Ex1_8D_lcwgs_1_2_L6-1.fq.gz	Tzo_AMta_025_Ex1_8D_lcwgs_1_2_L6-2.fq.gz
Tzo-ABol_080-Ex1	Tzo_ABol_080_Ex1_8G_lcwgs_1_2_L3	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/ABol	wahab	lcwgs	NA	Tzo_ABol_080_Ex1_8G_lcwgs_1_2_L3-1.fq.gz	Tzo_ABol_080_Ex1_8G_lcwgs_1_2_L3-2.fq.gz
Hte-ATic_010-Ex1	Hte-ATic_010-Ex1-cssl	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/hypoatherina_temminckii/fq_raw	wahab	cssl	NA	Hte-ATic_010-Ex1-cssl.1.fq.gz	Hte-ATic_010-Ex1-cssl.2.fq.gz
Tzo-AMvi_042-Ex1	Tzo_AMvi_042_Ex1_3H_lcwgs_1_1.clmp.fp2_repr	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/AMvi	wahab	lcwgs	NA	Tzo_AMvi_042_Ex1_3H_lcwgs_1_1.clmp.fp2_repr-1.fq.gz	Tzo_AMvi_042_Ex1_3H_lcwgs_1_1.clmp.fp2_repr-2.fq.gz
Pba-CCab_062-Ex1	Pba-CCab_062-Ex1-5C-lcwgs_L5	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CCab_062-Ex1-5C-lcwgs_L5_1.fq.gz	Pba-CCab_062-Ex1-5C-lcwgs_L5_2.fq.gz
Pba-CMas_004-Ex1	Pba-CMas_004-Ex1-5D-lcwgs_L7	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CMas_004-Ex1-5D-lcwgs_L7_1.fq.gz	Pba-CMas_004-Ex1-5D-lcwgs_L7_2.fq.gz
Pba-CVer_001-Ex1	Pba-CVer_001-Ex1-11C-lcwgs_L1	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_001-Ex1-11C-lcwgs_L1_1.fq.gz	Pba-CVer_001-Ex1-11C-lcwgs_L1_2.fq.gz
Hte-CBur_077-Ex1	Hte-CBur_077-Ex1-6D-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11293	Hte-CBur_077-Ex1-6D-lcwgs-1-T.1.fq.gz	Hte-CBur_077-Ex1-6D-lcwgs-1-T.2.fq.gz
Hte-CBur_077-Ex1	Hte-CBur_077-Ex1-6D-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11293	Hte-CBur_077-Ex1-6D-lcwgs-1-T.1.fq.gz	Hte-CBur_077-Ex1-6D-lcwgs-1-T.2.fq.gz
Pba-CTat_094-Ex1	Pba-CTat_094-Ex1-1B-lcwgs_L8	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CTat_094-Ex1-1B-lcwgs_L8_1.fq.gz	Pba-CTat_094-Ex1-1B-lcwgs_L8_2.fq.gz
Lva-APnd_032-Ex1	Lva-APnd_032-Ex1-1C-lcwgs-1-2	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Lva-APnd_032-Ex1-1C-lcwgs-1-2.1.fq.gz	Lva-APnd_032-Ex1-1C-lcwgs-1-2.2.fq.gz
Tzo-CMta_012-Ex1	Tzo_CMta_012_Ex1_10D_lcwgs_1_2_L8	/archive/carpenterlab/pire/pire_taeniamia_zosterophora_lcwgs/2nd_sequencing_run/fq_raw/CMta	wahab	lcwgs	NA	Tzo_CMta_012_Ex1_10D_lcwgs_1_2_L8-1.fq.gz	Tzo_CMta_012_Ex1_10D_lcwgs_1_2_L8-2.fq.gz
Hte-CTaw_079-Ex1	Hte-CTaw_079-Ex1-9C-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11297	Hte-CTaw_079-Ex1-9C-lcwgs-1-T.1.fq.gz	Hte-CTaw_079-Ex1-9C-lcwgs-1-T.2.fq.gz
Hte-CTaw_079-Ex1	Hte-CTaw_079-Ex1-9C-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11297	Hte-CTaw_079-Ex1-9C-lcwgs-1-T.1.fq.gz	Hte-CTaw_079-Ex1-9C-lcwgs-1-T.2.fq.gz
Hte-CTic_053-Ex1	Hte-CTic_053-Ex1-5E-lcwgs-1-T	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11298	Hte-CTic_053-Ex1-5E-lcwgs-1-T.1.fq.gz	Hte-CTic_053-Ex1-5E-lcwgs-1-T.2.fq.gz
Hte-CTic_053-Ex1	Hte-CTic_053-Ex1-5E-lcwgs-1-T	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11298	Hte-CTic_053-Ex1-5E-lcwgs-1-T.1.fq.gz	Hte-CTic_053-Ex1-5E-lcwgs-1-T.2.fq.gz
Par-CPas_079-Ex1	PaC0107908C_CKDL230012261-1A_HJLGYCCX2_L2	/RC/group/rc_carpenterlab_ngs/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11299	PaC0107908C_CKDL230012261-1A_HJLGYCCX2_L2_1.fq.gz	PaC0107908C_CKDL230012261-1A_HJLGYCCX2_L2_2.fq.gz
Par-CPas_079-Ex1	Par-CPas-079-Ex1-8C-lcwgs-1-1	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/periophthalmus_argentilineatus/2nd_sequencing_run/fq_raw	wahab	lcwgs	file_pair.11299	Par-CPas-079-Ex1-8C-lcwgs-1-1.1.fq.gz	Par-CPas-079-Ex1-8C-lcwgs-1-1.2.fq.gz
Pba-CVer_005-Ex1	Pba-CVer_005-Ex1-11G-lcwgs_L2	/archive/carpenterlab/pire/pire_pomacentrus_brachialis_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Pba-CVer_005-Ex1-11G-lcwgs_L2_1.fq.gz	Pba-CVer_005-Ex1-11G-lcwgs_L2_2.fq.gz
Hte-CPnd_020-Ex1	Hte-CPnd_020-Ex1-11A-lcwgs-1-2	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run/fq_raw	wahab	lcwgs	NA	Hte-CPnd_020-Ex1-11A-lcwgs-1-2.1.fq.gz	Hte-CPnd_020-Ex1-11A-lcwgs-1-2.2.fq.gz
Adu-AGui_037-Ex1	Adu-AGui_037-Ex1-1D-lcwgs-1-1	/archive/carpenterlab/pire/pire_atherinomorus_duodecimalis_lcwgs/1st_sequencing_run/fq_raw	wahab	lcwgs	NA	Adu-AGui_037-Ex1-1D-lcwgs-1-1.1.fq.gz	Adu-AGui_037-Ex1-1D-lcwgs-1-1.2.fq.gz
