Individual_ID	Extraction_ID	Storage_solution	Date_Subsampling	Subsampler	Date_Extracting	Tube_Stuffer	mg_Tissue_Extracted	Digestion_min	Extractor	Extraction_TubeID	PlateID	Elution_Buffer	num_elutions	Elution1_PlateID	Elution1_Plate_Column	Elution1_Plate_Row	Elution1_Total_volume_ul	Elution1_Vol_for_TAMUCC	Elution1_Vol_for_ODU	Elution1_nanodrop_ng_ul	Elution2_PlateID	Elution2_Plate_Column	Elution2_Plate_Row	Elution2_Total_volume_ul	Elution2_Vol_for_TAMUCC	Elution2_Vol_for_ODU	Elution2_nanodrop_ng_ul	Elution3_PlateID	Elution3_Plate_Column	Elution3_Plate_Row	Elution3_Total_volume_ul	Elution3_Vol_for_TAMUCC	Elution3_Vol_for_ODU	Elution3_nanodrop_ng_ul	Elution4_PlateID	Elution4_Plate_Column	Elution4_Plate_Row	Elution4_Total_volume_ul	Elution4_Vol_for_TAMUCC	Elution4_Vol_for_ODU	Elution4_nanodrop_ng_ul	Date_Gelled_ODU	ODU_Volume_Gelled_ul	ODU_Gel_Jockey	Elution1_Gel_Score_ODU	Elution2_Gel_Score_ODU	Elution3_Gel_Score_ODU	Elution4_Gel_Score_ODU	Elution1_Gel_Score_TAMUCC	Elution2_Gel_Score_TAMUCC	Elution3_Gel_Score_TAMUCC	Elution4_Gel_Score_TAMUCC	Elution_Used	Notes	
Abu-ARag_009	Abu-ARag_009-Ex1	EtOH	1/23/2020	John_Whalen	1/28/2020	Maddy_Kenton	50	90	Maddy_Kenton	9	Abu-A_001		4	Abu-A_001_E1	9	A	100	50	50	-6.3	Abu-A_001_E2	9	A	100	50	50	-11.6	Abu-A_001_E3	9	A	100	50	50	-14.9	Abu-A_001_E4	9	A	100	50	50	-15.1	1/31/2020	5	John_Whalen	NA	NA	NA	NA							
Abu-ARag_010	Abu-ARag_010-Ex1	EtOH	1/23/2020	John_Whalen	1/28/2020	Maddy_Kenton	50	90	Maddy_Kenton	10	Abu-A_001		4	Abu-A_001_E1	10	A	100	50	50	-14.9	Abu-A_001_E2	10	A	100	50	50	-16	Abu-A_001_E3	10	A	100	50	50	-16.6	Abu-A_001_E4	10	A	100	50	50	-16.3	1/31/2020	5	John_Whalen	NA	NA	NA	NA							
Abu-ARag_011	Abu-ARag_011-Ex1	EtOH	1/23/2020	John_Whalen	1/28/2020	Maddy_Kenton	50	90	Maddy_Kenton	11	Abu-A_001		4	Abu-A_001_E1	11	A	100	50	50	-13.5	Abu-A_001_E2	11	A	100	50	50	-15.7	Abu-A_001_E3	11	A	100	50	50	-15	Abu-A_001_E4	11	A	100	50	50	-13.8	1/31/2020	5	John_Whalen	NA	NA	NA	NA							
Abu-ARag_012	Abu-ARag_012-Ex1	EtOH	1/23/2020	John_Whalen	1/28/2020	Maddy_Kenton	50	90	Maddy_Kenton	12	Abu-A_001		4	Abu-A_001_E1	12	A	100	50	50	-15.4	Abu-A_001_E2	12	A	100	50	50	-16.2	Abu-A_001_E3	12	A	100	50	50	-10.7	Abu-A_001_E4	12	A	100	50	50	-12	1/31/2020	5	John_Whalen	NA	NA	NA	NA							
Abu-ARag_013	Abu-ARag_013-Ex1	EtOH	1/23/2020	John_Whalen	1/28/2020	Maddy_Kenton	50	90	Maddy_Kenton	13	Abu-A_001		4	Abu-A_001_E1	1	B	100	50	50	NA	Abu-A_001_E2	1	B	100	50	50		Abu-A_001_E3	1	B	100	50	50	NA	Abu-A_001_E4	1	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_014	Abu-ARag_014-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Maddy_Kenton	50	90	Maddy_Kenton	14	Abu-A_001		4	Abu-A_001_E1	2	B	100	50	50	NA	Abu-A_001_E2	2	B	100	50	50		Abu-A_001_E3	2	B	100	50	50	NA	Abu-A_001_E4	2	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_015	Abu-ARag_015-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	15	Abu-A_001		4	Abu-A_001_E1	3	B	100	50	50	NA	Abu-A_001_E2	3	B	100	50	50		Abu-A_001_E3	3	B	100	50	50	NA	Abu-A_001_E4	3	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_016	Abu-ARag_016-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	16	Abu-A_001		4	Abu-A_001_E1	4	B	100	50	50	NA	Abu-A_001_E2	4	B	100	50	50		Abu-A_001_E3	4	B	100	50	50	NA	Abu-A_001_E4	4	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_017	Abu-ARag_017-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	17	Abu-A_001		4	Abu-A_001_E1	5	B	100	50	50	NA	Abu-A_001_E2	5	B	100	50	50		Abu-A_001_E3	5	B	100	50	50	NA	Abu-A_001_E4	5	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_018	Abu-ARag_018-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	18	Abu-A_001		4	Abu-A_001_E1	6	B	100	50	50	NA	Abu-A_001_E2	6	B	100	50	50		Abu-A_001_E3	6	B	100	50	50	NA	Abu-A_001_E4	6	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_019	Abu-ARag_019-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	19	Abu-A_001		4	Abu-A_001_E1	7	B	100	50	50	NA	Abu-A_001_E2	7	B	100	50	50		Abu-A_001_E3	7	B	100	50	50	NA	Abu-A_001_E4	7	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_020	Abu-ARag_020-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	20	Abu-A_001		4	Abu-A_001_E1	8	B	100	50	50	NA	Abu-A_001_E2	8	B	100	50	50		Abu-A_001_E3	8	B	100	50	50	NA	Abu-A_001_E4	8	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_021	Abu-ARag_021-Ex1	EtOH	1/23/2020	Eric_Garcia	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	21	Abu-A_001		4	Abu-A_001_E1	9	B	100	50	50	NA	Abu-A_001_E2	9	B	100	50	50		Abu-A_001_E3	9	B	100	50	50	NA	Abu-A_001_E4	9	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_022	Abu-ARag_022-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	22	Abu-A_001		4	Abu-A_001_E1	10	B	100	50	50	NA	Abu-A_001_E2	10	B	100	50	50		Abu-A_001_E3	10	B	100	50	50	NA	Abu-A_001_E4	10	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_023	Abu-ARag_023-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	23	Abu-A_001		4	Abu-A_001_E1	11	B	100	50	50	NA	Abu-A_001_E2	11	B	100	50	50		Abu-A_001_E3	11	B	100	50	50	NA	Abu-A_001_E4	11	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_024	Abu-ARag_024-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Eric_Garcia	50	90	Ivan_Lopez	24	Abu-A_001		4	Abu-A_001_E1	12	B	100	50	50	NA	Abu-A_001_E2	12	B	100	50	50		Abu-A_001_E3	12	B	100	50	50	NA	Abu-A_001_E4	12	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_025	Abu-ARag_025-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Eric_Garcia	50	90	Volunteer	25	Abu-A_001		4	Abu-A_001_E1	1	C	100	50	50	NA	Abu-A_001_E2	1	C	100	50	50		Abu-A_001_E3	1	C	100	50	50	NA	Abu-A_001_E4	1	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_026	Abu-ARag_026-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Eric_Garcia	50	90	Volunteer	26	Abu-A_001		4	Abu-A_001_E1	2	C	100	50	50	NA	Abu-A_001_E2	2	C	100	50	50		Abu-A_001_E3	2	C	100	50	50	NA	Abu-A_001_E4	2	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_027	Abu-ARag_027-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Eric_Garcia	50	90	Volunteer	27	Abu-A_001		4	Abu-A_001_E1	3	C	100	50	50	NA	Abu-A_001_E2	3	C	100	50	50		Abu-A_001_E3	3	C	100	50	50	NA	Abu-A_001_E4	3	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_028	Abu-ARag_028-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Ivan_Lopez	50	90	Volunteer	28	Abu-A_001		4	Abu-A_001_E1	4	C	100	50	50	NA	Abu-A_001_E2	4	C	100	50	50		Abu-A_001_E3	4	C	100	50	50	NA	Abu-A_001_E4	4	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_029	Abu-ARag_029-Ex1	EtOH	1/23/2020	Ivan_Lopez	1/28/2020	Ivan_Lopez	50	90	Volunteer	29	Abu-A_001		4	Abu-A_001_E1	5	C	100	50	50	NA	Abu-A_001_E2	5	C	100	50	50		Abu-A_001_E3	5	C	100	50	50	NA	Abu-A_001_E4	5	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_030	Abu-ARag_030-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	30	Abu-A_001		4	Abu-A_001_E1	6	C	100	50	50	NA	Abu-A_001_E2	6	C	100	50	50		Abu-A_001_E3	6	C	100	50	50	NA	Abu-A_001_E4	6	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_031	Abu-ARag_031-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	31	Abu-A_001		4	Abu-A_001_E1	7	C	100	50	50	NA	Abu-A_001_E2	7	C	100	50	50		Abu-A_001_E3	7	C	100	50	50	NA	Abu-A_001_E4	7	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_032	Abu-ARag_032-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	32	Abu-A_001		4	Abu-A_001_E1	8	C	100	50	50	NA	Abu-A_001_E2	8	C	100	50	50		Abu-A_001_E3	8	C	100	50	50	NA	Abu-A_001_E4	8	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_033	Abu-ARag_033-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	33	Abu-A_001		4	Abu-A_001_E1	9	C	100	50	50	NA	Abu-A_001_E2	9	C	100	50	50		Abu-A_001_E3	9	C	100	50	50	NA	Abu-A_001_E4	9	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_034	Abu-ARag_034-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	34	Abu-A_001		4	Abu-A_001_E1	10	C	100	50	50	NA	Abu-A_001_E2	10	C	100	50	50		Abu-A_001_E3	10	C	100	50	50	NA	Abu-A_001_E4	10	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_035	Abu-ARag_035-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	35	Abu-A_001		4	Abu-A_001_E1	11	C	100	50	50	NA	Abu-A_001_E2	11	C	100	50	50		Abu-A_001_E3	11	C	100	50	50	NA	Abu-A_001_E4	11	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_036	Abu-ARag_036-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	36	Abu-A_001		4	Abu-A_001_E1	12	C	100	50	50	NA	Abu-A_001_E2	12	C	100	50	50		Abu-A_001_E3	12	C	100	50	50	NA	Abu-A_001_E4	12	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-ARag_037	Abu-ARag_037-Ex1	EtOH	1/23/2020	Jem_Baldisimo	1/28/2020	Ivan_Lopez	50	90	Volunteer	37	Abu-A_001		4	Abu-A_001_E1	1	D	100	50	50	NA	Abu-A_001_E2	1	D	100	50	50		Abu-A_001_E3	1	D	100	50	50	NA	Abu-A_001_E4	1	D	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA							
Abu-CPas_001	Abu-CPas_001-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	1	A	100	50	50	-22.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2020		EG											
Abu-CPas_002	Abu-CPas_002-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	2	A	100	50	50	-23.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2020		EG											
Abu-CPas_003	Abu-CPas_003-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	3	A	100	50	50	-24.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2020		EG											
Abu-CPas_004	Abu-CPas_004-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	4	A	100	50	50	-23.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2020		EG											
Abu-CPas_005	Abu-CPas_005-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	5	A	100	50	50	-24.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2020		EG											
Abu-CPas_006	Abu-CPas_006-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	6	A	100	50	50	-24.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4/22/2020		EG											
Abu-CPas_007	Abu-CPas_007-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	7	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_008	Abu-CPas_008-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	8	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_009	Abu-CPas_009-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	9	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_010	Abu-CPas_010-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	10	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_011	Abu-CPas_011-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	11	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_012	Abu-CPas_012-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	12	A	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_013	Abu-CPas_013-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	1	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_014	Abu-CPas_014-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	2	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_015	Abu-CPas_015-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	3	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_016	Abu-CPas_016-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	4	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_017	Abu-CPas_017-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	5	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_018	Abu-CPas_018-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	6	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_019	Abu-CPas_019-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	7	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_020	Abu-CPas_020-Ex1	EtOH	12/19/2019	Maddy_Kenton	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	8	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_021	Abu-CPas_021-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	9	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_022	Abu-CPas_022-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	10	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_023	Abu-CPas_023-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	11	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_024	Abu-CPas_024-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	John_Whalen	40	157	John_Whalen		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	12	B	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_025	Abu-CPas_025-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	1	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_026	Abu-CPas_026-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	2	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_027	Abu-CPas_027-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	3	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_028	Abu-CPas_028-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	4	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_029	Abu-CPas_029-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	5	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_030	Abu-CPas_030-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	6	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_031	Abu-CPas_031-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	7	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_032	Abu-CPas_032-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	8	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_033	Abu-CPas_033-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	9	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_034	Abu-CPas_034-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	10	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_035	Abu-CPas_035-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	11	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_036	Abu-CPas_036-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	12	C	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_037	Abu-CPas_037-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	1	D	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
Abu-CPas_038	Abu-CPas_038-Ex1	EtOH	12/19/2019	John_Whalen	3/24/2020	Maddy_Kenton	40	157	Maddy_Kenton		Abu-C_001	Abu-C_001_Ex1	1	Abu-C_001_E1	2	D	100	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA											
