lot_id	site_id	match_id	collection_site	latitude	longitude	barangay	local_government_unit	province	region	island_group	notes	correction_applied	correction_id	correction_details	correction_date
TIC-2022-01_02	Tic		"Monreal, N. Ticao"	12.6416263	123.612489						caught using seine and gillnet. Field ID is H.panatela but reID by Kent-EG in the lab as H.temminckii	FALSE			
Tic-2022-01_01			Ticao	12.6416263	123.612489						caught using seine and gillnet	FALSE			
VER-2022-01_005	Gal	PGal	Verde_Island								Mixed lot. Only use if you can barcode.	FALSE			
VER-2022-01_006	Gal	PGal	Verde_Island								Collect more	FALSE			
VER-2022-01_008	Gal	PGal	Verde_Island								Collect more	FALSE			
Ver-2022-01_004	Gal	PGal	Verde_Island								"Mixed lot. JGB saw DT for some, but not all. KEC checked full individuals brought to ODU, but these had no DT. This maybe a mixed lot. If this lot will be used, make sure to barcode."	FALSE			
ZAM-2023-01_01												FALSE			
ZAM-2023-01_02												FALSE			
ZAM-2023-02_01												FALSE			
ZAM-2023-02_02												FALSE			
ZAM-2023-02_03												FALSE			
ZAM-2023-03-01												FALSE			
ZAM-2023-04_01												FALSE			
Zam-2019-002_002	Sub		Subic_City_Municipal_Fish_Port									FALSE			
Zam-2019-003_004	Sub		Subic_City_Municipal_Fish_Port									FALSE			
Zam-2019-004_008	Mvi	Masi	Masinloc_Public_Market	15.489188	119.911051						barcoded_4._For_barcoding._Do_not_use_until_ID_is_confirmed._Check_ZAM_008b_which_is_a_temporary_bottle_for_Z._perlita	FALSE			
Zam-2019-004_008_b	Mvi	Masi	Masinloc_Public_Market								barcoded_4._For_barcoding._Do_not_use_until_ID_is_confirmed._This_bottle_is_what_was_left_after_Ivan_and_Eric_sorted_the_fish_and_tried_to_key_out_whether_it_was_Z._perlita_or_Z._viridiventer._Lot_came_from_ZAM_008._Need_to_change_lot_ID_when_species_is_confirmed.	FALSE			
Zam-2019-004_009	Mvi	Masi	Masinloc_Public_Market	15.489188	119.911051						do_not_subsample	FALSE			
Zam-2019-004_010	Mig		Masinloc_Public_Market									FALSE			
Zam-2019-004_013	Mvi		Masinloc_Public_Market								otoliths of 3 individuals were extracted by John W	FALSE			
Zam-2019-004_014	Mvi		Masinloc_Public_Market									FALSE			
Zam-2019-004_015	Mvi		Masinloc_Public_Market									FALSE			
Zam-2019-004_016	Mvi		Masinloc_Public_Market									FALSE			
Zam-2019-004_017	Mvi		Masinloc_Public_Market									FALSE			
Zam-2019-005_018	Mvi	Masi	Masinloc_Bay_San_Salvador_Id	15.489188	119.911051						For_barcoding._Do_not_use_until_ID_is_confirmed._Collected_as_Z._viridiventer_but_Ivan_sorted_through_it_and_thinks_it_might_all_be_Z._perlita.	FALSE			
Zam-2019-005_019	Mvi		Masinloc_Bay_San_Salvador_Id								For_barcoding._Do_not_use_until_ID_is_confirmed._Collected_in_error._Do_not_use.	FALSE			
Zam-2019-006_021	Mvi		Masinloc_Bay_South_Poblacion									FALSE			
Zam-2019-006_022	Mvi	Masi	Masinloc_Bay_South_Poblacion	15.489188	119.911051						"barcoded_4._For_barcoding._Do_not_use_until_ID_is_confirmed._This_bottle_is_what_was_left_after_Ivan_sorted_the_fish_and_tried_to_key_out_whether_it_was_Z._perlita_or_Z._viridiventer._Upon_initial_sorting_by_Ivan,_45_individuals_appear_to_be_Z._perlita_(now_with_ZAM-022b)._Upon_checking_on_Oct_29,_2019_by_Jem_there_are_only_8_individuals_left_in_the_bottle._The_species_ID_needs_to_be_confirmed_and_then_lot_ID_needs_to_be_changed_accordingly."	FALSE			
Zam-2019-006_022_b	Mvi	Masi	Masinloc_Bay_South_Poblacion								barcoded_4._For_barcoding._Do_not_use_until_ID_is_confirmed._This_bottle_is_what_was_left_after_Ivan_and_Eric_sorted_the_fish_and_tried_to_key_out_whether_it_was_Z._perlita_or_Z._viridiventer._This_needs_to_be_confirmed_and_lot_ID_changed_accordingly.	FALSE			
Zam-2019-006_023	Mvi		Masinloc_Bay_South_Poblacion								Collected_in_error._Do_not_use.	FALSE			
Zam-2019-007_024	Sub		Subic_City_Municipal_Fish_Port									FALSE			
Zam-2021-01_01			Zamboanga_Fish_Market									FALSE			
Zam-2023-02_04												FALSE			
