lot_id	site_id	match_id	collection_site	latitude	longitude	barangay	local_government_unit	province	region	island_group	notes	correction_applied	correction_id	correction_details	correction_date
136732	Loo		Looc_Bay								"7_correct_ID,_1_H._panatela"	FALSE			
136733	Mas	MatB	Masbate	12.3682031	123.612137						"Mix lot. 12-18 H. temminckii but only 4 are probably Atherinomorous doudecimalis. Individuals column used to say """"""""""""""""12 to 18 (out of 24)"""""""""""""""""	FALSE			
136741	Can	CanB	Canmahala_Bay	13.2195058	123.041741						DO_NOT_USE-_use_136753_instead._mix_lot_caution_	FALSE			
136742	Gui	Guij	Guijulugan_Beach	10.1433793	123.284663						(eric june2022 checked 6=all Hte)	FALSE			
136747	Ham	HamC	Jamelo_Cove								only_3_individuals	FALSE			
136752	Tic	MatB	Port_San_Miguel	12.6496345	123.603529						"Mix lot. Was originally H. temminckii but only 3 indiv. are H.temminckii, the rest were corrected to H. panatela (25)"	FALSE			
136758	Bul	Bula	Bulan_Island	6.1610355	121.843915							FALSE			
136762	Gal	PGal	Port_Galera	13.5147982	120.954058						"WRONG_ID._Originally_identified_as_Hte_but_re-identified_by_Kent_as_Hypoatherina_panatela // note from Lot_ID column: """"""""""""""""need to check every individual ID"""""""""""""""""	FALSE			
136807	Vic	Vice	Port_San_Vicente	18.5154096	122.138975						New_lot._To_determine_priority.	FALSE			
136813	Prn	Para	Parang	7.371307	124.254574						need to check every individual before subsampling. subsampled_4	FALSE			
136816	Pnb	Pana	Island_off_Panabutan_Point	7.5821861	122.131871							FALSE			
136818	Lin	Lina	Malcochin_Harbor	11.4906669	119.828165						"two_lots_from_same_locations._This_is_a_mixed_lot!_KEC_found_A._duodecimalis_(15),_H._temminckii_(1),_and_A._endrachtensis_(24)_inside_the_jar. Individuals column used to say """"""""""""""""15 (out of 40)"""""""""""""""""	FALSE			
136821	Map	Mapu	Cagayan_de_Jolo	6.9623337	118.479164						"WRONG_ID._KEC_identified_as_Atherinomorus_regina_instead_of_A._duo._Cagayan_De_Jolo_(South);_Jolo_Sea,_previously_requested,_SI_staff_could_not_find_lot"	FALSE			
136822	Bus	Busu	Port_Uson	11.9943675	120.210059						two_lots_from_same_locations._Confirmed_ID.	FALSE			
136827	Pnd	Pand	Pandanon_Id								Eric=ID ok but 3 smalles cannot ID	FALSE			
136831	Bur	Buri	Port_Busin	13.12921	122.97338						"40 Adu, 3 Hypoatherina sp"	FALSE			
136840	Rag	RagR	Ragay_River	13.6958188	122.848279						"need to check every individual. Individuals column used to say """"""""""""""""28 (+28 small)"""""""""""""""""	FALSE			
136843	Cai	Masb	Cataingan	11.9986583	124.003562						New_plot	FALSE			
136846	Atu	AtuB	Atulayan_Bay	13.3772616	123.745537						"Mixed lot = 44 A. lacunosus, 3 Adu. Individuals column used to say """"""""""""""""44 (+3 Adu)"""""""""""""""""	FALSE			
136849	Bus	Busu	Port_Caltom	12.1858224	120.10223						Matches w/ COR-2022-01_003 which was IDd as A. regina. ID this lot first before using this plus match.	FALSE			
136851	Bln		Bolinao_Bay	16.3897316	119.90839						check every individual only 5 checked	FALSE			
136867	Gal	PGal	Varadero_Bay								TOO_SMALL	FALSE			
136869	Dup		Dupon_Bay								WRONG_ID._KEC_identified_as_Atherinomorus_lacunosus_instead_of_A._duo.	FALSE			
136883	Nas	Nasu	Nasugbu	14.0498892	120.62174		Lian	Batangas	CALABARZON	Luzon	 Location information filled in based on nearest lot (120814) with information which was 0 m away. JDS 5.15.2026	FALSE			
136994	Mah	Mahi	Mahinog	9.1527224	124.79724							FALSE			
137020	Pnd		Pandanon_Id	10.1796678	124.090001						"Don't_use""""""""_Kent._Allen&Erdmann_distribution:_Australia_to_Japan"	FALSE			
137112	Tag	Tagbi	Tagbilaran_Channel_[Chart_corrected]	9.6150092	123.88							FALSE			
137135			Port_Jamelo									FALSE			
137169			"Philippine_Is.:_Balikias_B.,_Lubang_Id."									FALSE			
137219	Ham	HamC	Jamelo_Cove	14.1810585	120.604616							FALSE			
137233	Gal	PGal	Varadero_Bay	13.5722403	121.085873						ID_checked_for_6_out_of_26.	FALSE			
137277	Dup		Dupon_Bay	10.931896	124.426504							FALSE			
137322	Cat	Catb	Catbalogan	11.8209235	124.834584							FALSE			
137375	Man		Mansalay_Bay	12.5161008	121.440651							FALSE			
137704			"San_Fernando_Point_Light…West_coast_of_Luzon,_Manila_Bay_to_Lingayen_Gulf,_San_Fernando_Point_Light,_N._39_degrees_E.,_8.4_miles."	16.5100091	120.185006							FALSE			
137769	Mac		Maculabo_Id	14.4009069	122.803862							FALSE			
137776	Gub	Guba	Port_Gubat	12.9233508	124.129582						There_are_1-2_very_small_individuals_but_the_rest_are_large_enough_to_obtain_50mg_from_1_side.	FALSE			
137777	Ban	Bata	Batan_Id	13.2313797	123.982833						At_ODU._New_lot._To_determine_priority_and_confirm_ID.	FALSE			
137782	Ban	Bata	Batan_Id	13.2313797	123.982833						New_lot._To_determine_priority_and_confirm_ID.	FALSE			
138161	Cag	Caga	Cagayan_de_Jolo								At_ODU	FALSE			
138162	Cag	Caga	Cagayan_de_Jolo								At_ODU	FALSE			
138250	Ceb		Cebu_Market	10.2950309	123.912569							FALSE			
138251	Ceb		Cebu_Market	10.2950309	123.912569							FALSE			
138253	Ceb		Cebu_Market									FALSE			
138426	Mur		Murcielagos_Bay	8.6682538	123.520978							FALSE			
138453	Dup		Dupon_Bay	10.931896	124.426504						"DO_NOT_USE_-_WRONG_ID._KEC_&_JGB_confirmed_ID_and_found_that_frontoparietal_striae_is_few_and_supramaxilla_shape_is_assymetrical._Potentially_Herklotsichthys_genus,_and_not_Sardinella_as_labeled."	FALSE			
138701	Cav		Cavite	14.4850479	120.911622							FALSE			
138705	Pag	SanR	Santiago_River	13.8565766	120.658957							FALSE			
138735	Gal	PGal	Varadero_Bay	13.4964937	120.957885						Too_small_and_thin._Do_not_use._Return_to_USNM.	FALSE			
138736	Gal	PGal	Varadero_Bay									FALSE			
138742	Mar	PMar	Port_Maricaban									FALSE			
138749	Rom		Romblon_Harbor	12.5789662	122.267667							FALSE			
138777	Nas	Nasu	Nasugbu (Hamelo cove)	14.0498892	120.62174		Lian	Batangas	CALABARZON	Luzon	note_on_map:TooSmall!._Check_the_size_of_individuals._not_in_Eric's_plans. Nasugbu_Bay_(Anchorage);_Balayan_Bay_and_Verde_Island_Passage.  Location information filled in based on nearest lot (120814) with information which was 0 m away. JDS 5.15.2026	FALSE			
138785	Mac		Maculabo_Id	14.4009069	122.803862						interesting site from the East	FALSE			
138789	Jol	Jolo	Jolo_Island	6.059904	120.990973						TOO_SMALL	FALSE			
138827	Gal	PGal	Varadero_Bay									FALSE			
138843			Port_Dupon	10.931896	124.426504							FALSE			
138930	Loo		Looc_Bay (palawan near Hamelo)	13.726443	120.285047						Confirmed_ID.	FALSE			
138932	Cru		Santa_Cruz_Id (N Visayas)	13.4959546	122.056351						_EG:_small_but_doable_but_already_have_138930_from_this_site	FALSE			
138968	Gal		Port_Galera	13.5147982	120.954058						sent_to_TAMUCC_(but_no_records?)	FALSE			
138969	Man		Mansalay_Bay (S Mindoro)	12.5161008	121.440651						Confirmed_ID.	FALSE			
138978	Map	Mapu	Cagayan_de_Jolo	6.9623337	118.479164						Confirmed_ID._Mapun_is_Cagayan_de_Sulu.	FALSE			
138979	Ham	PMar	Jamelo_Cove	14.1810585	120.604616						Confirmed_ID.	FALSE			
139000	Cad	Cand	Caxisigan_Id	8.0833075	117.087048						New_lot._To_determine_priority_and_confirm_ID	FALSE			
139088	Dup		Dupon_Bay	10.931896	124.426504							FALSE			
139142	Til		Tilig_Bay	13.8187561	120.202882							FALSE			
139260	Bus		Port_Caltom	12.1858224	120.10223							FALSE			
139261	Nau		Naujan_River	13.335007	121.313332							FALSE			
139301	Bus	Busu	Port_Caltom	12.1858224	120.10223							FALSE			
139338	Pln	PlnR	Paluan_River	13.4149729	120.45667							FALSE			
139452	Ceb		Cebu_Market	10.2950309	123.912569							FALSE			
139574	Cat	Catb	Catbalogan	11.8209235	124.834584							FALSE			
139610	Pag	SanR	Santiago_River	13.8565766	120.658957							FALSE			
139655	Bal		Balayan_Bay	13.8757786	120.909585						On_loan_to_John_Sparks_at_AMNH	FALSE			
139664	Ceb		Cebu_Market	10.2950309	123.912569							FALSE			
142824			"Cabugan_Grande_Island_(N.),_N._86_degrees_W.,_3.8_miles."	10.4583	125.2861							FALSE			
145212	Cav		Cavite	14.4850479	120.911622							FALSE			
145266	Til		Tilig_Bay	13.8187561	120.202882							FALSE			
145561	Taw		Tawi-Tawi									FALSE			
145691			Jolo/Tawi_Tawi								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
145699			Jolo								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
146335			Singaan_Island								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
146535			Jolo								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
146631	Taw		Tawi-Tawi									FALSE			
146652	Bat	BatM	Batangas	13.7498063	121.044217						Confirmed_ID._3-4_very_large_sized_ones(~76mm)._The_rest_are_small(~42mm)_but_good_for_subsampling	FALSE			
146653	Ceb	Cebu	Cebu_Market	10.2950309	123.912569						Confirmed_ID. Potentially extirpated from the Cebu Strait. Vendors said they haven't seen it.	FALSE			
146654	Jol	Jolo	Jolo_Island	5.9050018	121.220006						Confirmed_ID.	FALSE			
147752	Pln	PlnR	Paluan_River	13.4149729	120.45667							FALSE			
149407	Mnt	Narr	Mantaguin_Bay	9.2263186	118.423605						"Contemporary match ID (PAL-2022_01_17) cannot be confirmed. Therefore, before using this Albatross-Contemporary lot, barcode."	FALSE			
149414	Pal		Port_Palapag	12.6347634	125.00979						Too_small?_Northern_Samar	FALSE			
149417	Bln		Bolinao_Bay	16.3897316	119.90839							FALSE			
149419	Pal		Port_Palapag	12.6347634	125.00979						Are_these_too_small?_Northern_Samar	FALSE			
149423	End	Mala	Endeavor_Strait	10.9551086	119.305553							FALSE			
149424	End	Mala	Endeavor_Strait	10.9551086	119.305553							FALSE			
149426	End	Mala	Endeavor_Strait	10.9551086	119.305553							FALSE			
149427	End	Mala	Endeavor_Strait	10.9551086	119.305553							FALSE			
149430	End	Mala	Endeavor_Strait	10.9551086	119.305553							FALSE			
149764	Bas		Basud_River	14.1068289	123.012296							FALSE			
150433	Ceb		Cebu_Market	10.2950309	123.912569							FALSE			
150596			Panpan_Point_Tara_Id								ID could not be confirmed by KEC	FALSE			
150663	Can	CanB	Canmahala_Bay	13.2195058	123.041741						KEC_confirmed_IDs_on_10/26/2022	FALSE			
150708	Gal		Port_Galera	13.5147982	120.954058							FALSE			
150779	Mat		Matnog_Bay	12.5783974	124.093065						TOO_SMALL__seen_1/14/2022	FALSE			
150924	Mtt	Pand	Mantatao_Id								KEC all individuals had tubercle	FALSE			
151368	Ham	PMar	Jamelo_Cove	14.1810585	120.604616							FALSE			
151374	Sac	Basi	Sacol_Island								TOO_SMALL__seen_3/21/2022_not_counted_in_duplicate_column	FALSE			
151375	Sac	Zmbo	Sacol	6.9455558	122.248907						TOO_SMALL_…_longshot_to_get_20mg_but_I_think__is_doable_for_majority	FALSE			
151378	Ros		Rosa_Id	13.7167319	123.66866						interesting site from the East	FALSE			
152109	Ban	Lago	Batan_Id	13.2313797	123.982833						"Confirmed_ID._Rapurapu_Island;_East_Coast_of_Luzon,_San_Bernardino_Strait_to_San_Miguel_Bay"	FALSE			
152723			Tara_Id	12.2786673	120.356666							FALSE			
153212	Jol	Jolo	Tutu_Bay	5.9249685	121.211343						Confirmed_ID.	FALSE			
153343	Ceb		Mactan_Id	10.2950309	123.912569							FALSE			
153894			Tawa_Tawai								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
153904			Jolo								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
153910			Mindanao								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
153963	Ban	Bata	Batan_Id	13.2313797	123.982833						At_ODU._25_individuals_only.	FALSE			
153969	Ceb		Cebu_Market	10.2950309	123.912569						New_Plot.Allen&Erdmann_distribution:_Philippines	FALSE			
160785	Ceb		Mactan_Id	10.2950309	123.912569						New_Plot.Allen&Erdmann_distribution:_Australia_to_Japan	FALSE			
160804	Ceb		Mactan_Id	10.2950309	123.912569							FALSE			
160805	Ban	Bata	Batan_Id	13.2313797	123.982833							FALSE			
160879	Ceb		Cebu_Market	10.2950309	123.912569							FALSE			
160892			Naso_Point	10.4159765	121.950373							FALSE			
161003	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
161069	Gal		Port_Galera	13.5147982	120.954058						Giuris_margaritaceus	FALSE			
161076	Nau		Naujan_River	13.335007	121.313332						Giuris_margaritaceus	FALSE			
161218	Ceb		Cebu_Market	10.2950309	123.912569						Allen&Erdmann_distribution:_Australia_to_Japan	FALSE			
169300			Singaan_Is.								ID could not be confirmed by KEC	FALSE			
169599	Lin	Lina	Malcochin_Harbor	11.9943675	120.210059						"Lot_is_still_at_USNM._Collection_already_made_see_COR-2022-01_001_Fibramia_lateralis_lot._However,_differences_in_description_is_evident_in_Allen_and_Erdmann_2012_and_Kuiter_&_Kozawa_2019._Therefore,_if_this_Albatross_&_Contemporary_lot_will_be_used,_barcoding_would_be_required."	FALSE			
169600	Bus	Buri	Port_Busin	13.12921	122.97338						NOTE_FOR_FIELD_COLLECTION:_Could_be_Fibramia_ceramensis_instead_of_F._thermalis._Obvious_black_spot_behind_eye_on_specimens._Ensure_that_specimens_have_spot_behind_eye.	FALSE			
171156	Rag	RagR	Ragay_River	13.7915294	122.73659							FALSE			
171181	Cat	Catb	Catbalogan	11.7746792	124.878165							FALSE			
171228	Pri	PPri	Puerta_Princesa	9.7488371	118.724668							FALSE			
171243	Tat	Tawi	Tataan_Pass_Anchorage	5.0345263	119.744525						"KEC_confirms_F._thermalis_ID._Specimens_very_fragile,_small_&_semi-transparent._Should_first_see_if_you_can_get_DNA_from_tissue._Correct_marking_so_try_to_see_if_viable_for_DNA_extraction."	FALSE			
171245	Ton	Tonq	Gumila_Reef	6.0630193	121.873999							FALSE			
171257	Taw	Tawi	Tataan_Pass_Anchorage	5.2163297	119.922968						Confirmed_ID.	FALSE			
171262	Cat	Catb	Catbalogan	11.7746792	124.878165						Confirmed_ID	FALSE			
171308	Ban	Bata	Batan_Id	13.2313797	123.982833						Confirmed_ID._To_determine_priority._Combined_lot	FALSE			
171319	Tab	AtuB	Tabaco_Bay	13.3614354	123.739524						Confirmed_ID._To_determine_priority._Combined_lot	FALSE			
171320	End	Mala	Endeavor_Strait	10.9551086	119.305553						Confirmed_ID._To_determine_priority._Combined_lot	FALSE			
171323	Ban	Bata	Batan_Id	13.2313797	123.982833						Confirmed_ID._To_determine_priority._Combined_lot	FALSE			
171324	Bus	Busu	Port_Uson	11.9991625	120.137332						Confirmed_ID._To_determine_priority._Combined_lot	FALSE			
171325	Ulu	Ulug	Ulugan_Bay	10.0661139	118.783817						Confirmed_ID._Palawan	FALSE			
171356	Ceb		Cebu_Market	10.2950309	123.912569						Confirmed_ID.	FALSE			
171434			Nasipit	8.9933215	125.340299							FALSE			
171792			Opol	8.5221672	124.578571							FALSE			
175207	Cai	Masb	Cataingan	11.9986583	124.003562						can_be_collected_from_the_south_of_Ticao_ls.	FALSE			
179690	Lag	Lago	Palag_Bay	13.7236314	123.938555						For_barcoding._Do_not_use_until_ID_is_confirmed. 100+ individuals	FALSE			
179929	Mar	PMar	Port_Maricaban	13.6791984	120.840502						New_lot._To_determine_priority_and_confirm_ID	FALSE			
179941			Panpan_Point_Tara_Id								"1 confirmed P. squamipinnis, 4 ID could not be confirmed by KEC"	FALSE			
179946			Teomabal_Island								ID could not be confirmed by KEC	FALSE			
179947			Sulade_Island								ID could not be confirmed by KEC	FALSE			
179953			Sulade_Island								ID could not be confirmed by KEC	FALSE			
179955			Teomabal_Island								ID could not be confirmed by KEC	FALSE			
179959	Gal	PGal	Port_Galera									FALSE			
179962			Jolo								ID could not be confirmed by KEC	FALSE			
179963			Paupan_Tapa_Id								"1 probably P. huchtii, 1 ID could not be confirmed by KEC"	FALSE			
179966			Singaan_Id								"ID could not be confirmed by KEC, probably P. huchtii"	FALSE			
179973			Paupan_Tapa_Id								ID probably P. huchtii	FALSE			
179979			Jolo								ID could not be confirmed by KEC	FALSE			
179982			Teomabal_Island								ID could not be confirmed by KEC	FALSE			
179985			Jolo_Isl_Pangasinan_Id								ID could not be confirmed by KEC	FALSE			
179987	Mar	PMar	Port_Maricaban	13.6791984	120.840502						New_lot._To_determine_priority_and_confirm_ID	FALSE			
179988			Teomabal_Island								ID could not be confirmed by KEC	FALSE			
179998			Singaan_Id								ID could not be confirmed by KEC	FALSE			
180002			Teomabal_Island								ID could not be confirmed by KEC	FALSE			
180003	Mar	PMar	Port_Maricaban	13.6791984	120.840502						New_lot._To_determine_priority_and_confirm_ID	FALSE			
180005	Gal	PGal	Varadero_Bay	13.4964937	120.957885						Dorsal_fin_rays_are_16-17._Dark_ends_of_DF_similar_to_contemporary_specimen.	FALSE			
180029	Cat	Catb	Catbalogan	11.7746792	124.878165						Too_small._Return_to_USNM.	FALSE			
180036	Ove	Over	Camp_Overton	8.2138629	124.203041						"Not_recommended_for_subsampling_because_USNM_note_says_it_was_found_dry_&_the_tissue_looks_dark_compared_to_other_Albatross_samples._If_important,_KEC_suggests_trying_to_see_if_DNA_can_be_extracted_from_1_or_2_individuals."	FALSE			
180037	Nak	Nako	Nakoda_Bay	9.291119	117.958053						Probably_A._gymnocephalus._3_supraorbital_spines._2_rows_of_scales_on_cheeks._LL_interrupted._Hind_margin_of_preopercle_smooth._9_soft_rays_in_the_Dorsal_fin._Dark_pigmentation_only_at_distal_tip_of_longest_spines_in_dorsal_fin_(NOT_consistent_with_A._bururensis)	FALSE			
180051	Pnb	Pana	Island_off_Panabutan_Point	7.68	122.02						At_ODU	FALSE			
180063	Mal	Mala	Pancol	10.9551086	119.305553						"KEC_confirmed_ID,_but_lateral_line_is_semi-interrupted_&_dorsal_fin_has_VI,_I,_9._See_detailed_notes_on_species_IDs."	FALSE			
180064	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
180076	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
180089	Yau	Yaua	Yaua_River	13.160409	123.757586						Confirmed_ID_as_Ambassis_miops._See_detailed_notes_on_Species_ID_transcript.	FALSE			
180094	Pln	PlnR	Paluan_River	13.4149729	120.45667						New_lot._To_determine_priority._Lot_has_mixed_sizes._There_are_2_individuals_that_are_90mm_and_the_rest_are_26-35mm._Can_still_be_subsampled_though_some_may_not_yield_50mg.	FALSE			
180095	Nak		Nakoda_Bay	9.291119	117.958053						KEC_identified_as_Ambassis_miops	FALSE			
180096	Tay	Taya	Tayabas_River	13.8993676	121.620739							FALSE			
180100	Tay	Taya	Tayabas_River	13.8993676	121.620739							FALSE			
180101	Nak		Nakoda_Bay	9.291119	117.958053							FALSE			
180118	Tay		Tayabas_River	13.8993676	121.620739							FALSE			
180120	End	Mala	Endeavor_Strait	10.9551086	119.305553						Confirmed_ID.	FALSE			
180121	Rag		Ragay_River	13.7915294	122.73659							FALSE			
180122	Tay		Tayabas_River	13.8993676	121.620739							FALSE			
180123	Bus	Busu	Port_Caltom	11.9943675	120.210059						Confirmed_ID.	FALSE			
180126	Bur	Buri	Alimango_Bay	13.0911153	122.951328							FALSE			
180127	Mal	Mala	Pancol	10.869482	119.415202						USNM_to_ship_to_us	FALSE			
180128	Rag		Ragay_River	13.7915294	122.73659							FALSE			
180371	Cat	Catb	Catbalogan	11.7746792	124.878165						Confirmed_ID.	FALSE			
180602	Gal	PGal	Port_Galera									FALSE			
182098	Cat	Catb	Catbalogan	11.8209235	124.834584						Confirmed_IDs.	FALSE			
182403	Mar	PMar	Port_Maricaban	13.6791984	120.840502						New_lot._To_determine_priority_and_confirm_ID	FALSE			
182407			Sulade_Island									FALSE			
182408			Sulade_Island								ID could not be confirmed by KEC	FALSE			
182411			Teomabal_Island								ID could not be confirmed by KEC	FALSE			
182726	Pnd	Cebu	Pandanon_Id	10.2950309	123.912569						"Dots_visible_in_most,_not_all._Appears_to_be_S._fuscescens._Likely,_but_not_100%_sure._Barcoding_recommended."	FALSE			
182768	Gal	PGal	Varadero_Bay	13.4964937	120.957885							FALSE			
182842			"Capitancillo_Island_Light,_S._46_degrees_W.,_15.7_miles _[Chart_corrected]"	11.1666768	124.2875						"Deep_water_trawl,_Kent_listed_as_Do_Not_Collect"	FALSE			
182934	Ceb	Cebu	Cebu_Market	10.2950309	123.912569						"Previously_requested,_SI_staff_could_not_find_lot"	FALSE			
182937	Cot	Cota	Mouth_of_Midanao_River	7.2733769	124.198208						At_ODU	FALSE			
182938	Ceb	Cebu	Mactan_Id	10.2950309	123.912569						Confirmed_as_S._fuscescens	FALSE			
182959	Ceb	Cebu	Mactan_Id	10.2950309	123.912569						Confirmed_as_S._fuscescens	FALSE			
182963	Ceb	Cebu	Cebu_Market	10.2950309	123.912569						Confirmed_as_S._fuscescens	FALSE			
182965	Gui	Guij	Guijulugan_Beach	10.1425502	123.281256						Confirmed_as_S._fuscescens	FALSE			
182970	Cot	Cota	Mouth_of_Midanao_River	7.2733769	124.198208						At_ODU	FALSE			
182979	Bil	Bila	Surigao	9.8011514	125.488763						"Only_1_individual_is_large,_the_rest_are_around_25mm_in_size."	FALSE			
182980	Ceb	Cebu	Mactan_Id	10.2950309	123.912569						Confirmed_as_S._fuscescens._Very_small!	FALSE			
182982	Pnd	Cebu	Pandanon_Id	10.2950309	123.912569						No_dots_visible._Barcoding_recommended.	FALSE			
182984	Gui	Guij	Guijulugan_Beach	10.1425502	123.281256						"Very_small_specimens,_would_need_to_be_destructively_subsampled._Barcoding_needed_to_confirm_if_this_is_S._fuscescens._There_are_no_spots_visible_above_the_lateral_line."	FALSE			
183003	Sub	SubB	Olongapo	14.8185723	120.294976						KEC_unable_to_ID._Need_to_be_barcoded._small_individuals._might_not_have_contemporary_collections?	FALSE			
183071	Pnd		Pandanon_Id	10.1796678	124.090001							FALSE			
183264	Mnt	Mant	Mantaguin_Bay	9.2263186	118.423605						Confirmed_IDs._Checked_10_of_106.	FALSE			
183266	Bas	Basu	Basud_River	14.1068289	123.012296						Confirmed_IDs.	FALSE			
183270	Hin	Hinu	Hinunangan_Bay	10.399276	125.202656						Confirmed_IDs.	FALSE			
183327	Dav	Dava	Davao	7.0791955	125.633671						Confirmed_IDs.	FALSE			
183330	Lin	Lina	Malcochin_Harbor	11.4906669	119.828165						Confirmed_IDs.	FALSE			
183331	Vic	Vice	Port_San_Vicente	18.5154096	122.138975						Confirmed_IDs.	FALSE			
183735	Mvi	Masi	Port_Matalvi_reef	15.5567299	119.930361						Confirmed_ID._For_barcoding?	FALSE			
183736	Rag	RagR	Ragay_River	13.7915294	122.73659							FALSE			
183737	Lag	Lago	Palag_Bay	13.7236314	123.938555							FALSE			
183738	Ham	HamC	Jamelo_Cove	14.1779794	120.599424						For_barcoding._Do_not_use_until_ID_is_confirmed._Jar_is_labeled_as_Z._viridiventer.	FALSE			
183739	Bol	Mala	Bolalo_Bay	10.9230731	119.249382						Confirmed_ID. 150+ individuals	FALSE			
183741	Bus	Busu	Port_Uson	11.9991625	120.137332						Confirmed_ID.	FALSE			
183742	Ton	Tonq	Gumila_Reef	6.0630193	121.873999						Confirmed_ID. 100+ individuals	FALSE			
183744	Tab	Lago	Tabaco_Bay	13.3614354	123.739524						"Confirmed_ID._Tabaco_Bay,_(West_of_South_Miguel_Point);_San_Miguel_Island;_East_Coast_of_Luzon,_San_Bernardino_Strait_To_San_Miguel_Bay"	FALSE			
183781	Lag	Lago	Palag_Bay	13.7236314	123.938555						"KEC_keyed_as_Z._viridiventer,_not_Z._leptacantha._Has_black_spot_on_cp._No_other_markings._Lagonoy_Gulf,_Near_Palag_Bay_(East);_East_Coast_of_Luzon,_San_Bernardino_Strait_To_San_Miguel_Bay"	FALSE			
184186	Ove		Camp_Overton	8.2138629	124.203041							FALSE			
184189	Mah		Mahinog	9.1527224	124.79724							FALSE			
184674	Mnl		Manila_Bay	14.5784224	120.965873							FALSE			
184710			Mindanao								were for Ting and Kevin but did not have enough specimens for a populations	FALSE			
184750	Ove		Camp_Overton	8.2138629	124.203041							FALSE			
190054	Mur		Murcielagos_Bay	8.6682538	123.520978						Confirmed_IDs.	FALSE			
190064			Nababuoy_Id	11.4236683	124.970778						DO_NOT_USE._Originally_labeled_as_H._quadrimaculatus_but__an_expert_determined_as_Sardinella_albella_or_fimbriata._Since_the_expert_couldn’t_distinguish_best_to_exclude_this_lot_for_duplicated_sampling_for_PIRE_Project	FALSE			
190069	Mat	MatB	Matnog_Bay	12.5783974	124.093065						Confirmed_IDs.	FALSE			
190072	Ina		Inamucan_Bay	8.6072026	123.726262							FALSE			
191924	End	Mala	Endeavor_Strait	10.9551086	119.305553							FALSE			
191926	Dag		Dagupan	16.074022	120.327416							FALSE			
191951	Ham	HamC	Jamelo_Cove	14.1810585	120.604616							FALSE			
191982	Bit	Bito	Abuyog	10.7494705	125.015128						ID could not be confirmed by Kent	FALSE			
191983	Cav		Cavite	14.4850479	120.911622							FALSE			
191984	Nak		Nakoda_Bay	9.291119	117.958053							FALSE			
191988	Pln	PlnR	Paluan_River	13.4149729	120.45667						Label says L. leuciscus but it keys out to E. laterofenestra	FALSE			
191994	Til		Tilig_Bay	13.8187561	120.202882						label L. leuciscus but keys to E. laterofenestra by Kent	FALSE			
195476	Ceb	Cebu	Cebu_Market	10.2950309	123.912569							FALSE			
195492	Gui	Guij	Guijulugan_Beach	10.1425502	123.281256						Confirmed_as_S._fuscescens	FALSE			
