individual_id	tissue_id	tissue_type	notes
Goy-APnd_012	Goy-APnd_012-mus	muscle	
Goy-APnd_013	Goy-APnd_013-mus	muscle	
Goy-APnd_014	Goy-APnd_014-mus	muscle	
Goy-APnd_015	Goy-APnd_015-mus	muscle	
Goy-APnd_016	Goy-APnd_016-mus	muscle	
Goy-APnd_017	Goy-APnd_017-mus	muscle	
Goy-APnd_018	Goy-APnd_018-mus	muscle	
Goy-APnd_019	Goy-APnd_019-mus	muscle	
Goy-APnd_020	Goy-APnd_020-mus	muscle	
Goy-APnd_021	Goy-APnd_021-mus	muscle	
Goy-APnd_022	Goy-APnd_022-mus	muscle	
Goy-APnd_023	Goy-APnd_023-mus	muscle	
Goy-APnd_024	Goy-APnd_024-mus	muscle	
Goy-APnd_025	Goy-APnd_025-mus	muscle	
Goy-APnd_026	Goy-APnd_026-mus	muscle	
Goy-APnd_027	Goy-APnd_027-mus	muscle	
Goy-APnd_028	Goy-APnd_028-mus	muscle	
Goy-APnd_029	Goy-APnd_029-mus	muscle	
Goy-APnd_030	Goy-APnd_030-mus	muscle	
Goy-APnd_031	Goy-APnd_031-mus	muscle	
Goy-APnd_032	Goy-APnd_032-mus	muscle	
Goy-APnd_033	Goy-APnd_033-mus	muscle	
Goy-APnd_034	Goy-APnd_034-mus	muscle	
Goy-APnd_035	Goy-APnd_035-mus	muscle	
Goy-APnd_036	Goy-APnd_036-mus	muscle	
Goy-APnd_037	Goy-APnd_037-mus	muscle	
Goy-APnd_038	Goy-APnd_038-mus	muscle	
Goy-APnd_039	Goy-APnd_039-mus	muscle	
Goy-APnd_040	Goy-APnd_040-mus	muscle	
Goy-APnd_041	Goy-APnd_041-mus	muscle	
Goy-APnd_042	Goy-APnd_042-mus	muscle	
Goy-APnd_043	Goy-APnd_043-mus	muscle	
Goy-APnd_044	Goy-APnd_044-mus	muscle	
Goy-APnd_045	Goy-APnd_045-mus	muscle	
Goy-APnd_046	Goy-APnd_046-mus	muscle	
Goy-APnd_047	Goy-APnd_047-mus	muscle	
Goy-APnd_048	Goy-APnd_048-mus	muscle	
Goy-APnd_049	Goy-APnd_049-mus	muscle	
Goy-APnd_050	Goy-APnd_050-mus	muscle	
Goy-APnd_051	Goy-APnd_051-mus	muscle	
Goy-APnd_052	Goy-APnd_052-mus	muscle	
Goy-APnd_053	Goy-APnd_053-mus	muscle	
Goy-APnd_054	Goy-APnd_054-mus	muscle	
Goy-APnd_055	Goy-APnd_055-mus	muscle	
Goy-APnd_056	Goy-APnd_056-mus	muscle	
Goy-APnd_057	Goy-APnd_057-mus	muscle	
Goy-APnd_058	Goy-APnd_058-mus	muscle	
Goy-APnd_059	Goy-APnd_059-mus	muscle	
Goy-APnd_060	Goy-APnd_060-mus	muscle	
Goy-APnd_061	Goy-APnd_061-mus	muscle	
Goy-APnd_062	Goy-APnd_062-mus	muscle	
Goy-APnd_063	Goy-APnd_063-mus	muscle	
Goy-APnd_064	Goy-APnd_064-mus	muscle	
Goy-APnd_065	Goy-APnd_065-mus	muscle	
Goy-APnd_066	Goy-APnd_066-mus	muscle	
Goy-APnd_067	Goy-APnd_067-mus	muscle	
Goy-ARag_001	Goy-ARag_001-mus	muscle	
Goy-ARag_002	Goy-ARag_002-mus	muscle	
Goy-ARag_003	Goy-ARag_003-mus	muscle	
Goy-ARag_004	Goy-ARag_004-mus	muscle	
Goy-ARag_005	Goy-ARag_005-mus	muscle	
Goy-ARag_006	Goy-ARag_006-mus	muscle	
Goy-ARag_007	Goy-ARag_007-mus	muscle	
Goy-ARag_008	Goy-ARag_008-mus	muscle	
Goy-ARag_009	Goy-ARag_009-mus	muscle	
Goy-ARag_010	Goy-ARag_010-mus	muscle	
Goy-ARag_011	Goy-ARag_011-mus	muscle	
Goy-ARag_012	Goy-ARag_012-mus	muscle	
Goy-ARag_013	Goy-ARag_013-mus	muscle	
Goy-ARag_014	Goy-ARag_014-mus	muscle	
Goy-ARag_015	Goy-ARag_015-mus	muscle	
Goy-ARag_016	Goy-ARag_016-mus	muscle	
Goy-ARag_017	Goy-ARag_017-mus	muscle	
Goy-ARag_018	Goy-ARag_018-mus	muscle	
Goy-ARag_019	Goy-ARag_019-mus	muscle	
Goy-ARag_020	Goy-ARag_020-mus	muscle	
Goy-ARag_021	Goy-ARag_021-mus	muscle	
Goy-ARag_022	Goy-ARag_022-mus	muscle	
Goy-ARag_023	Goy-ARag_023-mus	muscle	
Goy-ARag_024	Goy-ARag_024-mus	muscle	
Goy-ARag_025	Goy-ARag_025-mus	muscle	
Goy-ARag_026	Goy-ARag_026-mus	muscle	
Goy-ARag_027	Goy-ARag_027-mus	muscle	
Goy-ARag_028	Goy-ARag_028-mus	muscle	
Goy-ARag_029	Goy-ARag_029-mus	muscle	
Goy-ARag_030	Goy-ARag_030-mus	muscle	
Goy-ARag_031	Goy-ARag_031-mus	muscle	
Goy-ARag_032	Goy-ARag_032-mus	muscle	
Goy-ARom_001	Goy-ARom_001-mus	muscle	
Goy-ARom_002	Goy-ARom_002-mus	muscle	
Goy-ARom_003	Goy-ARom_003-mus	muscle	
Goy-ARom_004	Goy-ARom_004-mus	muscle	
Goy-ARom_005	Goy-ARom_005-mus	muscle	
Goy-ARom_006	Goy-ARom_006-mus	muscle	
Goy-ARom_007	Goy-ARom_007-mus	muscle	
Goy-ARom_008	Goy-ARom_008-mus	muscle	
Goy-ARom_009	Goy-ARom_009-mus	muscle	
Goy-ARom_010	Goy-ARom_010-mus	muscle	
Goy-ARom_011	Goy-ARom_011-mus	muscle	
Goy-ARom_012	Goy-ARom_012-mus	muscle	
Goy-ARom_013	Goy-ARom_013-mus	muscle	
Goy-ARom_014	Goy-ARom_014-mus	muscle	
Goy-ARom_015	Goy-ARom_015-mus	muscle	
Goy-ARom_016	Goy-ARom_016-mus	muscle	
Goy-ARom_017	Goy-ARom_017-mus	muscle	
Goy-ARom_018	Goy-ARom_018-mus	muscle	
Goy-ARom_019	Goy-ARom_019-mus	muscle	
Goy-CPas_001	Goy-CPas_001-mus	muscle	
Goy-CPas_002	Goy-CPas_002-mus	muscle	
Goy-CPas_003	Goy-CPas_003-mus	muscle	
Goy-CPas_004	Goy-CPas_004-mus	muscle	
Goy-CPas_005	Goy-CPas_005-mus	muscle	
Goy-CPas_006	Goy-CPas_006-mus	muscle	
Goy-CPas_007	Goy-CPas_007-mus	muscle	
Goy-CPas_008	Goy-CPas_008-mus	muscle	
Goy-CPas_009	Goy-CPas_009-mus	muscle	
Goy-CPas_010	Goy-CPas_010-mus	muscle	
Goy-CPas_011	Goy-CPas_011-mus	muscle	
Goy-CPas_012	Goy-CPas_012-mus	muscle	
Goy-CPas_013	Goy-CPas_013-mus	muscle	
Goy-CPas_014	Goy-CPas_014-mus	muscle	
Goy-CPas_015	Goy-CPas_015-mus	muscle	
Goy-CPas_016	Goy-CPas_016-mus	muscle	
Goy-CPas_017	Goy-CPas_017-mus	muscle	
Goy-CPas_018	Goy-CPas_018-mus	muscle	
Goy-CPas_019	Goy-CPas_019-mus	muscle	
Goy-CPas_020	Goy-CPas_020-mus	muscle	
Goy-CPas_021	Goy-CPas_021-mus	muscle	
Goy-CPas_022	Goy-CPas_022-mus	muscle	
Goy-CPas_023	Goy-CPas_023-mus	muscle	
Goy-CPas_024	Goy-CPas_024-mus	muscle	
Goy-CPas_025	Goy-CPas_025-mus	muscle	
Goy-CPas_026	Goy-CPas_026-mus	muscle	
Goy-CPas_027	Goy-CPas_027-mus	muscle	
Goy-CPas_028	Goy-CPas_028-mus	muscle	
Goy-CPas_029	Goy-CPas_029-mus	muscle	
Goy-CPas_030	Goy-CPas_030-mus	muscle	
Goy-CPas_031	Goy-CPas_031-mus	muscle	
Goy-CPas_032	Goy-CPas_032-mus	muscle	
Goy-CPas_033	Goy-CPas_033-mus	muscle	
Goy-CPas_034	Goy-CPas_034-mus	muscle	
Goy-CPas_035	Goy-CPas_035-mus	muscle	
Goy-CPas_036	Goy-CPas_036-mus	muscle	
Goy-CPas_037	Goy-CPas_037-mus	muscle	
Goy-CPas_038	Goy-CPas_038-mus	muscle	
Goy-CPas_039	Goy-CPas_039-mus	muscle	
Goy-CPas_040	Goy-CPas_040-mus	muscle	
Goy-CPas_041	Goy-CPas_041-mus	muscle	
Goy-CPas_042	Goy-CPas_042-mus	muscle	
Goy-CPas_043	Goy-CPas_043-mus	muscle	
Goy-CPas_044	Goy-CPas_044-mus	muscle	
Goy-CPas_045	Goy-CPas_045-mus	muscle	
Goy-CPas_046	Goy-CPas_046-mus	muscle	
Goy-CPas_047	Goy-CPas_047-mus	muscle	
Goy-CPas_048	Goy-CPas_048-mus	muscle	
Goy-CPas_049	Goy-CPas_049-mus	muscle	
Goy-CPas_050	Goy-CPas_050-mus	muscle	
Goy-CPas_051	Goy-CPas_051-mus	muscle	
Goy-CPas_052	Goy-CPas_052-mus	muscle	
Goy-CPas_053	Goy-CPas_053-mus	muscle	
Goy-CPas_054	Goy-CPas_054-mus	muscle	
Goy-CPas_055	Goy-CPas_055-mus	muscle	
Goy-CPas_056	Goy-CPas_056-mus	muscle	
Goy-CPas_057	Goy-CPas_057-mus	muscle	
Goy-CPas_058	Goy-CPas_058-mus	muscle	
Goy-CPas_059	Goy-CPas_059-mus	muscle	
Goy-CPas_060	Goy-CPas_060-mus	muscle	
Goy-CPas_061	Goy-CPas_061-mus	muscle	
Goy-CPas_062	Goy-CPas_062-mus	muscle	
Goy-CPas_063	Goy-CPas_063-mus	muscle	
Goy-CPas_064	Goy-CPas_064-mus	muscle	
Goy-CPas_065	Goy-CPas_065-mus	muscle	
Goy-CPas_066	Goy-CPas_066-mus	muscle	
Goy-CPas_067	Goy-CPas_067-mus	muscle	
Goy-CPas_068	Goy-CPas_068-mus	muscle	
Goy-CPas_069	Goy-CPas_069-mus	muscle	
Goy-CPas_070	Goy-CPas_070-mus	muscle	
Goy-CPas_071	Goy-CPas_071-mus	muscle	
Goy-CPas_072	Goy-CPas_072-mus	muscle	
Goy-CPas_073	Goy-CPas_073-mus	muscle	
Goy-CPas_074	Goy-CPas_074-mus	muscle	
Goy-CPas_075	Goy-CPas_075-mus	muscle	
Goy-CPas_076	Goy-CPas_076-mus	muscle	
Goy-CPas_077	Goy-CPas_077-mus	muscle	
Goy-CPas_078	Goy-CPas_078-mus	muscle	
Goy-CPas_079	Goy-CPas_079-mus	muscle	
Goy-CPas_080	Goy-CPas_080-mus	muscle	
Goy-CPas_081	Goy-CPas_081-mus	muscle	
Goy-CPas_082	Goy-CPas_082-mus	muscle	
Goy-CPas_083	Goy-CPas_083-mus	muscle	
Goy-CPas_084	Goy-CPas_084-mus	muscle	
Goy-CPas_085	Goy-CPas_085-mus	muscle	
Goy-CPas_086	Goy-CPas_086-mus	muscle	
Goy-CPas_087	Goy-CPas_087-mus	muscle	
Goy-CPas_088	Goy-CPas_088-mus	muscle	
Goy-CPas_089	Goy-CPas_089-mus	muscle	
Goy-CPas_090	Goy-CPas_090-mus	muscle	
Goy-CPas_091	Goy-CPas_091-mus	muscle	
Goy-CPas_092	Goy-CPas_092-mus	muscle	
Goy-CPas_093	Goy-CPas_093-mus	muscle	
Goy-CPas_094	Goy-CPas_094-mus	muscle	
Goy-CPas_095	Goy-CPas_095-mus	muscle	
Goy-CPas_096	Goy-CPas_096-mus	muscle	
Goy-CPas_097	Goy-CPas_097-mus	muscle	
Goy-CPas_098	Goy-CPas_098-mus	muscle	
Goy-CPas_099	Goy-CPas_099-mus	muscle	
Goy-CPnd_001	Goy-CPnd_001-mus	muscle	
Goy-CPnd_002	Goy-CPnd_002-mus	muscle	
Goy-CPnd_003	Goy-CPnd_003-mus	muscle	
Goy-CPnd_004	Goy-CPnd_004-mus	muscle	
Goy-CPnd_005	Goy-CPnd_005-mus	muscle	
Goy-CPnd_006	Goy-CPnd_006-mus	muscle	
Goy-CPnd_007	Goy-CPnd_007-mus	muscle	
Goy-CPnd_008	Goy-CPnd_008-mus	muscle	
Goy-CPnd_009	Goy-CPnd_009-mus	muscle	
Goy-CPnd_010	Goy-CPnd_010-mus	muscle	
Goy-CPnd_011	Goy-CPnd_011-mus	muscle	
Goy-CPnd_012	Goy-CPnd_012-mus	muscle	
Goy-CPnd_013	Goy-CPnd_013-mus	muscle	
Goy-CPnd_014	Goy-CPnd_014-mus	muscle	
Goy-CPnd_015	Goy-CPnd_015-mus	muscle	
Goy-CPnd_016	Goy-CPnd_016-mus	muscle	
Goy-CPnd_017	Goy-CPnd_017-mus	muscle	
Goy-CPnd_018	Goy-CPnd_018-mus	muscle	
Goy-CPnd_019	Goy-CPnd_019-mus	muscle	
Goy-CPnd_020	Goy-CPnd_020-mus	muscle	
Goy-CPnd_021	Goy-CPnd_021-mus	muscle	
Goy-CPnd_022	Goy-CPnd_022-mus	muscle	
Goy-CPnd_023	Goy-CPnd_023-mus	muscle	
Goy-CPnd_024	Goy-CPnd_024-mus	muscle	
Goy-CPnd_025	Goy-CPnd_025-mus	muscle	
Goy-CPnd_026	Goy-CPnd_026-mus	muscle	
Goy-CPnd_027	Goy-CPnd_027-mus	muscle	
Goy-CPnd_028	Goy-CPnd_028-mus	muscle	
Goy-CPnd_029	Goy-CPnd_029-mus	muscle	
Goy-CPnd_030	Goy-CPnd_030-mus	muscle	
Goy-CPnd_031	Goy-CPnd_031-mus	muscle	
Goy-CPnd_032	Goy-CPnd_032-mus	muscle	
Goy-CPnd_033	Goy-CPnd_033-mus	muscle	
Goy-CPnd_034	Goy-CPnd_034-mus	muscle	
Goy-CPnd_035	Goy-CPnd_035-mus	muscle	
Goy-CPnd_036	Goy-CPnd_036-mus	muscle	
Goy-CPnd_037	Goy-CPnd_037-mus	muscle	
Goy-CPnd_038	Goy-CPnd_038-mus	muscle	
Goy-CPnd_039	Goy-CPnd_039-mus	muscle	
Goy-CPnd_040	Goy-CPnd_040-mus	muscle	
Goy-CPnd_041	Goy-CPnd_041-mus	muscle	
Goy-CPnd_042	Goy-CPnd_042-mus	muscle	
Goy-CPnd_043	Goy-CPnd_043-mus	muscle	
Goy-CPnd_044	Goy-CPnd_044-mus	muscle	
Goy-CPnd_045	Goy-CPnd_045-mus	muscle	
Goy-CPnd_046	Goy-CPnd_046-mus	muscle	
Goy-CPnd_047	Goy-CPnd_047-mus	muscle	
Goy-CPnd_048	Goy-CPnd_048-mus	muscle	
Goy-CPnd_049	Goy-CPnd_049-mus	muscle	
Goy-CPnd_050	Goy-CPnd_050-mus	muscle	
Goy-CPnd_051	Goy-CPnd_051-mus	muscle	
Goy-CPnd_052	Goy-CPnd_052-mus	muscle	
Goy-CPnd_053	Goy-CPnd_053-mus	muscle	
Goy-CPnd_054	Goy-CPnd_054-mus	muscle	
Goy-CPnd_055	Goy-CPnd_055-mus	muscle	
Goy-CPnd_056	Goy-CPnd_056-mus	muscle	
Goy-CPnd_057	Goy-CPnd_057-mus	muscle	
Goy-CPnd_058	Goy-CPnd_058-mus	muscle	
Goy-CPnd_059	Goy-CPnd_059-mus	muscle	
Goy-CPnd_060	Goy-CPnd_060-mus	muscle	
Goy-CPnd_061	Goy-CPnd_061-mus	muscle	
Goy-CPnd_062	Goy-CPnd_062-mus	muscle	
Goy-CPnd_063	Goy-CPnd_063-mus	muscle	
Goy-CPnd_064	Goy-CPnd_064-mus	muscle	
Goy-CPnd_065	Goy-CPnd_065-mus	muscle	
Goy-CPnd_066	Goy-CPnd_066-mus	muscle	
Goy-CPnd_067	Goy-CPnd_067-mus	muscle	
Goy-CPnd_068	Goy-CPnd_068-mus	muscle	
Goy-CPnd_069	Goy-CPnd_069-mus	muscle	
Goy-CPnd_070	Goy-CPnd_070-mus	muscle	
Goy-CPnd_071	Goy-CPnd_071-mus	muscle	
Goy-CPnd_072	Goy-CPnd_072-mus	muscle	
Goy-CPnd_073	Goy-CPnd_073-mus	muscle	
Goy-CPnd_074	Goy-CPnd_074-mus	muscle	
Goy-CPnd_075	Goy-CPnd_075-mus	muscle	
Goy-CPnd_076	Goy-CPnd_076-mus	muscle	
Goy-CPnd_077	Goy-CPnd_077-mus	muscle	
Goy-CPnd_078	Goy-CPnd_078-mus	muscle	
Goy-CPnd_079	Goy-CPnd_079-mus	muscle	
Goy-CPnd_080	Goy-CPnd_080-mus	muscle	
Goy-CPnd_081	Goy-CPnd_081-mus	muscle	
Goy-CPnd_082	Goy-CPnd_082-mus	muscle	
Goy-CPnd_083	Goy-CPnd_083-mus	muscle	
Goy-CPnd_084	Goy-CPnd_084-mus	muscle	
Goy-CPnd_085	Goy-CPnd_085-mus	muscle	
Goy-CPnd_086	Goy-CPnd_086-mus	muscle	
Goy-CPnd_087	Goy-CPnd_087-mus	muscle	
Goy-CPnd_088	Goy-CPnd_088-mus	muscle	
Goy-CPnd_089	Goy-CPnd_089-mus	muscle	
Goy-CPnd_090	Goy-CPnd_090-mus	muscle	
Goy-CPnd_091	Goy-CPnd_091-mus	muscle	
Goy-CPnd_092	Goy-CPnd_092-mus	muscle	
Goy-CPnd_093	Goy-CPnd_093-mus	muscle	
Goy-CPnd_094	Goy-CPnd_094-mus	muscle	
Goy-CPnd_095	Goy-CPnd_095-mus	muscle	
Goy-CPnd_096	Goy-CPnd_096-mus	muscle	
Goy-CRag_001	Goy-CRag_001-mus	muscle	
Goy-CRag_002	Goy-CRag_002-mus	muscle	
Goy-CRag_003	Goy-CRag_003-mus	muscle	
Goy-CRag_004	Goy-CRag_004-mus	muscle	
Goy-CRag_005	Goy-CRag_005-mus	muscle	
Goy-CRag_006	Goy-CRag_006-mus	muscle	
Goy-CRag_007	Goy-CRag_007-mus	muscle	
Goy-CRag_008	Goy-CRag_008-mus	muscle	
Goy-CRag_009	Goy-CRag_009-mus	muscle	
Goy-CRag_010	Goy-CRag_010-mus	muscle	
Goy-CRag_011	Goy-CRag_011-mus	muscle	
Goy-CRag_012	Goy-CRag_012-mus	muscle	
Goy-CRag_013	Goy-CRag_013-mus	muscle	
Goy-CRag_014	Goy-CRag_014-mus	muscle	
Goy-CRag_015	Goy-CRag_015-mus	muscle	
Goy-CRag_016	Goy-CRag_016-mus	muscle	
Goy-CRag_017	Goy-CRag_017-mus	muscle	
Goy-CRag_018	Goy-CRag_018-mus	muscle	
Goy-CRag_019	Goy-CRag_019-mus	muscle	
Goy-CRag_020	Goy-CRag_020-mus	muscle	
Goy-CRag_021	Goy-CRag_021-mus	muscle	
Goy-CRag_022	Goy-CRag_022-mus	muscle	
Goy-CRag_023	Goy-CRag_023-mus	muscle	
Goy-CRag_024	Goy-CRag_024-mus	muscle	
Goy-CRag_025	Goy-CRag_025-mus	muscle	
Goy-CRag_026	Goy-CRag_026-mus	muscle	
Goy-CRag_027	Goy-CRag_027-mus	muscle	
Goy-CRag_028	Goy-CRag_028-mus	muscle	
Goy-CRag_029	Goy-CRag_029-mus	muscle	
Goy-CRag_030	Goy-CRag_030-mus	muscle	
Goy-CRag_031	Goy-CRag_031-mus	muscle	
Goy-CRag_032	Goy-CRag_032-mus	muscle	
Goy-CRag_033	Goy-CRag_033-mus	muscle	
Goy-CRag_034	Goy-CRag_034-mus	muscle	
Goy-CRag_035	Goy-CRag_035-mus	muscle	
Goy-CRag_036	Goy-CRag_036-mus	muscle	
Goy-CRag_037	Goy-CRag_037-mus	muscle	
Goy-CRag_038	Goy-CRag_038-mus	muscle	
Goy-CRag_039	Goy-CRag_039-mus	muscle	
Goy-CRag_040	Goy-CRag_040-mus	muscle	
Goy-CRag_041	Goy-CRag_041-mus	muscle	
Goy-CRag_042	Goy-CRag_042-mus	muscle	
Goy-CRag_043	Goy-CRag_043-mus	muscle	
Goy-CRag_044	Goy-CRag_044-mus	muscle	
Goy-CRag_045	Goy-CRag_045-mus	muscle	
Goy-CRom_001	Goy-CRom_001-mus	muscle	
Goy-CRom_002	Goy-CRom_002-mus	muscle	
Goy-CRom_003	Goy-CRom_003-mus	muscle	
Goy-CRom_004	Goy-CRom_004-mus	muscle	
Goy-CRom_005	Goy-CRom_005-mus	muscle	
Goy-CRom_006	Goy-CRom_006-mus	muscle	
Goy-CRom_007	Goy-CRom_007-mus	muscle	
Goy-CRom_008	Goy-CRom_008-mus	muscle	
Goy-CRom_009	Goy-CRom_009-mus	muscle	
Goy-CRom_010	Goy-CRom_010-mus	muscle	
Goy-CRom_011	Goy-CRom_011-mus	muscle	
Goy-CRom_012	Goy-CRom_012-mus	muscle	
Goy-CRom_013	Goy-CRom_013-mus	muscle	
Goy-CRom_014	Goy-CRom_014-mus	muscle	
Goy-CRom_015	Goy-CRom_015-mus	muscle	
Goy-CRom_016	Goy-CRom_016-mus	muscle	
Goy-CRom_017	Goy-CRom_017-mus	muscle	
Goy-CRom_018	Goy-CRom_018-mus	muscle	
Goy-CRom_019	Goy-CRom_019-mus	muscle	
Goy-CRom_020	Goy-CRom_020-mus	muscle	
Goy-CRom_021	Goy-CRom_021-mus	muscle	
Goy-CRom_022	Goy-CRom_022-mus	muscle	
Goy-CRom_023	Goy-CRom_023-mus	muscle	
Goy-CRom_024	Goy-CRom_024-mus	muscle	
Goy-CRom_025	Goy-CRom_025-mus	muscle	
Goy-CRom_026	Goy-CRom_026-mus	muscle	
Goy-CRom_027	Goy-CRom_027-mus	muscle	
Goy-CRom_028	Goy-CRom_028-mus	muscle	
Goy-CRom_029	Goy-CRom_029-mus	muscle	
Goy-CRom_030	Goy-CRom_030-mus	muscle	
Goy-CRom_031	Goy-CRom_031-mus	muscle	
Goy-CRom_032	Goy-CRom_032-mus	muscle	
Goy-CRom_033	Goy-CRom_033-mus	muscle	
Goy-CRom_034	Goy-CRom_034-mus	muscle	
Goy-CRom_035	Goy-CRom_035-mus	muscle	
Goy-CRom_036	Goy-CRom_036-mus	muscle	
Goy-CRom_037	Goy-CRom_037-mus	muscle	
Goy-CRom_038	Goy-CRom_038-mus	muscle	
Goy-CRom_039	Goy-CRom_039-mus	muscle	
Goy-CRom_040	Goy-CRom_040-mus	muscle	
Goy-CRom_041	Goy-CRom_041-mus	muscle	
Goy-CRom_042	Goy-CRom_042-mus	muscle	
Goy-CRom_043	Goy-CRom_043-mus	muscle	
Goy-CRom_044	Goy-CRom_044-mus	muscle	
Goy-CRom_045	Goy-CRom_045-mus	muscle	
Goy-CRom_046	Goy-CRom_046-mus	muscle	
Goy-CRom_047	Goy-CRom_047-mus	muscle	
Goy-CRom_048	Goy-CRom_048-mus	muscle	
Goy-CRom_049	Goy-CRom_049-mus	muscle	
Goy-CRom_050	Goy-CRom_050-mus	muscle	
Goy-CRom_051	Goy-CRom_051-mus	muscle	
Goy-CRom_052	Goy-CRom_052-mus	muscle	
Goy-CRom_053	Goy-CRom_053-mus	muscle	
Goy-CRom_054	Goy-CRom_054-mus	muscle	
Goy-CRom_055	Goy-CRom_055-mus	muscle	
Goy-CRom_056	Goy-CRom_056-mus	muscle	
Goy-CRom_057	Goy-CRom_057-mus	muscle	
Goy-CRom_058	Goy-CRom_058-mus	muscle	
Goy-CRom_059	Goy-CRom_059-mus	muscle	
Goy-CRom_060	Goy-CRom_060-mus	muscle	
Goy-CRom_061	Goy-CRom_061-mus	muscle	
Goy-CRom_062	Goy-CRom_062-mus	muscle	
Goy-CRom_063	Goy-CRom_063-mus	muscle	
Goy-CRom_064	Goy-CRom_064-mus	muscle	
Goy-CRom_065	Goy-CRom_065-mus	muscle	
Goy-CRom_066	Goy-CRom_066-mus	muscle	
Goy-CRom_067	Goy-CRom_067-mus	muscle	
Goy-CRom_068	Goy-CRom_068-mus	muscle	
Goy-CRom_069	Goy-CRom_069-mus	muscle	
Goy-CRom_070	Goy-CRom_070-mus	muscle	
Goy-CRom_071	Goy-CRom_071-mus	muscle	
Goy-CRom_072	Goy-CRom_072-mus	muscle	
Goy-CRom_073	Goy-CRom_073-mus	muscle	
Goy-CRom_074	Goy-CRom_074-mus	muscle	
Goy-CRom_075	Goy-CRom_075-mus	muscle	
Goy-CRom_076	Goy-CRom_076-mus	muscle	
Goy-CRom_077	Goy-CRom_077-mus	muscle	
Goy-CRom_078	Goy-CRom_078-mus	muscle	
Goy-CRom_079	Goy-CRom_079-mus	muscle	
Goy-CRom_080	Goy-CRom_080-mus	muscle	
Goy-CRom_081	Goy-CRom_081-mus	muscle	
Goy-CRom_082	Goy-CRom_082-mus	muscle	
Goy-CRom_083	Goy-CRom_083-mus	muscle	
Goy-CRom_084	Goy-CRom_084-mus	muscle	
Goy-CRom_085	Goy-CRom_085-mus	muscle	
Goy-CRom_086	Goy-CRom_086-mus	muscle	
Goy-CRom_087	Goy-CRom_087-mus	muscle	
Goy-CRom_088	Goy-CRom_088-mus	muscle	
Goy-CRom_089	Goy-CRom_089-mus	muscle	
Goy-CRom_090	Goy-CRom_090-mus	muscle	
Goy-CRom_091	Goy-CRom_091-mus	muscle	
Goy-CRom_092	Goy-CRom_092-mus	muscle	
Goy-CRom_093	Goy-CRom_093-mus	muscle	
Goy-CRom_094	Goy-CRom_094-mus	muscle	
Goy-CRom_095	Goy-CRom_095-mus	muscle	
Goy-CRom_096	Goy-CRom_096-mus	muscle	
Hmi-ABas_001	Hmi-ABas_001-mus	muscle	
Hmi-ABas_002	Hmi-ABas_002-mus	muscle	
Hmi-ABas_003	Hmi-ABas_003-mus	muscle	
Hmi-ABas_004	Hmi-ABas_004-mus	muscle	
Hmi-ABas_005	Hmi-ABas_005-mus	muscle	
Hmi-ABas_006	Hmi-ABas_006-mus	muscle	
Hmi-ABas_007	Hmi-ABas_007-mus	muscle	
Hmi-ABas_008	Hmi-ABas_008-mus	muscle	
Hmi-ABas_009	Hmi-ABas_009-mus	muscle	
Hmi-ABas_010	Hmi-ABas_010-mus	muscle	
Hmi-ABas_011	Hmi-ABas_011-mus	muscle	
Hmi-ABas_012	Hmi-ABas_012-mus	muscle	
Hmi-ABas_013	Hmi-ABas_013-mus	muscle	
Hmi-ABas_014	Hmi-ABas_014-mus	muscle	
Hmi-ABas_015	Hmi-ABas_015-mus	muscle	
Hmi-ABas_016	Hmi-ABas_016-mus	muscle	
Hmi-ABas_017	Hmi-ABas_017-mus	muscle	
Hmi-ABas_018	Hmi-ABas_018-mus	muscle	
Hmi-ABas_019	Hmi-ABas_019-mus	muscle	
Hmi-ABas_020	Hmi-ABas_020-mus	muscle	
Hmi-ABas_021	Hmi-ABas_021-mus	muscle	
Hmi-ABas_022	Hmi-ABas_022-mus	muscle	
Hmi-ABas_023	Hmi-ABas_023-mus	muscle	
Hmi-ABas_024	Hmi-ABas_024-mus	muscle	
Hmi-ABas_025	Hmi-ABas_025-mus	muscle	
Hmi-ABas_026	Hmi-ABas_026-mus	muscle	
Hmi-ABas_027	Hmi-ABas_027-mus	muscle	
Hmi-ABas_028	Hmi-ABas_028-mus	muscle	
Hmi-ABas_029	Hmi-ABas_029-mus	muscle	
Hmi-ABas_030	Hmi-ABas_030-mus	muscle	
Hmi-ABas_031	Hmi-ABas_031-mus	muscle	
Hmi-ABas_032	Hmi-ABas_032-mus	muscle	
Hmi-ABas_033	Hmi-ABas_033-mus	muscle	
Hmi-ABas_034	Hmi-ABas_034-mus	muscle	
Hmi-ABas_035	Hmi-ABas_035-mus	muscle	
Hmi-ABas_036	Hmi-ABas_036-mus	muscle	
Hmi-ABas_037	Hmi-ABas_037-mus	muscle	
Hmi-ABas_038	Hmi-ABas_038-mus	muscle	
Hmi-ABas_039	Hmi-ABas_039-mus	muscle	
Hmi-ABas_040	Hmi-ABas_040-mus	muscle	
Hmi-ABas_041	Hmi-ABas_041-mus	muscle	
Hmi-ABas_042	Hmi-ABas_042-mus	muscle	
Hmi-ABas_043	Hmi-ABas_043-mus	muscle	
Hmi-ABas_044	Hmi-ABas_044-mus	muscle	
Hmi-ABas_045	Hmi-ABas_045-mus	muscle	
Hmi-ABas_046	Hmi-ABas_046-mus	muscle	
