individual_id	tissue_id	tissue_type	notes
Sde-CVal_056	Sde-CVal_056-mus	muscle	
Sde-CVal_057	Sde-CVal_057-mus	muscle	
Sde-CVal_058	Sde-CVal_058-mus	muscle	
Sde-CVal_059	Sde-CVal_059-mus	muscle	
Sde-CVal_060	Sde-CVal_060-mus	muscle	
Sde-CVal_061	Sde-CVal_061-mus	muscle	
Sde-CVal_062	Sde-CVal_062-mus	muscle	
Sde-CVal_063	Sde-CVal_063-mus	muscle	
Sde-CVal_064	Sde-CVal_064-mus	muscle	
Sde-CVal_065	Sde-CVal_065-mus	muscle	
Sde-CVal_066	Sde-CVal_066-mus	muscle	
Sde-CVal_067	Sde-CVal_067-mus	muscle	
Sde-CVal_068	Sde-CVal_068-mus	muscle	
Sde-CVal_069	Sde-CVal_069-mus	muscle	
Sde-CVal_070	Sde-CVal_070-mus	muscle	
Sde-CVal_071	Sde-CVal_071-mus	muscle	
Sde-CVal_072	Sde-CVal_072-mus	muscle	
Sde-CVal_073	Sde-CVal_073-mus	muscle	
Sde-CVal_074	Sde-CVal_074-mus	muscle	
Sde-CVal_075	Sde-CVal_075-mus	muscle	
Sde-CVal_076	Sde-CVal_076-mus	muscle	
Sde-CVal_077	Sde-CVal_077-mus	muscle	
Sde-CVal_078	Sde-CVal_078-mus	muscle	
Sde-CVal_079	Sde-CVal_079-mus	muscle	
Sde-CVal_080	Sde-CVal_080-mus	muscle	
Sde-CVal_081	Sde-CVal_081-mus	muscle	
Sde-CVal_082	Sde-CVal_082-mus	muscle	
Sde-CVal_083	Sde-CVal_083-mus	muscle	
Sde-CVal_084	Sde-CVal_084-mus	muscle	
Sde-CVal_085	Sde-CVal_085-mus	muscle	
Sde-CVal_086	Sde-CVal_086-mus	muscle	
Sde-CVal_087	Sde-CVal_087-mus	muscle	
Sde-CVal_088	Sde-CVal_088-mus	muscle	
Sde-CVal_089	Sde-CVal_089-mus	muscle	
Sde-CVal_090	Sde-CVal_090-mus	muscle	
Sde-CVal_091	Sde-CVal_091-mus	muscle	
Sde-CVal_092	Sde-CVal_092-mus	muscle	
Sde-CVal_093	Sde-CVal_093-mus	muscle	
Sde-CVal_094	Sde-CVal_094-mus	muscle	
Sde-CVal_095	Sde-CVal_095-mus	muscle	
Sde-CVal_096	Sde-CVal_096-mus	muscle	
Sfa-ABas_001	Sfa-ABas_001-mus	muscle	
Sfa-ABas_002	Sfa-ABas_002-mus	muscle	
Sfa-ABas_003	Sfa-ABas_003-mus	muscle	
Sfa-ABas_004	Sfa-ABas_004-mus	muscle	
Sfa-ABas_005	Sfa-ABas_005-mus	muscle	
Sfa-ABas_006	Sfa-ABas_006-mus	muscle	
Sfa-ABas_007	Sfa-ABas_007-mus	muscle	
Sfa-ABas_008	Sfa-ABas_008-mus	muscle	
Sfa-ABas_009	Sfa-ABas_009-mus	muscle	
Sfa-ABas_010	Sfa-ABas_010-mus	muscle	
Sfa-ABas_011	Sfa-ABas_011-mus	muscle	
Sfa-ABas_012	Sfa-ABas_012-mus	muscle	
Sfa-ABas_013	Sfa-ABas_013-mus	muscle	
Sfa-ABas_014	Sfa-ABas_014-mus	muscle	
Sfa-ABas_015	Sfa-ABas_015-mus	muscle	
Sfa-ABas_016	Sfa-ABas_016-mus	muscle	
Sfa-ABas_017	Sfa-ABas_017-mus	muscle	
Sfa-ABas_018	Sfa-ABas_018-mus	muscle	
Sfa-ABas_019	Sfa-ABas_019-mus	muscle	
Sfa-ABas_020	Sfa-ABas_020-mus	muscle	
Sfa-ABas_021	Sfa-ABas_021-mus	muscle	
Sfa-ABas_022	Sfa-ABas_022-mus	muscle	
Sfa-ABas_023	Sfa-ABas_023-mus	muscle	
Sfa-ABas_024	Sfa-ABas_024-mus	muscle	
Sfa-ABas_025	Sfa-ABas_025-mus	muscle	
Sfa-ABas_026	Sfa-ABas_026-mus	muscle	
Sfa-ABas_027	Sfa-ABas_027-mus	muscle	
Sfa-ABas_028	Sfa-ABas_028-mus	muscle	
Sfa-ABas_029	Sfa-ABas_029-mus	muscle	
Sfa-ABas_030	Sfa-ABas_030-mus	muscle	
Sfa-ABas_031	Sfa-ABas_031-mus	muscle	
Sfa-ABas_032	Sfa-ABas_032-mus	muscle	
Sfa-ABas_033	Sfa-ABas_033-mus	muscle	
Sfa-ABas_034	Sfa-ABas_034-mus	muscle	
Sfa-ABas_035	Sfa-ABas_035-mus	muscle	
Sfa-ABas_036	Sfa-ABas_036-mus	muscle	
Sfa-CBas_001	Sfa-CBas_001-mus	muscle	
Sfa-CBas_002	Sfa-CBas_002-mus	muscle	
Sfa-CBas_003	Sfa-CBas_003-mus	muscle	
Sfa-CBas_004	Sfa-CBas_004-mus	muscle	
Sfa-CBas_005	Sfa-CBas_005-mus	muscle	
Sfa-CBas_006	Sfa-CBas_006-mus	muscle	
Sfa-CBas_007	Sfa-CBas_007-mus	muscle	
Sfa-CBas_008	Sfa-CBas_008-mus	muscle	
Sfa-CBas_009	Sfa-CBas_009-mus	muscle	
Sfa-CBas_010	Sfa-CBas_010-mus	muscle	
Sfa-CBas_011	Sfa-CBas_011-mus	muscle	
Sfa-CBas_012	Sfa-CBas_012-mus	muscle	
Sfa-CBas_013	Sfa-CBas_013-mus	muscle	
Sfa-CBas_014	Sfa-CBas_014-mus	muscle	
Sfa-CBas_015	Sfa-CBas_015-mus	muscle	
Sfa-CBas_016	Sfa-CBas_016-mus	muscle	
Sfa-CBas_017	Sfa-CBas_017-mus	muscle	
Sfa-CBas_018	Sfa-CBas_018-mus	muscle	
Sfa-CBas_019	Sfa-CBas_019-mus	muscle	
Sfa-CBas_020	Sfa-CBas_020-mus	muscle	
Sfa-CBas_021	Sfa-CBas_021-mus	muscle	
Sfa-CBas_022	Sfa-CBas_022-mus	muscle	
Sfa-CBas_023	Sfa-CBas_023-mus	muscle	
Sfa-CBas_024	Sfa-CBas_024-mus	muscle	
Sfa-CBas_025	Sfa-CBas_025-mus	muscle	
Sfa-CBas_026	Sfa-CBas_026-mus	muscle	
Sfa-CBas_027	Sfa-CBas_027-mus	muscle	
Sfa-CBas_028	Sfa-CBas_028-mus	muscle	
Sfa-CBas_029	Sfa-CBas_029-mus	muscle	
Sfa-CBas_030	Sfa-CBas_030-mus	muscle	
Sfa-CBas_031	Sfa-CBas_031-mus	muscle	
Sfa-CBas_032	Sfa-CBas_032-mus	muscle	
Sfa-CBas_033	Sfa-CBas_033-mus	muscle	
Sfa-CBas_034	Sfa-CBas_034-mus	muscle	
Sfa-CBas_035	Sfa-CBas_035-mus	muscle	
Sfa-CBas_036	Sfa-CBas_036-mus	muscle	
Sfa-CBas_037	Sfa-CBas_037-mus	muscle	
Sfa-CBas_038	Sfa-CBas_038-mus	muscle	
Sfa-CBas_039	Sfa-CBas_039-mus	muscle	
Sfa-CBas_040	Sfa-CBas_040-mus	muscle	
Sfa-CBas_041	Sfa-CBas_041-mus	muscle	
Sfa-CBas_042	Sfa-CBas_042-mus	muscle	
Sfa-CBas_043	Sfa-CBas_043-mus	muscle	
Sfa-CBas_044	Sfa-CBas_044-mus	muscle	
Sfa-CBas_045	Sfa-CBas_045-mus	muscle	
Sfa-CBas_046	Sfa-CBas_046-mus	muscle	
Sfa-CBas_047	Sfa-CBas_047-mus	muscle	
Sfa-CBas_048	Sfa-CBas_048-mus	muscle	
Sfa-CBas_049	Sfa-CBas_049-mus	muscle	
Sfa-CBas_050	Sfa-CBas_050-mus	muscle	
Sfa-CBas_051	Sfa-CBas_051-mus	muscle	
Sfa-CBas_052	Sfa-CBas_052-mus	muscle	
Sfa-CBas_053	Sfa-CBas_053-mus	muscle	
Sfa-CBas_054	Sfa-CBas_054-mus	muscle	
Sfa-CBas_055	Sfa-CBas_055-mus	muscle	
Sfa-CBas_056	Sfa-CBas_056-mus	muscle	
Sfa-CBas_057	Sfa-CBas_057-mus	muscle	
Sfa-CBas_058	Sfa-CBas_058-mus	muscle	
Sfa-CBas_059	Sfa-CBas_059-mus	muscle	
Sfa-CBas_060	Sfa-CBas_060-mus	muscle	
Sfa-CBas_061	Sfa-CBas_061-mus	muscle	
Sfa-CBas_062	Sfa-CBas_062-mus	muscle	
Sfa-CBas_063	Sfa-CBas_063-mus	muscle	
Sfa-CBas_064	Sfa-CBas_064-mus	muscle	
Sfa-CBas_065	Sfa-CBas_065-mus	muscle	
Sfa-CBas_066	Sfa-CBas_066-mus	muscle	
Sfa-CBas_067	Sfa-CBas_067-mus	muscle	
Sfa-CBas_068	Sfa-CBas_068-mus	muscle	
Sfa-CBas_069	Sfa-CBas_069-mus	muscle	
Sfa-CBas_070	Sfa-CBas_070-mus	muscle	
Sfa-CBas_071	Sfa-CBas_071-mus	muscle	
Sfa-CBas_072	Sfa-CBas_072-mus	muscle	
Sfa-CBas_073	Sfa-CBas_073-mus	muscle	
Sfa-CBas_074	Sfa-CBas_074-mus	muscle	
Sfa-CBas_075	Sfa-CBas_075-mus	muscle	
Sfa-CBas_076	Sfa-CBas_076-mus	muscle	
Sfa-CBas_077	Sfa-CBas_077-mus	muscle	
Sfa-CBas_078	Sfa-CBas_078-mus	muscle	
Sfa-CBas_079	Sfa-CBas_079-mus	muscle	
Sfa-CBas_080	Sfa-CBas_080-mus	muscle	
Sfa-CBas_081	Sfa-CBas_081-mus	muscle	
Sfa-CBas_082	Sfa-CBas_082-mus	muscle	
Sfa-CBas_083	Sfa-CBas_083-mus	muscle	
Sfa-CBas_084	Sfa-CBas_084-mus	muscle	
Sfa-CBas_085	Sfa-CBas_085-mus	muscle	
Sfa-CBas_086	Sfa-CBas_086-mus	muscle	
Sfa-CBas_087	Sfa-CBas_087-mus	muscle	
Sfa-CBas_088	Sfa-CBas_088-mus	muscle	
Sfa-CBas_089	Sfa-CBas_089-mus	muscle	
Sfa-CBas_090	Sfa-CBas_090-mus	muscle	
Sfa-CBas_091	Sfa-CBas_091-mus	muscle	
Sfa-CBas_092	Sfa-CBas_092-mus	muscle	
Sfa-CBas_093	Sfa-CBas_093-mus	muscle	
Sfa-CBas_094	Sfa-CBas_094-mus	muscle	
Sfa-CBas_095	Sfa-CBas_095-mus	muscle	
Sfa-CBas_096	Sfa-CBas_096-mus	muscle	
Sfu-ABai_001	Sfu-ABai_001-mus	muscle	
Sfu-ABai_002	Sfu-ABai_002-mus	muscle	
Sfu-ABai_003	Sfu-ABai_003-mus	muscle	
Sfu-ABai_004	Sfu-ABai_004-mus	muscle	
Sfu-ABai_005	Sfu-ABai_005-mus	muscle	
Sfu-ABai_006	Sfu-ABai_006-mus	muscle	
Sfu-ABai_007	Sfu-ABai_007-mus	muscle	
Sfu-ABai_008	Sfu-ABai_008-mus	muscle	
Sfu-ABai_009	Sfu-ABai_009-mus	muscle	
Sfu-ABai_010	Sfu-ABai_010-mus	muscle	
Sfu-ABai_011	Sfu-ABai_011-mus	muscle	
Sfu-ABai_012	Sfu-ABai_012-mus	muscle	
Sfu-ABai_013	Sfu-ABai_013-mus	muscle	
Sfu-ABai_014	Sfu-ABai_014-mus	muscle	
Sfu-ABai_015	Sfu-ABai_015-mus	muscle	
Sfu-ABai_016	Sfu-ABai_016-mus	muscle	
Sfu-ABai_017	Sfu-ABai_017-mus	muscle	
Sfu-ABai_018	Sfu-ABai_018-mus	muscle	
Sfu-ABai_019	Sfu-ABai_019-mus	muscle	
Sfu-ABai_020	Sfu-ABai_020-mus	muscle	
Sfu-ABai_021	Sfu-ABai_021-mus	muscle	
Sfu-ABai_022	Sfu-ABai_022-mus	muscle	
Sfu-ABai_023	Sfu-ABai_023-mus	muscle	
Sfu-ABai_024	Sfu-ABai_024-mus	muscle	
Sfu-ABai_025	Sfu-ABai_025-mus	muscle	
Sfu-ABai_026	Sfu-ABai_026-mus	muscle	
Sfu-ABai_027	Sfu-ABai_027-mus	muscle	
Sfu-ABai_028	Sfu-ABai_028-mus	muscle	
Sfu-ABai_029	Sfu-ABai_029-mus	muscle	
Sfu-ABai_030	Sfu-ABai_030-mus	muscle	
Sfu-ABai_031	Sfu-ABai_031-mus	muscle	
Sfu-ABai_032	Sfu-ABai_032-mus	muscle	
Sfu-ABai_033	Sfu-ABai_033-mus	muscle	
Sfu-ABai_034	Sfu-ABai_034-mus	muscle	
Sfu-ABai_035	Sfu-ABai_035-mus	muscle	
Sfu-ABai_036	Sfu-ABai_036-mus	muscle	
Sfu-ABai_037	Sfu-ABai_037-mus	muscle	
Sfu-ABai_038	Sfu-ABai_038-mus	muscle	
Sfu-ABai_039	Sfu-ABai_039-mus	muscle	
Sfu-ABai_040	Sfu-ABai_040-mus	muscle	
Sfu-ABai_041	Sfu-ABai_041-mus	muscle	
Sfu-ABai_042	Sfu-ABai_042-mus	muscle	
Sfu-ABai_043	Sfu-ABai_043-mus	muscle	
Sfu-ABai_044	Sfu-ABai_044-mus	muscle	
Sfu-ABai_045	Sfu-ABai_045-mus	muscle	
Sfu-ABai_046	Sfu-ABai_046-mus	muscle	
Sfu-ABai_047	Sfu-ABai_047-mus	muscle	
Sfu-ABai_048	Sfu-ABai_048-mus	muscle	
Sfu-ABai_049	Sfu-ABai_049-mus	muscle	
Sfu-ABai_050	Sfu-ABai_050-mus	muscle	
Sfu-ABai_051	Sfu-ABai_051-mus	muscle	
Sfu-ABai_052	Sfu-ABai_052-mus	muscle	
Sfu-ABai_053	Sfu-ABai_053-mus	muscle	
Sfu-ABai_054	Sfu-ABai_054-mus	muscle	
Sfu-ABai_055	Sfu-ABai_055-mus	muscle	
Sfu-ABai_056	Sfu-ABai_056-mus	muscle	
Sfu-ABai_057	Sfu-ABai_057-mus	muscle	
Sfu-ABai_058	Sfu-ABai_058-mus	muscle	
Sfu-ABai_059	Sfu-ABai_059-mus	muscle	
Sfu-ABai_060	Sfu-ABai_060-mus	muscle	
Sfu-ABai_061	Sfu-ABai_061-mus	muscle	
Sfu-ABai_062	Sfu-ABai_062-mus	muscle	
Sfu-ABai_063	Sfu-ABai_063-mus	muscle	
Sfu-ABai_064	Sfu-ABai_064-mus	muscle	
Sfu-ABai_065	Sfu-ABai_065-mus	muscle	
Sfu-ABai_066	Sfu-ABai_066-mus	muscle	
Sfu-ABai_067	Sfu-ABai_067-mus	muscle	
Sfu-ABai_068	Sfu-ABai_068-mus	muscle	
Sfu-ABai_069	Sfu-ABai_069-mus	muscle	
Sfu-ABai_070	Sfu-ABai_070-mus	muscle	
Sfu-ABai_071	Sfu-ABai_071-mus	muscle	
Sfu-ABai_072	Sfu-ABai_072-mus	muscle	
Sfu-ABai_073	Sfu-ABai_073-mus	muscle	
Sfu-ABai_074	Sfu-ABai_074-mus	muscle	
Sfu-ABai_075	Sfu-ABai_075-mus	muscle	
Sfu-ABai_076	Sfu-ABai_076-mus	muscle	
Sfu-ABai_077	Sfu-ABai_077-mus	muscle	
Sfu-ABai_078	Sfu-ABai_078-mus	muscle	
Sfu-ABai_079	Sfu-ABai_079-mus	muscle	
Sfu-ABai_080	Sfu-ABai_080-mus	muscle	
Sfu-ABai_081	Sfu-ABai_081-mus	muscle	
Sfu-ABai_082	Sfu-ABai_082-mus	muscle	
Sfu-ABai_083	Sfu-ABai_083-mus	muscle	
Sfu-ABai_084	Sfu-ABai_084-mus	muscle	
Sfu-ABai_085	Sfu-ABai_085-mus	muscle	
Sfu-ABai_086	Sfu-ABai_086-mus	muscle	
Sfu-ABai_087	Sfu-ABai_087-mus	muscle	
Sfu-ABai_088	Sfu-ABai_088-mus	muscle	
Sfu-ABai_089	Sfu-ABai_089-mus	muscle	
Sfu-ABai_090	Sfu-ABai_090-mus	muscle	
Sfu-ABai_091	Sfu-ABai_091-mus	muscle	
Sfu-ABai_092	Sfu-ABai_092-mus	muscle	
Sfu-ABai_093	Sfu-ABai_093-mus	muscle	
Sfu-ABai_094	Sfu-ABai_094-mus	muscle	
Sfu-ABai_095	Sfu-ABai_095-mus	muscle	
Sfu-ABai_096	Sfu-ABai_096-mus	muscle	
Sfu-ABai_097	Sfu-ABai_097-mus	muscle	
Sfu-ABai_098	Sfu-ABai_098-mus	muscle	
Sfu-ABai_099	Sfu-ABai_099-mus	muscle	
Sfu-ABai_100	Sfu-ABai_100-mus	muscle	
Sfu-ABai_105	Sfu-ABai_105-mus	muscle	
Sfu-ABai_106	Sfu-ABai_106-mus	muscle	
Sfu-ABai_107	Sfu-ABai_107-mus	muscle	
Sfu-ABai_108	Sfu-ABai_108-mus	muscle	
Sfu-ABai_109	Sfu-ABai_109-mus	muscle	
Sfu-ABai_110	Sfu-ABai_110-mus	muscle	
Sfu-ABai_111	Sfu-ABai_111-mus	muscle	
Sfu-ABai_112	Sfu-ABai_112-mus	muscle	
Sfu-ABai_113	Sfu-ABai_113-mus	muscle	
Sfu-ABai_114	Sfu-ABai_114-mus	muscle	
Sfu-ABai_115	Sfu-ABai_115-mus	muscle	
Sfu-ABai_116	Sfu-ABai_116-mus	muscle	
Sfu-ABai_117	Sfu-ABai_117-mus	muscle	
Sfu-ABai_118	Sfu-ABai_118-mus	muscle	
Sfu-ABai_119	Sfu-ABai_119-mus	muscle	
Sfu-ABai_120	Sfu-ABai_120-mus	muscle	
Sfu-AGal_001	Sfu-AGal_001-mus	muscle	
Sfu-AGal_002	Sfu-AGal_002-mus	muscle	
Sfu-AGal_003	Sfu-AGal_003-mus	muscle	
Sfu-AGal_004	Sfu-AGal_004-mus	muscle	
Sfu-AGal_005	Sfu-AGal_005-mus	muscle	
Sfu-AGal_006	Sfu-AGal_006-mus	muscle	
Sfu-AGal_007	Sfu-AGal_007-mus	muscle	
Sfu-AGal_008	Sfu-AGal_008-mus	muscle	
Sfu-AGal_009	Sfu-AGal_009-mus	muscle	
Sfu-AGal_010	Sfu-AGal_010-mus	muscle	
Sfu-AGal_011	Sfu-AGal_011-mus	muscle	
Sfu-CBai_001	Sfu-CBai_001-mus	muscle	
Sfu-CBai_002	Sfu-CBai_002-mus	muscle	
Sfu-CBai_003	Sfu-CBai_003-mus	muscle	
Sfu-CBai_004	Sfu-CBai_004-mus	muscle	
Sfu-CBai_005	Sfu-CBai_005-mus	muscle	
Sfu-CBai_006	Sfu-CBai_006-mus	muscle	
Sfu-CBai_007	Sfu-CBai_007-mus	muscle	
Sfu-CBai_008	Sfu-CBai_008-mus	muscle	
Sfu-CBai_009	Sfu-CBai_009-mus	muscle	
Sfu-CBai_010	Sfu-CBai_010-mus	muscle	
Sfu-CBai_011	Sfu-CBai_011-mus	muscle	
Sfu-CBai_012	Sfu-CBai_012-mus	muscle	
Sfu-CBai_013	Sfu-CBai_013-mus	muscle	
Sfu-CBai_014	Sfu-CBai_014-mus	muscle	
Sfu-CBai_015	Sfu-CBai_015-mus	muscle	
Sfu-CBai_016	Sfu-CBai_016-mus	muscle	
Sfu-CBai_017	Sfu-CBai_017-mus	muscle	
Sfu-CBai_018	Sfu-CBai_018-mus	muscle	
Sfu-CBai_019	Sfu-CBai_019-mus	muscle	
Sfu-CBai_020	Sfu-CBai_020-mus	muscle	
Sfu-CBai_021	Sfu-CBai_021-mus	muscle	
Sfu-CBai_022	Sfu-CBai_022-mus	muscle	
Sfu-CBai_023	Sfu-CBai_023-mus	muscle	
Sfu-CBai_024	Sfu-CBai_024-mus	muscle	
Sfu-CBai_025	Sfu-CBai_025-mus	muscle	
Sfu-CBai_026	Sfu-CBai_026-mus	muscle	
Sfu-CBai_027	Sfu-CBai_027-mus	muscle	
Sfu-CBai_028	Sfu-CBai_028-mus	muscle	
Sfu-CBai_029	Sfu-CBai_029-mus	muscle	
Sfu-CBai_030	Sfu-CBai_030-mus	muscle	
Sfu-CBai_031	Sfu-CBai_031-mus	muscle	
Sfu-CBai_032	Sfu-CBai_032-mus	muscle	
Sfu-CBai_033	Sfu-CBai_033-mus	muscle	
Sfu-CBai_034	Sfu-CBai_034-mus	muscle	
Sfu-CBai_035	Sfu-CBai_035-mus	muscle	
Sfu-CBai_036	Sfu-CBai_036-mus	muscle	
Sfu-CBai_037	Sfu-CBai_037-mus	muscle	
Sfu-CBai_038	Sfu-CBai_038-mus	muscle	
Sfu-CBai_039	Sfu-CBai_039-mus	muscle	
Sfu-CBai_040	Sfu-CBai_040-mus	muscle	
Sfu-CBai_041	Sfu-CBai_041-mus	muscle	
Sfu-CBai_042	Sfu-CBai_042-mus	muscle	
Sfu-CBai_043	Sfu-CBai_043-mus	muscle	
Sfu-CBai_044	Sfu-CBai_044-mus	muscle	
Sfu-CBai_045	Sfu-CBai_045-mus	muscle	
Sfu-CBai_046	Sfu-CBai_046-mus	muscle	
Sfu-CBai_047	Sfu-CBai_047-mus	muscle	
Sfu-CBai_048	Sfu-CBai_048-mus	muscle	
Sfu-CBai_049	Sfu-CBai_049-mus	muscle	
Sfu-CBai_050	Sfu-CBai_050-mus	muscle	
Sfu-CBai_051	Sfu-CBai_051-mus	muscle	
Sfu-CBai_052	Sfu-CBai_052-mus	muscle	
Sfu-CBai_053	Sfu-CBai_053-mus	muscle	
Sfu-CBai_054	Sfu-CBai_054-mus	muscle	
Sfu-CBai_055	Sfu-CBai_055-mus	muscle	
Sfu-CBai_056	Sfu-CBai_056-mus	muscle	
Sfu-CBai_057	Sfu-CBai_057-mus	muscle	
Sfu-CBai_058	Sfu-CBai_058-mus	muscle	
Sfu-CBai_059	Sfu-CBai_059-mus	muscle	
Sfu-CBai_060	Sfu-CBai_060-mus	muscle	
Sfu-CBai_061	Sfu-CBai_061-mus	muscle	
Sfu-CBai_062	Sfu-CBai_062-mus	muscle	
Sfu-CBai_063	Sfu-CBai_063-mus	muscle	
Sfu-CBai_064	Sfu-CBai_064-mus	muscle	
Sfu-CBai_065	Sfu-CBai_065-mus	muscle	
Sfu-CBai_066	Sfu-CBai_066-mus	muscle	
Sfu-CBai_067	Sfu-CBai_067-mus	muscle	
Sfu-CBai_068	Sfu-CBai_068-mus	muscle	
Sfu-CBai_069	Sfu-CBai_069-mus	muscle	
Sfu-CBai_070	Sfu-CBai_070-mus	muscle	
Sfu-CBai_071	Sfu-CBai_071-mus	muscle	
Sfu-CBai_072	Sfu-CBai_072-mus	muscle	
Sfu-CBai_073	Sfu-CBai_073-mus	muscle	
Sfu-CBai_074	Sfu-CBai_074-mus	muscle	
Sfu-CBai_075	Sfu-CBai_075-mus	muscle	
Sfu-CBai_076	Sfu-CBai_076-mus	muscle	
Sfu-CBai_077	Sfu-CBai_077-mus	muscle	
Sfu-CBai_078	Sfu-CBai_078-mus	muscle	
Sfu-CBai_079	Sfu-CBai_079-mus	muscle	
Sfu-CBai_080	Sfu-CBai_080-mus	muscle	
Sfu-CBai_081	Sfu-CBai_081-mus	muscle	
Sfu-CBai_082	Sfu-CBai_082-mus	muscle	
Sfu-CBai_083	Sfu-CBai_083-mus	muscle	
Sfu-CBai_084	Sfu-CBai_084-mus	muscle	
Sfu-CBai_085	Sfu-CBai_085-mus	muscle	
Sfu-CBai_086	Sfu-CBai_086-mus	muscle	
Sfu-CBai_087	Sfu-CBai_087-mus	muscle	
Sfu-CBai_088	Sfu-CBai_088-mus	muscle	
Sfu-CBai_089	Sfu-CBai_089-mus	muscle	
Sfu-CBai_090	Sfu-CBai_090-mus	muscle	
Sfu-CBai_091	Sfu-CBai_091-mus	muscle	
Sfu-CBai_092	Sfu-CBai_092-mus	muscle	
Sfu-CBai_093	Sfu-CBai_093-mus	muscle	
Sfu-CBai_094	Sfu-CBai_094-mus	muscle	
Sfu-CBai_095	Sfu-CBai_095-mus	muscle	
Sfu-CBai_096	Sfu-CBai_096-mus	muscle	
Sfu-CGal_001	Sfu-CGal_001-mus	muscle	
Sfu-CGal_002	Sfu-CGal_002-mus	muscle	
Sfu-CGal_003	Sfu-CGal_003-mus	muscle	
Sfu-CGal_004	Sfu-CGal_004-mus	muscle	
Sfu-CGal_005	Sfu-CGal_005-mus	muscle	
Sfu-CGal_006	Sfu-CGal_006-mus	muscle	
Sfu-CGal_007	Sfu-CGal_007-mus	muscle	
Sfu-CGal_008	Sfu-CGal_008-mus	muscle	
Sfu-CGal_009	Sfu-CGal_009-mus	muscle	
Sfu-CGal_010	Sfu-CGal_010-mus	muscle	
Sfu-CGal_011	Sfu-CGal_011-mus	muscle	
Sfu-CGal_012	Sfu-CGal_012-mus	muscle	
Sfu-CGal_013	Sfu-CGal_013-mus	muscle	
Sfu-CGal_014	Sfu-CGal_014-mus	muscle	
Sfu-CGal_015	Sfu-CGal_015-mus	muscle	
Sfu-CGal_016	Sfu-CGal_016-mus	muscle	
Sfu-CGal_017	Sfu-CGal_017-mus	muscle	
Sfu-CGal_018	Sfu-CGal_018-mus	muscle	
Sfu-CGal_019	Sfu-CGal_019-mus	muscle	
Sfu-CGal_020	Sfu-CGal_020-mus	muscle	
Sfu-CGal_021	Sfu-CGal_021-mus	muscle	
Sfu-CGal_022	Sfu-CGal_022-mus	muscle	
Sfu-CGal_023	Sfu-CGal_023-mus	muscle	
Sfu-CGal_024	Sfu-CGal_024-mus	muscle	
Sfu-CGal_025	Sfu-CGal_025-mus	muscle	
Sfu-CGal_026	Sfu-CGal_026-mus	muscle	
Sfu-CGal_027	Sfu-CGal_027-mus	muscle	
Sfu-CGal_028	Sfu-CGal_028-mus	muscle	
Sfu-CGal_029	Sfu-CGal_029-mus	muscle	
Sfu-CGal_030	Sfu-CGal_030-mus	muscle	
Sfu-CGal_031	Sfu-CGal_031-mus	muscle	
Sfu-CGal_032	Sfu-CGal_032-mus	muscle	
Sfu-CGal_033	Sfu-CGal_033-mus	muscle	
Sfu-CGal_034	Sfu-CGal_034-mus	muscle	
Sfu-CGal_035	Sfu-CGal_035-mus	muscle	
Sfu-CGal_036	Sfu-CGal_036-mus	muscle	
Sfu-CGal_037	Sfu-CGal_037-mus	muscle	
Sfu-CGal_038	Sfu-CGal_038-mus	muscle	
Sfu-CGal_039	Sfu-CGal_039-mus	muscle	
Sfu-CGal_040	Sfu-CGal_040-mus	muscle	
Sfu-CGal_041	Sfu-CGal_041-mus	muscle	
Sfu-CJos_001	Sfu-CJos_001-mus	muscle	
Sfu-CJos_002	Sfu-CJos_002-mus	muscle	
Sfu-CJos_003	Sfu-CJos_003-mus	muscle	
Sfu-CJos_004	Sfu-CJos_004-mus	muscle	
Sfu-CJos_005	Sfu-CJos_005-mus	muscle	
Sfu-CJos_006	Sfu-CJos_006-mus	muscle	
Sfu-CJos_007	Sfu-CJos_007-mus	muscle	
Sfu-CJos_008	Sfu-CJos_008-mus	muscle	
Sfu-CJos_009	Sfu-CJos_009-mus	muscle	
Sfu-CJos_010	Sfu-CJos_010-mus	muscle	
Sfu-CJos_011	Sfu-CJos_011-mus	muscle	
Sfu-CJos_012	Sfu-CJos_012-mus	muscle	
Sfu-CJos_013	Sfu-CJos_013-mus	muscle	
Sfu-CJos_014	Sfu-CJos_014-mus	muscle	
Sfu-CJos_015	Sfu-CJos_015-mus	muscle	
Sfu-CJos_016	Sfu-CJos_016-mus	muscle	
Sfu-CJos_017	Sfu-CJos_017-mus	muscle	
Sfu-CJos_018	Sfu-CJos_018-mus	muscle	
Sfu-CJos_019	Sfu-CJos_019-mus	muscle	
Sfu-CJos_020	Sfu-CJos_020-mus	muscle	
Sfu-CJos_021	Sfu-CJos_021-mus	muscle	
Sfu-CJos_022	Sfu-CJos_022-mus	muscle	
Sfu-CJos_023	Sfu-CJos_023-mus	muscle	
Sfu-CJos_024	Sfu-CJos_024-mus	muscle	
Sfu-CJos_025	Sfu-CJos_025-mus	muscle	
Sfu-CJos_026	Sfu-CJos_026-mus	muscle	
Sfu-CJos_027	Sfu-CJos_027-mus	muscle	
Sfu-CJos_028	Sfu-CJos_028-mus	muscle	
Sfu-CJos_029	Sfu-CJos_029-mus	muscle	
Sfu-CJos_030	Sfu-CJos_030-mus	muscle	
Sfu-CJos_031	Sfu-CJos_031-mus	muscle	
