gcl_sequence_id	pire_sequence_id	extraction_id
SgA0205002E	Sgr-AJol_050-Ex12E-lwgs-1-1	Sgr-AJol_050-Ex1
SgA0205103E	Sgr-AJol_051-Ex13E-lwgs-1-1	Sgr-AJol_051-Ex1
SgA0205204E	Sgr-AJol_052-Ex14E-lwgs-1-1	Sgr-AJol_052-Ex1
SgA0205305E	Sgr-AJol_053-Ex15E-lwgs-1-1	Sgr-AJol_053-Ex1
SgA0205406E	Sgr-AJol_054-Ex16E-lwgs-1-1	Sgr-AJol_054-Ex1
SgA0205507E	Sgr-AJol_055-Ex17E-lwgs-1-1	Sgr-AJol_055-Ex1
SgA0205608E	Sgr-AJol_056-Ex18E-lwgs-1-1	Sgr-AJol_056-Ex1
SgA0205709E	Sgr-AJol_057-Ex19E-lwgs-1-1	Sgr-AJol_057-Ex1
SgA0205810E	Sgr-AJol_058-Ex110E-lwgs-1-1	Sgr-AJol_058-Ex1
SgA0205911E	Sgr-AJol_059-Ex111E-lwgs-1-1	Sgr-AJol_059-Ex1
SgA0206012E	Sgr-AJol_060-Ex112E-lwgs-1-1	Sgr-AJol_060-Ex1
SgA0206101F	Sgr-AJol_061-Ex11F-lwgs-1-1	Sgr-AJol_061-Ex1
SgA0206202F	Sgr-AJol_062-Ex12F-lwgs-1-1	Sgr-AJol_062-Ex1
SgA0206303F	Sgr-AJol_063-Ex13F-lwgs-1-1	Sgr-AJol_063-Ex1
SgA0206404F	Sgr-AJol_064-Ex14F-lwgs-1-1	Sgr-AJol_064-Ex1
SgA0206606F	Sgr-AJol_066-Ex16F-lwgs-1-1	Sgr-AJol_066-Ex1
SgA0206707F	Sgr-AJol_067-Ex17F-lwgs-1-1	Sgr-AJol_067-Ex1
SgA0206808F	Sgr-AJol_068-Ex18F-lwgs-1-1	Sgr-AJol_068-Ex1
SgA0206909F	Sgr-AJol_069-Ex19F-lwgs-1-1	Sgr-AJol_069-Ex1
SgA0207111F	Sgr-AJol_071-Ex111F-lwgs-1-1	Sgr-AJol_071-Ex1
SgA0207212F	Sgr-AJol_072-Ex112F-lwgs-1-1	Sgr-AJol_072-Ex1
SgA0207301G	Sgr-AJol_073-Ex11G-lwgs-1-1	Sgr-AJol_073-Ex1
SgA0207402G	Sgr-AJol_074-Ex12G-lwgs-1-1	Sgr-AJol_074-Ex1
SgA0207503G	Sgr-AJol_075-Ex13G-lwgs-1-1	Sgr-AJol_075-Ex1
SgA0207604G	Sgr-AJol_076-Ex14G-lwgs-1-1	Sgr-AJol_076-Ex1
SgA0207705G	Sgr-AJol_077-Ex15G-lwgs-1-1	Sgr-AJol_077-Ex1
SgA0207806G	Sgr-AJol_078-Ex16G-lwgs-1-1	Sgr-AJol_078-Ex1
SgA0207907G	Sgr-AJol_079-Ex17G-lwgs-1-1	Sgr-AJol_079-Ex1
SgA0208008G	Sgr-AJol_080-Ex18G-lwgs-1-1	Sgr-AJol_080-Ex1
SgA0208109G	Sgr-AJol_081-Ex19G-lwgs-1-1	Sgr-AJol_081-Ex1
SgA0208210G	Sgr-AJol_082-Ex110G-lwgs-1-1	Sgr-AJol_082-Ex1
SgA0208311G	Sgr-AJol_083-Ex111G-lwgs-1-1	Sgr-AJol_083-Ex1
SgA0208412G	Sgr-AJol_084-Ex112G-lwgs-1-1	Sgr-AJol_084-Ex1
SgA0208501H	Sgr-AJol_085-Ex11H-lwgs-1-1	Sgr-AJol_085-Ex1
SgA0208602H	Sgr-AJol_086-Ex12H-lwgs-1-1	Sgr-AJol_086-Ex1
SgA0208804H	Sgr-AJol_088-Ex14H-lwgs-1-1	Sgr-AJol_088-Ex1
SgA0208905H	Sgr-AJol_089-Ex15H-lwgs-1-1	Sgr-AJol_089-Ex1
SgA0209006H	Sgr-AJol_090-Ex16H-lwgs-1-1	Sgr-AJol_090-Ex1
SgA0209107H	Sgr-AJol_091-Ex17H-lwgs-1-1	Sgr-AJol_091-Ex1
SgA0209208H	Sgr-AJol_092-Ex18H-lwgs-1-1	Sgr-AJol_092-Ex1
SgA0209410H	Sgr-AJol_094-Ex110H-lwgs-1-1	Sgr-AJol_094-Ex1
SgA0209511H	Sgr-AJol_095-Ex111H-lwgs-1-1	Sgr-AJol_095-Ex1
SgA0209612H	Sgr-AJol_096-Ex112H-lwgs-1-1	Sgr-AJol_096-Ex1
SgC0100104H	Sgr-CMvi_001-Ex14H-lwgs-2-1	Sgr-CMvi_001-Ex1
SgC0100308C	Sgr-CMvi_003-Ex18C-lwgs-2-1	Sgr-CMvi_003-Ex1
SgC0100405H	Sgr-CMvi_004-Ex15H-lwgs-2-1	Sgr-CMvi_004-Ex1
SgC0100503A	Sgr-CMvi_005-Ex13A-lwgs-1-1	Sgr-CMvi_005-Ex1
SgC0100708F	Sgr-CMvi_007-Ex18F-lwgs-2-1	Sgr-CMvi_007-Ex1
SgC0100808H	Sgr-CMvi_008-Ex18H-lwgs-1-1	Sgr-CMvi_008-Ex1
SgC0100907F	Sgr-CMvi_009-Ex17F-lwgs-2-1	Sgr-CMvi_009-Ex1
SgC0101006C	Sgr-CMvi_010-Ex16C-lwgs-2-1	Sgr-CMvi_010-Ex1
SgC0101201A	Sgr-CMvi_012-Ex11A-lwgs-1-1	Sgr-CMvi_012-Ex1
SgC0101306E	Sgr-CMvi_013-Ex16E-lwgs-2-1	Sgr-CMvi_013-Ex1
SgC0101507B	Sgr-CMvi_015-Ex17B-lwgs-2-1	Sgr-CMvi_015-Ex1
SgC0101607H	Sgr-CMvi_016-Ex17H-lwgs-2-1	Sgr-CMvi_016-Ex1
SgC0101703C	Sgr-CMvi_017-Ex13C-lwgs-1-1	Sgr-CMvi_017-Ex1
SgC0101802B	Sgr-CMvi_018-Ex12B-lwgs-1-1	Sgr-CMvi_018-Ex1
SgC0101903E	Sgr-CMvi_019-Ex13E-lwgs-2-1	Sgr-CMvi_019-Ex1
SgC0102002C	Sgr-CMvi_020-Ex12C-lwgs-2-1	Sgr-CMvi_020-Ex1
SgC0102301B	Sgr-CMvi_023-Ex11B-lwgs-2-1	Sgr-CMvi_023-Ex1
SgC0102401H	Sgr-CMvi_024-Ex11H-lwgs-2-1	Sgr-CMvi_024-Ex1
SgC0102508G	Sgr-CMvi_025-Ex18G-lwgs-2-1	Sgr-CMvi_025-Ex1
SgC0102706H	Sgr-CMvi_027-Ex16H-lwgs-2-1	Sgr-CMvi_027-Ex1
SgC0102802A	Sgr-CMvi_028-Ex12A-lwgs-1-1	Sgr-CMvi_028-Ex1
SgC0103006B	Sgr-CMvi_030-Ex16B-lwgs-2-1	Sgr-CMvi_030-Ex1
SgC0103204A	Sgr-CMvi_032-Ex14A-lwgs-2-1	Sgr-CMvi_032-Ex1
SgC0103302F	Sgr-CMvi_033-Ex12F-lwgs-2-1	Sgr-CMvi_033-Ex1
SgC0103405B	Sgr-CMvi_034-Ex15B-lwgs-1-1	Sgr-CMvi_034-Ex1
SgC0103604C	Sgr-CMvi_036-Ex14C-lwgs-1-1	Sgr-CMvi_036-Ex1
SgC0103808A	Sgr-CMvi_038-Ex18A-lwgs-2-1	Sgr-CMvi_038-Ex1
SgC0103901D	Sgr-CMvi_039-Ex11D-lwgs-2-1	Sgr-CMvi_039-Ex1
SgC0104202G	Sgr-CMvi_042-Ex12G-lwgs-2-1	Sgr-CMvi_042-Ex1
SgC0104302H	Sgr-CMvi_043-Ex12H-lwgs-1-1	Sgr-CMvi_043-Ex1
SgC0104403H	Sgr-CMvi_044-Ex13H-lwgs-1-1	Sgr-CMvi_044-Ex1
SgC0104601C	Sgr-CMvi_046-Ex11C-lwgs-2-1	Sgr-CMvi_046-Ex1
SgC0104704B	Sgr-CMvi_047-Ex14B-lwgs-2-1	Sgr-CMvi_047-Ex1
SgC0104905F	Sgr-CMvi_049-Ex15F-lwgs-2-1	Sgr-CMvi_049-Ex1
SgC0105106A	Sgr-CMvi_051-Ex16A-lwgs-2-1	Sgr-CMvi_051-Ex1
SgC0105203B	Sgr-CMvi_052-Ex13B-lwgs-1-1	Sgr-CMvi_052-Ex1
SgC0105304F	Sgr-CMvi_053-Ex14F-lwgs-1-1	Sgr-CMvi_053-Ex1
SgC0105401F	Sgr-CMvi_054-Ex11F-lwgs-2-1	Sgr-CMvi_054-Ex1
SgC0105501G	Sgr-CMvi_055-Ex11G-lwgs-2-1	Sgr-CMvi_055-Ex1
SgC0105605A	Sgr-CMvi_056-Ex15A-lwgs-1-1	Sgr-CMvi_056-Ex1
SgC0105708D	Sgr-CMvi_057-Ex18D-lwgs-2-1	Sgr-CMvi_057-Ex1
SgC0105801E	Sgr-CMvi_058-Ex11E-lwgs-1-1	Sgr-CMvi_058-Ex1
SgC0106003G	Sgr-CMvi_060-Ex13G-lwgs-2-1	Sgr-CMvi_060-Ex1
SgC0106106D	Sgr-CMvi_061-Ex16D-lwgs-2-1	Sgr-CMvi_061-Ex1
SgC0106308B	Sgr-CMvi_063-Ex18B-lwgs-2-1	Sgr-CMvi_063-Ex1
SgC0106407A	Sgr-CMvi_064-Ex17A-lwgs-2-1	Sgr-CMvi_064-Ex1
SgC0106506F	Sgr-CMvi_065-Ex16F-lwgs-2-1	Sgr-CMvi_065-Ex1
SgC0106607D	Sgr-CMvi_066-Ex17D-lwgs-2-1	Sgr-CMvi_066-Ex1
SgC0106707E	Sgr-CMvi_067-Ex17E-lwgs-2-1	Sgr-CMvi_067-Ex1
SgC0107003D	Sgr-CMvi_070-Ex13D-lwgs-2-1	Sgr-CMvi_070-Ex1
SgC0107105C	Sgr-CMvi_071-Ex15C-lwgs-2-1	Sgr-CMvi_071-Ex1
SgC0107208E	Sgr-CMvi_072-Ex18E-lwgs-2-1	Sgr-CMvi_072-Ex1
SgC0107405G	Sgr-CMvi_074-Ex15G-lwgs-2-1	Sgr-CMvi_074-Ex1
SgC0107607G	Sgr-CMvi_076-Ex17G-lwgs-2-1	Sgr-CMvi_076-Ex1
SgC0107704E	Sgr-CMvi_077-Ex14E-lwgs-1-1	Sgr-CMvi_077-Ex1
SgC0108302E	Sgr-CMvi_083-Ex12E-lwgs-2-1	Sgr-CMvi_083-Ex1
SgC0108404G	Sgr-CMvi_084-Ex14G-lwgs-2-1	Sgr-CMvi_084-Ex1
SgC0108505E	Sgr-CMvi_085-Ex15E-lwgs-2-1	Sgr-CMvi_085-Ex1
SgC0108605D	Sgr-CMvi_086-Ex15D-lwgs-2-1	Sgr-CMvi_086-Ex1
SgC0108706G	Sgr-CMvi_087-Ex16G-lwgs-2-1	Sgr-CMvi_087-Ex1
SgC0108802D	Sgr-CMvi_088-Ex12D-lwgs-2-1	Sgr-CMvi_088-Ex1
SgC0108907C	Sgr-CMvi_089-Ex17C-lwgs-2-1	Sgr-CMvi_089-Ex1
SgC0109203F	Sgr-CMvi_092-Ex13F-lwgs-2-1	Sgr-CMvi_092-Ex1
SgC0200105D	Sgr-CJol_001-Ex15D-lwgs-1-1	Sgr-CJol_001-Ex1
SgC0200205H	Sgr-CJol_002-Ex15H-lwgs-1-1	Sgr-CJol_002-Ex1
SgC0200307D	Sgr-CJol_003-Ex17D-lwgs-1-1	Sgr-CJol_003-Ex1
SgC0200403H	Sgr-CJol_004-Ex13H-lwgs-1-1	Sgr-CJol_004-Ex1
SgC0200604H	Sgr-CJol_006-Ex14H-lwgs-1-1	Sgr-CJol_006-Ex1
SgC0200706C	Sgr-CJol_007-Ex16C-lwgs-1-1	Sgr-CJol_007-Ex1
SgC0200807A	Sgr-CJol_008-Ex17A-lwgs-1-1	Sgr-CJol_008-Ex1
SgC0200903G	Sgr-CJol_009-Ex13G-lwgs-1-1	Sgr-CJol_009-Ex1
SgC0201002B	Sgr-CJol_010-Ex12B-lwgs-1-1	Sgr-CJol_010-Ex1
SgC0201208G	Sgr-CJol_012-Ex18G-lwgs-1-1	Sgr-CJol_012-Ex1
SgC0201705B	Sgr-CJol_017-Ex15B-lwgs-1-1	Sgr-CJol_017-Ex1
SgC0202004F	Sgr-CJol_020-Ex14F-lwgs-1-1	Sgr-CJol_020-Ex1
SgC0202102H	Sgr-CJol_021-Ex12H-lwgs-1-1	Sgr-CJol_021-Ex1
SgC0202304A	Sgr-CJol_023-Ex14A-lwgs-1-1	Sgr-CJol_023-Ex1
SgC0202402D	Sgr-CJol_024-Ex12D-lwgs-1-1	Sgr-CJol_024-Ex1
SgC0202504C	Sgr-CJol_025-Ex14C-lwgs-1-1	Sgr-CJol_025-Ex1
SgC0202801G	Sgr-CJol_028-Ex11G-lwgs-1-1	Sgr-CJol_028-Ex1
SgC0203208B	Sgr-CJol_032-Ex18B-lwgs-1-1	Sgr-CJol_032-Ex1
SgC0203402C	Sgr-CJol_034-Ex12C-lwgs-1-1	Sgr-CJol_034-Ex1
SgC0203504D	Sgr-CJol_035-Ex14D-lwgs-1-1	Sgr-CJol_035-Ex1
SgC0203602F	Sgr-CJol_036-Ex12F-lwgs-1-1	Sgr-CJol_036-Ex1
SgC0203703F	Sgr-CJol_037-Ex13F-lwgs-1-1	Sgr-CJol_037-Ex1
SgC0204104B	Sgr-CJol_041-Ex14B-lwgs-1-1	Sgr-CJol_041-Ex1
SgC0204205C	Sgr-CJol_042-Ex15C-lwgs-1-1	Sgr-CJol_042-Ex1
SgC0204806E	Sgr-CJol_048-Ex16E-lwgs-1-1	Sgr-CJol_048-Ex1
SgC0204904E	Sgr-CJol_049-Ex14E-lwgs-1-1	Sgr-CJol_049-Ex1
SgC0205306A	Sgr-CJol_053-Ex16A-lwgs-1-1	Sgr-CJol_053-Ex1
SgC0205406F	Sgr-CJol_054-Ex16F-lwgs-1-1	Sgr-CJol_054-Ex1
SgC0205605A	Sgr-CJol_056-Ex15A-lwgs-1-1	Sgr-CJol_056-Ex1
SgC0205703B	Sgr-CJol_057-Ex13B-lwgs-1-1	Sgr-CJol_057-Ex1
SgC0205802E	Sgr-CJol_058-Ex12E-lwgs-1-1	Sgr-CJol_058-Ex1
SgC0205904G	Sgr-CJol_059-Ex14G-lwgs-1-1	Sgr-CJol_059-Ex1
SgC0206101E	Sgr-CJol_061-Ex11E-lwgs-1-1	Sgr-CJol_061-Ex1
SgC0206406B	Sgr-CJol_064-Ex16B-lwgs-1-1	Sgr-CJol_064-Ex1
SgC0206606D	Sgr-CJol_066-Ex16D-lwgs-1-1	Sgr-CJol_066-Ex1
SgC0206807B	Sgr-CJol_068-Ex17B-lwgs-1-1	Sgr-CJol_068-Ex1
SgC0207003C	Sgr-CJol_070-Ex13C-lwgs-1-1	Sgr-CJol_070-Ex1
SgC0207205F	Sgr-CJol_072-Ex15F-lwgs-1-1	Sgr-CJol_072-Ex1
SgC0207301A	Sgr-CJol_073-Ex11A-lwgs-1-1	Sgr-CJol_073-Ex1
SgC0207508E	Sgr-CJol_075-Ex18E-lwgs-1-1	Sgr-CJol_075-Ex1
SgC0207608D	Sgr-CJol_076-Ex18D-lwgs-1-1	Sgr-CJol_076-Ex1
SgC0207806H	Sgr-CJol_078-Ex16H-lwgs-1-1	Sgr-CJol_078-Ex1
SgC0207905E	Sgr-CJol_079-Ex15E-lwgs-1-1	Sgr-CJol_079-Ex1
SgC0208001F	Sgr-CJol_080-Ex11F-lwgs-1-1	Sgr-CJol_080-Ex1
SgC0208108F	Sgr-CJol_081-Ex18F-lwgs-1-1	Sgr-CJol_081-Ex1
SgC0208207E	Sgr-CJol_082-Ex17E-lwgs-1-1	Sgr-CJol_082-Ex1
SgC0208408H	Sgr-CJol_084-Ex18H-lwgs-1-1	Sgr-CJol_084-Ex1
SgC0208507F	Sgr-CJol_085-Ex17F-lwgs-1-1	Sgr-CJol_085-Ex1
SgC0208607C	Sgr-CJol_086-Ex17C-lwgs-1-1	Sgr-CJol_086-Ex1
SgC0208705G	Sgr-CJol_087-Ex15G-lwgs-1-1	Sgr-CJol_087-Ex1
SgC0208808A	Sgr-CJol_088-Ex18A-lwgs-1-1	Sgr-CJol_088-Ex1
SgC0208907G	Sgr-CJol_089-Ex17G-lwgs-1-1	Sgr-CJol_089-Ex1
SgC0209007H	Sgr-CJol_090-Ex17H-lwgs-1-1	Sgr-CJol_090-Ex1
SgC0209102G	Sgr-CJol_091-Ex12G-lwgs-1-1	Sgr-CJol_091-Ex1
SgC0209206G	Sgr-CJol_092-Ex16G-lwgs-1-1	Sgr-CJol_092-Ex1
SgC0209303D	Sgr-CJol_093-Ex13D-lwgs-1-1	Sgr-CJol_093-Ex1
SgC0209403A	Sgr-CJol_094-Ex13A-lwgs-1-1	Sgr-CJol_094-Ex1
SgC0209602A	Sgr-CJol_096-Ex12A-lwgs-1-1	Sgr-CJol_096-Ex1
SgC0400201A	Sgr-CBir_002-Ex11A-lwgs-1-1	Sgr-CBir_002-Ex1
SgC0400301B	Sgr-CBir_003-Ex11B-lwgs-1-1	Sgr-CBir_003-Ex1
SgC0400401C	Sgr-CBir_004-Ex11C-lwgs-1-1	Sgr-CBir_004-Ex1
SgC0400501D	Sgr-CBir_005-Ex11D-lwgs-1-1	Sgr-CBir_005-Ex1
SgC0400601E	Sgr-CBir_006-Ex11E-lwgs-1-1	Sgr-CBir_006-Ex1
SgC0400701F	Sgr-CBir_007-Ex11F-lwgs-1-1	Sgr-CBir_007-Ex1
SgC0400801G	Sgr-CBir_008-Ex11G-lwgs-1-1	Sgr-CBir_008-Ex1
SgC0400901H	Sgr-CBir_009-Ex11H-lwgs-1-1	Sgr-CBir_009-Ex1
SgC0401002A	Sgr-CBir_010-Ex12A-lwgs-1-1	Sgr-CBir_010-Ex1
SgC0401102B	Sgr-CBir_011-Ex12B-lwgs-1-1	Sgr-CBir_011-Ex1
SgC0401202C	Sgr-CBir_012-Ex12C-lwgs-1-1	Sgr-CBir_012-Ex1
SgC0401302D	Sgr-CBir_013-Ex12D-lwgs-1-1	Sgr-CBir_013-Ex1
SgC0401402E	Sgr-CBir_014-Ex12E-lwgs-1-1	Sgr-CBir_014-Ex1
SgC0401502F	Sgr-CBir_015-Ex12F-lwgs-1-1	Sgr-CBir_015-Ex1
SgC0401602G	Sgr-CBir_016-Ex12G-lwgs-1-1	Sgr-CBir_016-Ex1
SgC0401702H	Sgr-CBir_017-Ex12H-lwgs-1-1	Sgr-CBir_017-Ex1
SgC0401803A	Sgr-CBir_018-Ex13A-lwgs-1-1	Sgr-CBir_018-Ex1
SgC0401903B	Sgr-CBir_019-Ex13B-lwgs-1-1	Sgr-CBir_019-Ex1
SgC0402003C	Sgr-CBir_020-Ex13C-lwgs-1-1	Sgr-CBir_020-Ex1
SgC0402103D	Sgr-CBir_021-Ex13D-lwgs-1-1	Sgr-CBir_021-Ex1
SgC0402203E	Sgr-CBir_022-Ex13E-lwgs-1-1	Sgr-CBir_022-Ex1
SgC0402303F	Sgr-CBir_023-Ex13F-lwgs-1-1	Sgr-CBir_023-Ex1
SgC0402403G	Sgr-CBir_024-Ex13G-lwgs-1-1	Sgr-CBir_024-Ex1
SgC0402503H	Sgr-CBir_025-Ex13H-lwgs-1-1	Sgr-CBir_025-Ex1
SgC0402604A	Sgr-CBir_026-Ex14A-lwgs-1-1	Sgr-CBir_026-Ex1
SgC0402704B	Sgr-CBir_027-Ex14B-lwgs-1-1	Sgr-CBir_027-Ex1
SgC0402904D	Sgr-CBir_029-Ex14D-lwgs-1-1	Sgr-CBir_029-Ex1
SgC0403004E	Sgr-CBir_030-Ex14E-lwgs-1-1	Sgr-CBir_030-Ex1
SgC0403104F	Sgr-CBir_031-Ex14F-lwgs-1-1	Sgr-CBir_031-Ex1
SgC0403304H	Sgr-CBir_033-Ex14H-lwgs-1-1	Sgr-CBir_033-Ex1
SgC0403405A	Sgr-CBir_034-Ex15A-lwgs-1-1	Sgr-CBir_034-Ex1
SgC0403505B	Sgr-CBir_035-Ex15B-lwgs-1-1	Sgr-CBir_035-Ex1
SgC0403605C	Sgr-CBir_036-Ex15C-lwgs-1-1	Sgr-CBir_036-Ex1
SgC0403705D	Sgr-CBir_037-Ex15D-lwgs-1-1	Sgr-CBir_037-Ex1
SgC0403805E	Sgr-CBir_038-Ex15E-lwgs-1-1	Sgr-CBir_038-Ex1
SgC0403905F	Sgr-CBir_039-Ex15F-lwgs-1-1	Sgr-CBir_039-Ex1
SgC0404105G	Sgr-CBir_041-Ex15G-lwgs-1-1	Sgr-CBir_041-Ex1
SgC0404205H	Sgr-CBir_042-Ex15H-lwgs-1-1	Sgr-CBir_042-Ex1
SgC0404306A	Sgr-CBir_043-Ex16A-lwgs-1-1	Sgr-CBir_043-Ex1
SgC0404406B	Sgr-CBir_044-Ex16B-lwgs-1-1	Sgr-CBir_044-Ex1
SgC0404506C	Sgr-CBir_045-Ex16C-lwgs-1-1	Sgr-CBir_045-Ex1
SgC0404606D	Sgr-CBir_046-Ex16D-lwgs-1-1	Sgr-CBir_046-Ex1
SgC0404706E	Sgr-CBir_047-Ex16E-lwgs-1-1	Sgr-CBir_047-Ex1
SgC0404806F	Sgr-CBir_048-Ex16F-lwgs-1-1	Sgr-CBir_048-Ex1
SgC0404906G	Sgr-CBir_049-Ex16G-lwgs-1-1	Sgr-CBir_049-Ex1
SgC0405006H	Sgr-CBir_050-Ex16H-lwgs-1-1	Sgr-CBir_050-Ex1
SgC0405107A	Sgr-CBir_051-Ex17A-lwgs-1-1	Sgr-CBir_051-Ex1
SgC0405207B	Sgr-CBir_052-Ex17B-lwgs-1-1	Sgr-CBir_052-Ex1
SgC0405307C	Sgr-CBir_053-Ex17C-lwgs-1-1	Sgr-CBir_053-Ex1
SgC0405407D	Sgr-CBir_054-Ex17D-lwgs-1-1	Sgr-CBir_054-Ex1
SgC0405507E	Sgr-CBir_055-Ex17E-lwgs-1-1	Sgr-CBir_055-Ex1
SgC0405607F	Sgr-CBir_056-Ex17F-lwgs-1-1	Sgr-CBir_056-Ex1
SgC0405707G	Sgr-CBir_057-Ex17G-lwgs-1-1	Sgr-CBir_057-Ex1
SgC0405807H	Sgr-CBir_058-Ex17H-lwgs-1-1	Sgr-CBir_058-Ex1
SgC0405908A	Sgr-CBir_059-Ex18A-lwgs-1-1	Sgr-CBir_059-Ex1
SgC0406008B	Sgr-CBir_060-Ex18B-lwgs-1-1	Sgr-CBir_060-Ex1
SgC0406108C	Sgr-CBir_061-Ex18C-lwgs-1-1	Sgr-CBir_061-Ex1
SgC0406208D	Sgr-CBir_062-Ex18D-lwgs-1-1	Sgr-CBir_062-Ex1
SgC0406308E	Sgr-CBir_063-Ex18E-lwgs-1-1	Sgr-CBir_063-Ex1
SgC0406408F	Sgr-CBir_064-Ex18F-lwgs-1-1	Sgr-CBir_064-Ex1
SgC0406508G	Sgr-CBir_065-Ex18G-lwgs-1-1	Sgr-CBir_065-Ex1
SgC0406608H	Sgr-CBir_066-Ex18H-lwgs-1-1	Sgr-CBir_066-Ex1
SgC0406704C	Sgr-CBir_067-Ex14C-lwgs-1-1	Sgr-CBir_067-Ex1
SgC0406804G	Sgr-CBir_068-Ex14G-lwgs-1-1	Sgr-CBir_068-Ex1
SiA04001	Sin-APnd_001-Ex1-6G-lcwgs-1-2	Sin-APnd_001-Ex1
SiA04002	Sin-APnd_002-Ex1-3G-lcwgs-1-2	Sin-APnd_002-Ex1
SiA04003	Sin-APnd_003-Ex1-3H-lcwgs-1-2	Sin-APnd_003-Ex1
SiA04004	Sin-APnd_004-Ex1-4A-lcwgs-1-2	Sin-APnd_004-Ex1
SiA04005	Sin-APnd_005-Ex1-4B-lcwgs-1-2	Sin-APnd_005-Ex1
SiA04006	Sin-APnd_006-Ex1-4C-lcwgs-1-2	Sin-APnd_006-Ex1
SiA04007	Sin-APnd_007-Ex1-4D-lcwgs-1-2	Sin-APnd_007-Ex1
SiA04008	Sin-APnd_008-Ex1-4E-lcwgs-1-2	Sin-APnd_008-Ex1
SiA04009	Sin-APnd_009-Ex1-4F-lcwgs-1-2	Sin-APnd_009-Ex1
SiA04010	Sin-APnd_010-Ex1-4G-lcwgs-1-2	Sin-APnd_010-Ex1
SiA04011	Sin-APnd_011-Ex1-4H-lcwgs-1-2	Sin-APnd_011-Ex1
SiA04012	Sin-APnd_012-Ex1-5A-lcwgs-1-2	Sin-APnd_012-Ex1
SiA04013	Sin-APnd_013-Ex1-5B-lcwgs-1-2	Sin-APnd_013-Ex1
SiA04014	Sin-APnd_014-Ex1-5C-lcwgs-1-2	Sin-APnd_014-Ex1
SiA04015	Sin-APnd_015-Ex1-5D-lcwgs-1-2	Sin-APnd_015-Ex1
SiA04016	Sin-APnd_016-Ex1-5E-lcwgs-1-2	Sin-APnd_016-Ex1
SiA04017	Sin-APnd_017-Ex1-5F-lcwgs-1-2	Sin-APnd_017-Ex1
SiA04018	Sin-APnd_018-Ex1-5G-lcwgs-1-2	Sin-APnd_018-Ex1
SiA04019	Sin-APnd_019-Ex1-5H-lcwgs-1-2	Sin-APnd_019-Ex1
SiA04020	Sin-APnd_020-Ex1-6A-lcwgs-1-2	Sin-APnd_020-Ex1
SiA04021	Sin-APnd_021-Ex1-6B-lcwgs-1-2	Sin-APnd_021-Ex1
SiA04022	Sin-APnd_022-Ex1-6C-lcwgs-1-2	Sin-APnd_022-Ex1
SiA04023	Sin-APnd_023-Ex1-6D-lcwgs-1-2	Sin-APnd_023-Ex1
SiA04024	Sin-APnd_024-Ex1-6E-lcwgs-1-2	Sin-APnd_024-Ex1
SiA04025	Sin-APnd_025-Ex1-6F-lcwgs-1-2	Sin-APnd_025-Ex1
SiC01013	Sin-CPnd_013-Ex1-4E-lcwgs-1-2	Sin-CPnd_013-Ex1
SiC01015	Sin-CPnd_015-Ex1-4A-lcwgs-1-2	Sin-CPnd_015-Ex1
SiC01018	Sin-CPnd_018-Ex1-11A-lcwgs-1-2	Sin-CPnd_018-Ex1
SiC01019	Sin-CPnd_019-Ex1-1H-lcwgs-1-2	Sin-CPnd_019-Ex1
SiC01020	Sin-CPnd_020-Ex1-12E-lcwgs-1-2	Sin-CPnd_020-Ex1
SiC01021	Sin-CPnd_021-Ex1-3D-lcwgs-1-2	Sin-CPnd_021-Ex1
SiC01022	Sin-CPnd_022-Ex1-1D-lcwgs-1-2	Sin-CPnd_022-Ex1
SiC01023	Sin-CPnd_023-Ex1-12B-lcwgs-1-2	Sin-CPnd_023-Ex1
SiC01024	Sin-CPnd_024-Ex1-12C-lcwgs-1-2	Sin-CPnd_024-Ex1
SiC01025	Sin-CPnd_025-Ex1-3B-lcwgs-1-2	Sin-CPnd_025-Ex1
SiC01028	Sin-CPnd_028-Ex1-12H-lcwgs-1-2	Sin-CPnd_028-Ex1
SiC01029	Sin-CPnd_029-Ex1-4D-lcwgs-1-2	Sin-CPnd_029-Ex1
SiC01031	Sin-CPnd_031-Ex1-3G-lcwgs-1-2	Sin-CPnd_031-Ex1
SiC01032	Sin-CPnd_032-Ex1-3E-lcwgs-1-2	Sin-CPnd_032-Ex1
SiC01033	Sin-CPnd_033-Ex1-1B-lcwgs-1-2	Sin-CPnd_033-Ex1
SiC01034	Sin-CPnd_034-Ex1-3C-lcwgs-1-2	Sin-CPnd_034-Ex1
SiC01035	Sin-CPnd_035-Ex1-12D-lcwgs-1-2	Sin-CPnd_035-Ex1
SiC01038	Sin-CPnd_038-Ex1-11C-lcwgs-1-2	Sin-CPnd_038-Ex1
SiC01039	Sin-CPnd_039-Ex1-10F-lcwgs-1-2	Sin-CPnd_039-Ex1
SiC01040	Sin-CPnd_040-Ex1-11E-lcwgs-1-2	Sin-CPnd_040-Ex1
SiC01042	Sin-CPnd_042-Ex1-10D-lcwgs-1-2	Sin-CPnd_042-Ex1
SiC01043	Sin-CPnd_043-Ex1-1C-lcwgs-1-2	Sin-CPnd_043-Ex1
SiC01044	Sin-CPnd_044-Ex1-2C-lcwgs-1-2	Sin-CPnd_044-Ex1
SiC01045	Sin-CPnd_045-Ex1-11H-lcwgs-1-2	Sin-CPnd_045-Ex1
