unique_shipment_id	Date_Shipped_by_ODU	Shipment_ID	Species_EraSite_Individuals_Extraction/tissue	Carrier	Tracking_number	Date_Received_TAMUCC	Item_Type	Plate_Box_ID	Plate_ID_1	Plate_ID_2	Plate_ID_3	Plate_ID_4	shipment_num	filter_out_this_row	Notes
2020_08_19_n20_spin_columns-	2020-08-19T00:00:00Z	2020_08_19_n20	Aur-APnb_001-004(*10)	FedEx	800894546724	2020-08-20T00:00:00Z	spin_columns	NA	NA	NA	NA	NA	NA	NA	NA
2020_08_19_n20_spin_columns-	2020-08-19T00:00:00Z	2020_08_19_n20	Aur-CPas_006,010,016,023	FedEx	800894546724	2020-08-20T00:00:00Z	spin_columns	NA	NA	NA	NA	NA	NA	NA	NA
2020_08_19_n20_spin_columns-	2020-08-19T00:00:00Z	2020_08_19_n20	Hte-AGal_005-008(*10)	FedEx	800894546724	2020-08-20T00:00:00Z	spin_columns	NA	NA	NA	NA	NA	NA	NA	NA
2020_08_19_n20_spin_columns-	2020-08-19T00:00:00Z	2020_08_19_n20	Lle-AMnt_001-004(*10)	FedEx	800894546724	2020-08-20T00:00:00Z	spin_columns	NA	NA	NA	NA	NA	NA	NA	NA
2020_08_19_n20_spin_columns-	2020-08-19T00:00:00Z	2020_08_19_n20	Lle-CNas_005-008	FedEx	800894546724	2020-08-20T00:00:00Z	spin_columns	NA	NA	NA	NA	NA	NA	NA	NA
2020_08_19_n20_elution-Adu-C_006	2020-08-19T00:00:00Z	2020_08_19_n20	Adu-CSub_001-096	FedEx	800894546724	2020-08-20T00:00:00Z	elution	Adu-C_006	Adu-C_006_E1	NA	NA	NA	NA	NA	NA
2020_08_19_n20_elution-Tbi-C_001	2020-08-19T00:00:00Z	2020_08_19_n20	Tbi-CJos_001-096	FedEx	800894546724	2020-08-20T00:00:00Z	elution	Tbi-C_001	Tbi-C_001_E1	NA	NA	NA	NA	NA	NA
2020_08_19_n20_elution-Sob-A_001	2020-08-19T00:00:00Z	2020_08_19_n20	Sob-ABil_001-004(*10);Sob-CKal_001-004	FedEx	800894546724	2020-08-20T00:00:00Z	elution	Sob-A_001	Sob-A_001_E1	NA	NA	NA	NA	NA	NA
2020_08_19_n20_elution-Aur-A_003	2020-08-19T00:00:00Z	2020_08_19_n20	Aur-APnb_001-004(*10);Aur-CPas_006,010,016,023	FedEx	800894546724	2020-08-20T00:00:00Z	elution	Aur-A_003	Aur-A_003_E1	NA	NA	NA	NA	NA	NA
2020_08_19_n20_elution-Hte-A_001	2020-08-19T00:00:00Z	2020_08_19_n20	Hte-AGal_005-008(*10);Hte-CHam_001-004	FedEx	800894546724	2020-08-20T00:00:00Z	elution	Hte-A_001	Hte-A_001_E1	NA	NA	NA	NA	NA	NA
2020_08_19_n20_elution-Lle-A_002	2020-08-19T00:00:00Z	2020_08_19_n20	Lle-AMnt_001-004(*10);Lle-CNas_005-008	FedEx	800894546724	2020-08-20T00:00:00Z	elution	Lle-A_002	Lle-A_002_E1	NA	NA	NA	NA	NA	NA
2020_09_09_n21_elution-Mix-C_001	2020-09-09T00:00:00Z	2020_09_09_n21	Check_extraction_sheet	FedEx	800894546735	2020-09-14T00:00:00Z	elution	Mix-C_001	Mix-C_001_E1	NA	NA	NA	NA	NA	NA
2020_09_09_n21_elution-Ssp-A_002	2020-09-09T00:00:00Z	2020_09_09_n21	Ssp-AAtu_005(*6),6,8,25(*10)	FedEx	800894546735	2020-09-14T00:00:00Z	elution	Ssp-A_002	Ssp-A_002_E2	NA	NA	NA	NA	NA	NA
2020_09_09_n21_spin_columns-Ssp-A_002	2020-09-09T00:00:00Z	2020_09_09_n21	Ssp-AAtu_005(*6),6,8,25(*10)	FedEx	800894546735	2020-09-14T00:00:00Z	spin_columns	Ssp-A_002	Ssp-A_002_E2	NA	NA	NA	NA	NA	NA
2020_09_22_n22_elution-Mix-C_002	2020-09-22T00:00:00Z	2020_09_22_n22	Check_extraction_sheet	FedEx	800894546746	2020-09-23T00:00:00Z	elution	Mix-C_002	Mix-C_002_E1	NA	NA	NA	NA	NA	NA
2020_10_12_n23_elution-Mix-C_003	2020-10-12T00:00:00Z	2020_10_12_n23	Check_extraction_sheet	FedEx	800894546757	2020-10-13T00:00:00Z	elution	Mix-C_003	Mix-C_003_E1	NA	NA	NA	NA	NA	NA
2020_10_12_n23_spin_columns-Mix-C_003	2020-10-12T00:00:00Z	2020_10_12_n23	Check_extraction_sheet	FedEx	800894546757	2020-10-13T00:00:00Z	spin_columns	Mix-C_003	Mix-C_003_E1	NA	NA	NA	NA	NA	NA
2020_10_12_n23_spin_columns-Mix-C_002	2020-10-12T00:00:00Z	2020_10_12_n23	Check_extraction_sheet	FedEx	800894546757	2020-10-13T00:00:00Z	spin_columns	Mix-C_002	Mix-C_002_E1	NA	NA	NA	NA	NA	NA
2021_01_26_n24_spin_columns-Par-A_001	2021-01-26T00:00:00Z	2021_01_26_n24	Par-ARag_001-030_Ex1	FedEx	800894546779	2021-01-27T00:00:00Z	spin_columns	Par-A_001	Par-A_001_E1	NA	NA	NA	NA	NA	NA
2021_01_26_n24_elution-Par-A_001	2021-01-26T00:00:00Z	2021_01_26_n24	Par-ARag_001-030_Ex1	FedEx	800894546779	2021-01-27T00:00:00Z	elution	Par-A_001	Par-A_001_E1	NA	NA	NA	NA	NA	NA
2021_01_26_n24_spin_columns-Aen-A_001	2021-01-26T00:00:00Z	2021_01_26_n24	Aen-AHam_001-060_Ex1	FedEx	800894546779	2021-01-27T00:00:00Z	spin_columns	Aen-A_001	Aen-A_001_E1	NA	NA	NA	NA	NA	NA
2021_01_26_n24_elution-Aen-A_001	2021-01-26T00:00:00Z	2021_01_26_n24	Aen-AHam_001-060_Ex1	FedEx	800894546779	2021-01-27T00:00:00Z	elution	Aen-A_001	Aen-A_001_E1	NA	NA	NA	NA	NA	NA
2021_06_01_n25_elution-Hqu-C_002	2021-06-02T00:00:00Z	2021_06_01_n25	Hqu-CMvi_001-037_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Hqu-C_002	Hqu-C_002_E1	Hqu-C_002_E2	Hqu-C_002_E3	Hqu-C_002_E4	NA	NA	Elution 3 Wells C2 and 12 are dry empty. E4- A8,A9,B9 are low
2021_06_01_n25_spin_columns-Adu-A_013	2021-06-02T00:00:00Z	2021_06_01_n25	Adu-AHam_049-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	spin_columns	Adu-A_013	NA	NA	NA	NA	NA	NA	indv. 049-051 and 073-096 were lost in the 1st extractions. These indiv. were extracted twice and thus have two spin columns
2021_06_01_n25_spin_columns-Adu-A_013	2021-06-02T00:00:00Z	2021_06_01_n25	Adu-AHam_049-051_073-096_Ex2	FedEx	800894546790	2021-06-03T00:00:00Z	spin_columns	Adu-A_013	NA	NA	NA	NA	NA	NA	2nd extraction of indv. 049-051 and 073-096. First extraction lost
2021_06_01_n25_elution-Adu-A_013	2021-06-02T00:00:00Z	2021_06_01_n25	Adu-AHam_049-096_Ex1-2	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Adu-A_013	Adu-A_013_E1	NA	NA	NA	NA	NA	Indiv 052-072_Ex1= have one spin colum. Indv. 049-051_Ex2 and 073-096_Ex2 have two spin columns=elution in plate comes from Ex2 or the 2nd spin columns (E1 from Ex1 is lost)
2021_06_01_n25_elution-Adu-C_005	2021-06-02T00:00:00Z	2021_06_01_n25	Adu-CHam_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Adu-C_005	Adu-C_005_E1	NA	NA	NA	NA	NA	NA
2021_06_01_n25_spin_columns-Gmi-A_001	2021-06-02T00:00:00Z	2021_06_01_n25	Gmi-AHam_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	spin_columns	Gmi-A_001	NA	NA	NA	NA	NA	NA	NA
2021_06_01_n25_elution-Gmi-A_001	2021-06-02T00:00:00Z	2021_06_01_n25	Gmi-AHam_049-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Gmi-A_001	Gmi-A_001_E1	NA	NA	NA	NA	NA	NA
2021_06_01_n25_spin_columns-Sde-A_005	2021-06-02T00:00:00Z	2021_06_01_n25	Sde-AMat_001_002_003_005_007_009_010_011_024_027_Ex2	FedEx	800894546790	2021-06-03T00:00:00Z	spin_columns	Sde-A_005	NA	NA	NA	NA	NA	NA	NA
2021_06_01_n25_elution-Sde-A_005	2021-06-02T00:00:00Z	2021_06_01_n25	Sde-AMat_001_002_003_005_007_009_010_011_024_027_Ex2	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Sde-A_005	Sde-A_005_E1	NA	NA	NA	NA	NA	NA
2021_06_01_n25_spin_columns-Sde-A_005	2021-06-02T00:00:00Z	2021_06_01_n25	Sde-AMar_001_006_Ex3	FedEx	800894546790	2021-06-03T00:00:00Z	spin_columns	Sde-A_005	Sde-A_005_E1	NA	NA	NA	NA	NA	NA
2021_06_01_n25_elution-Sde-A_005	2021-06-02T00:00:00Z	2021_06_01_n25	Sde-AMar_001_006_Ex3	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Sde-A_005	Sde-A_005_E1	NA	NA	NA	NA	NA	NA
2021_06_01_n25_elution-Sfa-A_001	2021-06-02T00:00:00Z	2021_06_01_n25	Sfa-ABas_001-036_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Sfa-A_001	Sfa-A_001_E1	Sfa-A_001_E2	Sfa-A_001_E3	Sfa-A_001_E4	NA	NA	NA
2021_06_01_n25_elution-Gmi-C_002	2021-06-02T00:00:00Z	2021_06_01_n25	Gmi-CBas_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Gmi-C_002	Gmi-CBas_002_E1	Gmi-CBas_002_E2	Gmi-CBas_002_E3	Gmi-CBas_002_E4	NA	NA	NA
2021_06_01_n25_elution-Abu-A_001	2021-06-02T00:00:00Z	2021_06_01_n25	Abu-ARag_001-037_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Abu-A_001	Abu-A_001_E1	Abu-A_001_E2	Abu-A_001_E3	Abu-A_001_E4	2	NA	NA
2021_06_01_n25_elution-Gmi-A_002	2021-06-02T00:00:00Z	2021_06_01_n25	Gmi-ABas_001-061_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Gmi-A_002	Gmi-A_002_E1	Gmi-A_002_E2	Gmi-A_002_E3	NA	NA	NA	Elution 4 not found
2021_06_01_n25_elution-Gmi-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Gmi-CBat_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Gmi-C_001	Gmi-C_001_E1	Gmi-C_001_E2	Gmi-C_001_E3	NA	NA	NA	Elution 4 not found
2021_06_01_n25_elution-Hte-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Hte-CTic_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Hte-C_001	Hte-C_001_E1	NA	NA	Hte-C_001_E4	NA	NA	E2 and E4 not found
2021_06_01_n25_elution-Sde-C_002	2021-06-02T00:00:00Z	2021_06_01_n25	Sde-CHam_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Sde-C_002	Sde-C_002_E2	Sde-C_002_E4	NA	NA	NA	NA	E1 and E3 not found
2021_06_01_n25_elution-Aur-C_003	2021-06-02T00:00:00Z	2021_06_01_n25	Aur-CPas_001-023_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Aur-C_003	Aur-C_003_E1	Aur-C_003_E2	Aur-C_003_E3	Aur-C_003_E4	NA	NA	NA
2021_06_01_n25_elution-Aur-A_002	2021-06-02T00:00:00Z	2021_06_01_n25	Aur-AVic_001-024_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Aur-A_002	Aur-A_002_E1	Aur-A_002_E2	Aur-A_002_E3	Aur-A_002_E4	NA	NA	NA
2021_06_01_n25_elution-Sgr-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Sgr-CMvi-001_096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Sgr-C_001	Sgr-C_001_E3	NA	NA	NA	NA	NA	E1,2,4 not found
2021_06_01_n25_elution-Ssp-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Ssp-CGub_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Ssp-C_001	Ssp-C_001_E1	NA	NA	NA	NA	NA	most wells are very low-empty
2021_06_01_n25_elution-Tbi-A_001	2021-06-02T00:00:00Z	2021_06_01_n25	Tbi-ARos_001-033_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Tbi-A_001	Tbi-A_001_E1-2	Tbi-A_001_E3-4	NA	NA	NA	NA	Previously labeled Tbi-A_001_12 and Tbi-A_001_34
2021_06_01_n25_elution-Tbi-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Tbi-CJos_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Tbi-C_001	Tbi-C_001-E1	NA	NA	NA	NA	NA	E1 for 001-096. E2 for 001-024 only. Low/empty wells= A2-11, B2-10, C2-7, D2-5, D7-9, E-1-7
2021_06_01_n25_elution-Tbi-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Tbi-CJos_001-024_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Tbi-C_001	Tbi-C_001-EM	NA	NA	NA	NA	NA	E1 for 001-096. E2 for 001-024 only
2021_06_01_n25_elution-Lle-C_001	2021-06-02T00:00:00Z	2021_06_01_n25	Lle-CNas_001-096_Ex1	FedEx	800894546790	2021-06-03T00:00:00Z	elution	Lle-C_001	Lle-C_001_E1	Lle-C_001_E2	Lle-C_001_E3	NA	NA	NA	Elutions 4 not found
2021_06_16_n26_spin_columns-Sde-A_006	2021-06-15T00:00:00Z	2021_06_16_n26	Sde-AMat_049-096_Ex1	FedEx	800894546805	2021-07-01T00:00:00Z	spin_columns	Sde-A_006	NA	NA	NA	NA	NA	NA	NA
2021_06_16_n26_elution-Sde-A_006	2021-06-15T00:00:00Z	2021_06_16_n26	Sde-AMat_049-096_Ex1	FedEx	800894546805	2021-07-01T00:00:00Z	elution	Sde-A_006	Sde-A_006_E1	NA	NA	NA	NA	NA	NA
2021_06_30_n27_spin_columns-Hte-A_003	2021-06-30T00:00:00Z	2021_06_30_n27	Hte-AMvi_022-047_Ex1	FedEx	800894546827	2021-07-01T00:00:00Z	spin_columns	Hte-A_003	NA	NA	NA	NA	NA	NA	NA
2021_06_30_n27_elution-Hte-A_003	2021-06-30T00:00:00Z	2021_06_30_n27	Hte-AMvi_022-047_Ex1	FedEx	800894546827	2021-07-01T00:00:00Z	elution	Hte-A_003	Hte-A_003_E1	NA	NA	NA	NA	NA	NA
2021_06_30_n27_spin_columns-Hte-A_002	2021-06-30T00:00:00Z	2021_06_30_n27	Hte-ATic_001-096_Ex1	FedEx	800894546827	2021-07-01T00:00:00Z	spin_columns	Hte-A_002	NA	NA	NA	NA	NA	NA	NA
2021_06_30_n27_elution-Hte-A_002	2021-06-30T00:00:00Z	2021_06_30_n27	Hte-ATic_001-096_Ex1	FedEx	800894546827	2021-07-01T00:00:00Z	elution	Hte-A_002	Hte-A_002_E1	NA	NA	NA	NA	NA	NA
2021_08_10_n28_elution-Sgr-A_001	2021-08-10T00:00:00Z	2021_08_10_n28	Sgr-AMvi_001-096_Ex1	FedEx	800894546838	2021-08-11T00:00:00Z	elution	Sgr-A_001	Sgr-A_001_E1	NA	NA	NA	NA	NA	NA
2021_08_10_n28_spin_columns-Sgr-A_001	2021-08-10T00:00:00Z	2021_08_10_n28	Sgr-AMvi_001-096_Ex1	FedEx	800894546838	2021-08-11T00:00:00Z	spin_columns	Sgr-A_001	NA	NA	NA	NA	NA	NA	NA
2021_08_10_n28_elution-Par-C_001	2021-08-10T00:00:00Z	2021_08_10_n28	Par-CPas_001-087_Ex1	FedEx	800894546838	2021-08-11T00:00:00Z	elution	Par-C_001	Par-C_001_E1	NA	NA	NA	NA	NA	NA
2021_08_10_n28_spin_columns-Par-C_001	2021-08-10T00:00:00Z	2021_08_10_n28	Par-CPas_001-087_Ex1	FedEx	800894546838	2021-08-11T00:00:00Z	spin_columns	Par-C_001	NA	NA	NA	NA	NA	NA	NA
2021_08_24_n29_elution-Hmi-A_001	2021-08-24T00:00:00Z	2021_08_24_n29	Hmi-ABas_001-047_Ex1; Hmi-AMac_001-049_Ex1	FedEx	800894546849	2021-08-25T00:00:00Z	elution	Hmi-A_001	Hmi-A_001_E1	NA	NA	NA	NA	NA	NA
2021_08_24_n29_spin_columns-Hmi-A_001	2021-08-24T00:00:00Z	2021_08_24_n29	Hmi-ABas_001-047_Ex1; Hmi-AMac_001-049_Ex1	FedEx	800894546849	2021-08-25T00:00:00Z	spin_columns	Hmi-A_001	NA	NA	NA	NA	NA	NA	NA
2021_12_13_n30_elution-Sne-C_001	2021-12-13T00:00:00Z	2021_12_13_n30	Sne-CTAW_001-096_Ex1	FedEx	800894546871	2021-12-14T00:00:00Z	elution	Sne-C_001	Sne-C_001_E1	NA	NA	NA	NA	NA	NA
2021_12_13_n30_spin_columns-Sne-C_001	2021-12-13T00:00:00Z	2021_12_13_n30	Sne-CTAW_001-096_Ex1	FedEx	800894546871	2021-12-14T00:00:00Z	spin_columns	Sne-C_001	NA	NA	NA	NA	NA	NA	NA
2022_01_06_unkown-Lva-C_001	2022-01-18T00:00:00Z	2022_01_06	Lva-CPnd_001-048_Ex1	FedEx	unknown	2022-01-19T00:00:00Z	unkown	Lva-C_001	NA	NA	NA	NA	NA	NA	NA
2022_02_02_n31_spin_columns-Adu-A_014	2022-02-02T00:00:00Z	2022_02_02_n31	Adu-AMat_005-088	FedEx	800894546908	2022-02-03T00:00:00Z	spin_columns	Adu-A_014	NA	NA	NA	NA	NA	NA	NA
2022_02_02_n31_spin_columns-Adu-A_015	2022-02-02T00:00:00Z	2022_02_02_n31	Adu-ASub_001-045 + 3 Pli	FedEx	800894546908	2022-02-03T00:00:00Z	spin_columns	Adu-A_015	NA	NA	NA	NA	NA	NA	NA
2022_02_23_n32_elution-Mix-C_005	2022-02-23T00:00:00Z	2022_02_23_n32	Pba-CTat_001-008_Ex1; Och-CTum_001-008_Ex1; Cha-CPnd_001-008_Ex1; Gma-CRag_001-008_Ex1; Sin-CPnd_001-008_Ex1; Ppa-CPnd_001-008_Ex1	FedEx	800894546919	2022-02-24T00:00:00Z	elution	Mix-C_005	Mix-C_005_E1	NA	NA	NA	NA	NA	NA
2022_02_23_n32_spin_columns-Mix-C_005	2022-02-23T00:00:00Z	2022_02_23_n32	Pba-CTat_001-008_Ex1; Och-CTum_001-008_Ex1; Cha-CPnd_001-008_Ex1; Gma-CRag_001-008_Ex1; Sin-CPnd_001-008_Ex1; Ppa-CPnd_001-008_Ex1	FedEx	800894546919	2022-02-24T00:00:00Z	spin_columns	Mix-C_005	NA	NA	NA	NA	NA	NA	NA
2022_02_23_n32_elution-Sne-A_001	2022-02-23T00:00:00Z	2022_02_23_n32	Sne-ATaw_001-027_Ex1	FedEx	800894546919	2022-02-24T00:00:00Z	elution	Sne-A_001	Sne-A_001_E1	NA	NA	NA	NA	NA	NA
2022_02_23_n32_spin_columns-Sne-A_001	2022-02-23T00:00:00Z	2022_02_23_n32	Sne-ATaw_001-027_Ex1	FedEx	800894546919	2022-02-24T00:00:00Z	spin_columns	Sne-A_001	NA	NA	NA	NA	NA	NA	NA
2022_02_23_n32_spin_columns-Rao crosslink	2022-02-23T00:00:00Z	2022_02_23_n32	Rao crosslink (Sne and Sfa)	FedEx	800894546919	2022-02-24T00:00:00Z	spin_columns	Rao crosslink	NA	NA	NA	NA	NA	NA	NA
2022_03_23_n33_elution-Sde-C_004	2022-03-23T00:00:00Z	2022_03_23_n33	Sde-CBan_001-036	FedEx	800894546920	2022-03-24T00:00:00Z	elution	Sde-C_004	Sde-C_004_E1	NA	NA	NA	NA	NA	NA
2022_03_23_n33_spin_columns-Sde-C_004	2022-03-23T00:00:00Z	2022_03_23_n33	Sde-CBan_001-036	FedEx	800894546920	2022-03-24T00:00:00Z	spin_columns	Sde-C_004	NA	NA	NA	NA	NA	NA	NA
2022_03_23_n33_elution-Abu-C_002	2022-03-23T00:00:00Z	2022_03_23_n33	Abu-CPnd_001-096	FedEx	800894546920	2022-03-24T00:00:00Z	elution	Abu-C_002	Abu-C_002_E1	NA	NA	NA	NA	NA	NA
2022_03_23_n33_spin_columns-Abu-C_002	2022-03-23T00:00:00Z	2022_03_23_n33	Abu-CPnd_001-096	FedEx	800894546920	2022-03-24T00:00:00Z	spin_columns	Abu-C_002	NA	NA	NA	NA	NA	NA	NA
2022_04_13_n34_elution-Sde-A_007	2022-04-13T00:00:00Z	2022_04_13_n34	Sde-AGui_001-035	FedEx	800894546930	2022-04-14T00:00:00Z	elution	Sde-A_007	Sde-A_007_E1	NA	NA	NA	NA	NA	NA
2022_04_13_n34_spin_columns-Sde-A_007	2022-04-13T00:00:00Z	2022_04_13_n34	Sde-AGui_001-035	FedEx	800894546930	2022-04-14T00:00:00Z	spin_columns	Sde-A_007	NA	NA	NA	NA	NA	NA	NA
2022_04_27_n35_elution-Sde-A_008	2022-04-27T00:00:00Z	2022_04_27_n35	Sde-ATum_001-048	FedEx	800894546941	2022-04-28T00:00:00Z	elution	Sde-A_008	Sde-A_008	NA	NA	NA	NA	NA	NA
2022_04_27_n35_spin_columns-Sde-A_008	2022-04-27T00:00:00Z	2022_04_27_n35	Sde-ATum_001-048	FedEx	800894546941	2022-04-28T00:00:00Z	spin_columns	Sde-A_008	NA	NA	NA	NA	NA	NA	NA
2022_04_27_n35_elution-Sde-C_005	2022-04-27T00:00:00Z	2022_04_27_n35	Sde-CVal_001-096	FedEx	800894546941	2022-04-28T00:00:00Z	elution	Sde-C_005	Sde-C_005	NA	NA	NA	NA	NA	NA
2022_04_27_n35_spin_columns-Sde-C_005	2022-04-27T00:00:00Z	2022_04_27_n35	Sde-CVal_001-096	FedEx	800894546941	2022-04-28T00:00:00Z	spin_columns	Sde-C_005	NA	NA	NA	NA	NA	NA	NA
2022_05_17_n36_elution-Sde-C_006	2022-05-17T00:00:00Z	2022_05_17_n36	Sde-CTum_001-096	FedEx	800894546952	2022-05-18T00:00:00Z	elution	Sde-C_006	Sde-C_006_E1	NA	NA	NA	NA	NA	NA
2022_05_17_n36_spin_columns-Sde-C_006	2022-05-17T00:00:00Z	2022_05_17_n36	Sde-CTum_001-096	FedEx	800894546952	2022-05-18T00:00:00Z	spin_columns	Sde-C_006	NA	NA	NA	NA	NA	NA	NA
2022_05_25_n37_elution-Hte-C_003	2022-05-25T00:00:00Z	2022_05_25_n37	Hte-CTaw_001-096	FedEx	800894546963	2022-05-26T00:00:00Z	elution	Hte-C_003	Hte-C_003_E1	NA	NA	NA	NA	NA	NA
2022_05_25_n37_spin_columns-Hte-C_003	2022-05-25T00:00:00Z	2022_05_25_n37	Hte-CTaw_001-096	FedEx	800894546963	2022-05-26T00:00:00Z	spin_columns	Hte-C_003	NA	NA	NA	NA	NA	NA	NA
2022_05_25_n37_elution-Sde-C_007	2022-05-25T00:00:00Z	2022_05_25_n37	Sde-CJol_001-096	FedEx	800894546963	2022-05-26T00:00:00Z	elution	Sde-C_007	Sde-C_007_E1	NA	NA	NA	NA	NA	NA
2022_05_25_n37_spin_columns-Sde-C_007	2022-05-25T00:00:00Z	2022_05_25_n37	Sde-CJol_001-096	FedEx	800894546963	2022-05-26T00:00:00Z	spin_columns	Sde-C_007	NA	NA	NA	NA	NA	NA	NA
2022_06_08_n38_elution-Sde-A_009	2022-06-08T00:00:00Z	2022_06_08_n38	Sde-ASac_001-096	FedEx	800894546974	2022-06-09T00:00:00Z	elution	Sde-A_009	Sde-A_009_E1	NA	NA	NA	NA	NA	NA
2022_06_08_n38_spin_columns-Sde-A_009	2022-06-08T00:00:00Z	2022_06_08_n38	Sde-ASac_001-096	FedEx	800894546974	2022-06-09T00:00:00Z	spin_columns	Sde-A_009	NA	NA	NA	NA	NA	NA	NA
2022_06_08_n38_elution-Sde-A_010	2022-06-08T00:00:00Z	2022_06_08_n38	Sde-ABul_001-096	FedEx	800894546974	2022-06-09T00:00:00Z	elution	Sde-A_010	Sde-A_010_E1	NA	NA	NA	NA	NA	NA
2022_06_08_n38_spin_columns-Sde-A_010	2022-06-08T00:00:00Z	2022_06_08_n38	Sde-ABul_001-096	FedEx	800894546974	2022-06-09T00:00:00Z	spin_columns	Sde-A_010	NA	NA	NA	NA	NA	NA	NA
2022_06_15_n39_elution-Sgr-C_002	2022-06-15T00:00:00Z	2022_06_15_n39	Sgr-CJol_001-096	FedEx	800894546985	2022-06-16T00:00:00Z	elution	Sgr-C_002	Sgr-C_002_E1	NA	NA	NA	NA	NA	NA
2022_06_15_n39_spin_columns-Sgr-C_002	2022-06-15T00:00:00Z	2022_06_15_n39	Sgr-CJol_001-096	FedEx	800894546985	2022-06-16T00:00:00Z	spin_columns	Sgr-C_002	NA	NA	NA	NA	NA	NA	NA
2022_06_15_n39_elution-Sgr-A_002	2022-06-15T00:00:00Z	2022_06_15_n39	Sgr-AJol_001-096	FedEx	800894546985	2022-06-16T00:00:00Z	elution	Sgr-A_002	Sgr-A_002_E1	NA	NA	NA	NA	NA	NA
2022_06_15_n39_spin_columns-Sgr-A_002	2022-06-15T00:00:00Z	2022_06_15_n39	Sgr-AJol_001-096	FedEx	800894546985	2022-06-16T00:00:00Z	spin_columns	Sgr-A_002	NA	NA	NA	NA	NA	NA	NA
2022_06_15_n39_spin_columns-NA	2022-06-15T00:00:00Z	2022_06_15_n39	Sfa and Sne samples for Hi-C	FedEx	800894546985	2022-06-16T00:00:00Z	spin_columns	NA	NA	NA	NA	NA	NA	NA	NA
2022_06_29_n40_elution-Adu-C_007	2022-06-29T00:00:00Z	2022_06_29_n40	Adu-C_001-096	FedEx	800894546996	2022-06-30T00:00:00Z	elution	Adu-C_007	Adu-C_007_E1	NA	NA	NA	NA	NA	NA
2022_06_29_n40_spin_columns-Adu-C_007	2022-06-29T00:00:00Z	2022_06_29_n40	Adu-C_001-096	FedEx	800894546996	2022-06-30T00:00:00Z	spin_columns	Adu-C_007	NA	NA	NA	NA	NA	NA	NA
2022_06_29_n40_elution-Sgr-C_003	2022-06-29T00:00:00Z	2022_06_29_n40	Sgr-C_001-096	FedEx	800894546996	2022-06-30T00:00:00Z	elution	Sgr-C_003	Sgr-C_003_E1	NA	NA	NA	NA	NA	NA
2022_06_29_n40_spin_columns-Sgr-C_003	2022-06-29T00:00:00Z	2022_06_29_n40	Sgr-C_001-096	FedEx	800894546996	2022-06-30T00:00:00Z	spin_columns	Sgr-C_003	NA	NA	NA	NA	NA	NA	NA
2022_06_29_n40_elution-Hte-A_004	2022-06-29T00:00:00Z	2022_06_29_n40	Hte-A_001-096	FedEx	800894546996	2022-06-30T00:00:00Z	elution	Hte-A_004	Hte-A_004_E1	NA	NA	NA	NA	NA	NA
2022_06_29_n40_spin_columns-Hte-A_004	2022-06-29T00:00:00Z	2022_06_29_n40	Hte-A_001-096	FedEx	800894546996	2022-06-30T00:00:00Z	spin_columns	Hte-A_004	NA	NA	NA	NA	NA	NA	NA
2022_06_29_n40_elution-Mix-A_002	2022-06-29T00:00:00Z	2022_06_29_n40	Sgr-A_001-047, Hte-A_001-032	FedEx	800894546996	2022-06-30T00:00:00Z	elution	Mix-A_002	Mix-A_002_E1	NA	NA	NA	NA	NA	NA
2022_06_29_n40_spin_columns-Mix-A_002	2022-06-29T00:00:00Z	2022_06_29_n40	Sgr-A_001-047, Hte-A_001-032	FedEx	800894546996	2022-06-30T00:00:00Z	spin_columns	Mix-A_002	NA	NA	NA	NA	NA	NA	NA
